edition_1,title_1,authors_1,imprint_place_1,imprint_year_1,imprint_publisher_1,edition_status_1,notes_1,edition_2,title_2,authors_2,imprint_place_2,imprint_year_2,imprint_publisher_2,edition_status_2,notes_2,osa,cos
nbk0019208,Jouston [unidentified work],,"","","",Pseudo,Superbook not identified.,nbk0016709,Duhan [unidentified work],"Duhan, Laurent (Primary)","","","",Pseudo,Superbook and edition not identified. The author updated after Worldcat.,0.8148148148148149,0.9045340337332909
nbk0019209,Jouston [unidentified work],,"","","",Pseudo,Superbook not identified.,nbk0016709,Duhan [unidentified work],"Duhan, Laurent (Primary)","","","",Pseudo,Superbook and edition not identified. The author updated after Worldcat.,0.8148148148148149,0.9045340337332909
nbk0019210,Jouston [unidentified work],,"","","",Pseudo,Superbook not identified.,nbk0016709,Duhan [unidentified work],"Duhan, Laurent (Primary)","","","",Pseudo,Superbook and edition not identified. The author updated after Worldcat.,0.8148148148148149,0.9045340337332909
nbk0017588,Ciceron [unidentified work],,"","",Elzevir,Pseudo,Superbook not identified. All information after source data.,nbk0016850,Buffon [unidentified work],"Buffon, Georges-Louis Leclerc [comte de] (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,0.8148148148148149,0.9035398058696477
nbk0018121,Buffon [unidentified work],"Buffon, Georges-Louis Leclerc [comte de] (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,nbk0017588,Ciceron [unidentified work],,"","",Elzevir,Pseudo,Superbook not identified. All information after source data.,0.8148148148148149,0.9035398058696477
nbk0019467,Lazerme [unidentified work],"Lazerme, Jacques (Primary)","","","",Pseudo,Superbook not identified.,nbk0017821,Saury [unidentified work],"Saury, Jean (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.900733453756982
nbk0019208,Jouston [unidentified work],,"","","",Pseudo,Superbook not identified.,nbk0018062,Barron [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8975491104081189
nbk0019209,Jouston [unidentified work],,"","","",Pseudo,Superbook not identified.,nbk0018062,Barron [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8975491104081189
nbk0019210,Jouston [unidentified work],,"","","",Pseudo,Superbook not identified.,nbk0018062,Barron [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8975491104081189
nbk0018071,La Font [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016850,Buffon [unidentified work],"Buffon, Georges-Louis Leclerc [comte de] (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,0.8148148148148149,0.8972354465472708
nbk0018121,Buffon [unidentified work],"Buffon, Georges-Louis Leclerc [comte de] (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,nbk0018071,La Font [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8972354465472708
nbk0019511,Hecquet [unidentified work],"Hecquet, Philippe (Primary)","","","",Pseudo,Superbook not identified. The number of volumes udpated for purposes of calculation.,nbk0017929,Collet [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8962548338908568
nbk0019512,Hecquet [unidentified work],"Hecquet, Philippe (Primary)","","","",Pseudo,Superbook not identified. The number of volumes udpated for purposes of calculation.,nbk0017929,Collet [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8962548338908568
nbk0019560,Hecquet [unidentified work],"Hecquet, Philippe (Primary)","","","",Pseudo,Superbook not identified. The number of volumes udpated for purposes of calculation.,nbk0017929,Collet [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8962548338908568
nbk0019467,Lazerme [unidentified work],"Lazerme, Jacques (Primary)","","","",Pseudo,Superbook not identified.,nbk0018062,Barron [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8952786983673648
nbk0019467,Lazerme [unidentified work],"Lazerme, Jacques (Primary)","","","",Pseudo,Superbook not identified.,nbk0018071,La Font [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8867924528301887
nbk0018071,La Font [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016248,Cassini [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.8793609016906588
nbk0018062,Barron [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016248,Cassini [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8148148148148149,0.870020509679833
nbk0016288,Dictionnaire de Jurisprudence et de Chasse,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0015716,Dictionnaire de jurisprudence et des arrets,"Brillon, Pierre-Jacques (Primary)","","","",Pseudo,The title updated after Worldcat [OCLC: 457145797].,0.813953488372093,0.9732005317320713
nbk0016288,Dictionnaire de Jurisprudence et de Chasse,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0015717,Dictionnaire de jurisprudence et des arrets,"Brillon, Pierre-Jacques (Primary)","","","",Pseudo,The title updated after Worldcat [OCLC: 457145797].,0.813953488372093,0.9732005317320713
nbk0018760,Vie de S. François d'Assise,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0015745,Vie de Saint François [d'Assise],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9568578384885202
nbk0018761,Vie de S. François d'Assise,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0015745,Vie de Saint François [d'Assise],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9568578384885202
nbk0018760,Vie de S. François d'Assise,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0015746,Vie de Saint François [d'Assise],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9568578384885202
nbk0018761,Vie de S. François d'Assise,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0015746,Vie de Saint François [d'Assise],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9568578384885202
nbk0018760,Vie de S. François d'Assise,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0015747,Vie de Saint François [d'Assise],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9568578384885202
nbk0018761,Vie de S. François d'Assise,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0015747,Vie de Saint François [d'Assise],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9568578384885202
nbk0014770,Vies des Saints,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0014487,[Vie des Saints],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9428090415820634
nbk0015632,[Vie des Saints],,"","","",Pseudo,The number of volumes updated for calculation purposes.,nbk0014770,Vies des Saints,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9428090415820634
nbk0018648,Messe des Morts,,"","","",Pseudo,Edition not identified. All information after source data.,nbk0018561,Missel des morts,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9299811099505543
nbk0018662,Missel des morts,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0018648,Messe des Morts,,"","","",Pseudo,Edition not identified. All information after source data.,0.8125,0.9299811099505543
nbk0018696,Missel des morts,,Paris,"","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0018648,Messe des Morts,,"","","",Pseudo,Edition not identified. All information after source data.,0.8125,0.9299811099505543
nbk0014815,Messe des morts,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0014548,Missel des Morts,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9276336570439173
nbk0014816,Messe des morts,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0014548,Missel des Morts,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9276336570439173
nbk0018378,Oeuvres de Marin,,"","","",Pseudo,Superbook and edition not identified.,nbk0012188,Oeuvres de Piron,"Piron, Alexis (Primary)","","","",Pseudo,Pirate edition. Edition details as in source data.  Source data does not provide publication details.,0.8125,0.9230769230769232
nbk0018378,Oeuvres de Marin,,"","","",Pseudo,Superbook and edition not identified.,nbk0012289,Oeuvres de Piron,"Piron, Alexis (Primary)","","","",Pseudo,Pirate edition. Edition details as in source data.  Source data does not provide publication details.,0.8125,0.9230769230769232
nbk0018061,La Fontaine [unindentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016312,La Mothe [unidentified work],"Motte, Antoine Houdart de la (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8125,0.9205664999205729
nbk0018378,Oeuvres de Marin,,"","","",Pseudo,Superbook and edition not identified.,nbk0016811,Oeuvres de Dupin,"Dupin, Pierre (Primary)","","","",Pseudo,Edition not located. All information after source data.,0.8125,0.8846153846153847
nbk0018378,Oeuvres de Marin,,"","","",Pseudo,Superbook and edition not identified.,nbk0016812,Oeuvres de Dupin,"Dupin, Louis Ellies (Primary)","","","",Pseudo,Edition not located. All information after source data.,0.8125,0.8846153846153847
nbk0016968,Oeuvres de Simon,,"","","",Pseudo,Superbook not identified.,nbk0015824,Oeuvres de Baron,,"","","",Pseudo,Superbook and edition not identified.,0.8125,0.8807048459279794
nbk0012207,Traité des etudes,,"","","",Pseudo,Pirate edition. Edition details as in source data. Source data only gives title.,nbk0012179,Traité des servitudes,"Lalaure, Claude Nicolas (Primary)","","","",Pseudo,Pirate edition. Edition details as in source data.  Source data does not provide publication details.,0.8095238095238095,0.9586343124133593
nbk0015450,Histoire de la Suisse,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0014921,Histoire de Clarisse,"Richardson, Samuel (Primary)",n.pl.,"","",Pseudo,Edition not identified. The author updated after Worldcat.,0.8095238095238095,0.9430895977678839
nbk0017582,Histoire de Clarisse,"Richardson, Samuel (Primary)",n.pl.,"","",Pseudo,Edition not identified. The number of volumes updated for purposes of calculation [OCLC 63353109].,nbk0015450,Histoire de la Suisse,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8095238095238095,0.9430895977678839
nbk0019510,[Oeuvres de medecine],,"","","",Pseudo,Superbook not identified. The number of volumes updated for purposes of calculation.,nbk0017562,[Cours de medecine],,"","","",Pseudo,Superbook and edition not identified. The number of volumes updated for purposes of calculation.,0.8095238095238095,0.9344767269690313
nbk0016990,[Oeuvres de Voltaire],,n.pl.,"","",Pseudo,"Edition not identified. For purposes of calculations, number of volumes updated.",nbk0015031,[Oeuvres de Molière],"Molière, Jean-Baptiste Poquelin (Primary)",n.pl.,"","",Pseudo,Edition not located. Worldcat suggests several editions with these details.,0.8095238095238095,0.9315942613970246
nbk0017760,[Oeuvres de Voltaire],,n.pl.,"","",Pseudo,The number of volumes updated for purposes of calculation [OCLC  	56249092].,nbk0015031,[Oeuvres de Molière],"Molière, Jean-Baptiste Poquelin (Primary)",n.pl.,"","",Pseudo,Edition not located. Worldcat suggests several editions with these details.,0.8095238095238095,0.9315942613970246
nbk0016990,[Oeuvres de Voltaire],,n.pl.,"","",Pseudo,"Edition not identified. For purposes of calculations, number of volumes updated.",nbk0015032,[Oeuvres de Molière],"Molière, Jean-Baptiste Poquelin (Primary)",n.pl.,"","",Pseudo,Edition not located. Worldcat records suggests two editions.,0.8095238095238095,0.9315942613970246
nbk0017760,[Oeuvres de Voltaire],,n.pl.,"","",Pseudo,The number of volumes updated for purposes of calculation [OCLC  	56249092].,nbk0015032,[Oeuvres de Molière],"Molière, Jean-Baptiste Poquelin (Primary)",n.pl.,"","",Pseudo,Edition not located. Worldcat records suggests two editions.,0.8095238095238095,0.9315942613970246
nbk0016990,[Oeuvres de Voltaire],,n.pl.,"","",Pseudo,"Edition not identified. For purposes of calculations, number of volumes updated.",nbk0015033,[Oeuvres de Molière],"Molière, Jean-Baptiste Poquelin (Primary)",n.pl.,"","",Pseudo,Edition not located. Worldcat records suggests two editions.,0.8095238095238095,0.9315942613970246
nbk0017760,[Oeuvres de Voltaire],,n.pl.,"","",Pseudo,The number of volumes updated for purposes of calculation [OCLC  	56249092].,nbk0015033,[Oeuvres de Molière],"Molière, Jean-Baptiste Poquelin (Primary)",n.pl.,"","",Pseudo,Edition not located. Worldcat records suggests two editions.,0.8095238095238095,0.9315942613970246
nbk0015450,Histoire de la Suisse,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0014820,Histoire de la danse,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8095238095238095,0.9192388155425117
nbk0015936,Oeuvres de la Mothe,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0014732,Oeuvres de la Monnoye,"La Monnoye, Bernard [de] (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data. Worldcat records propose several editions.,0.8095238095238095,0.9025419790150205
nbk0015715,Office de Saint Louis,,"","","",Pseudo,Edition not identified. Worldcat suggests several.,nbk0015612,Office de Saint Roch,,Paris,"","",Pseudo,The place updated after Wolrdcat [OCLC 467614648].,0.8095238095238095,0.9022141990953615
nbk0016538,Conversations chrétiennes,"Malebranche, Nicolas (Primary)","","","",Pseudo,Edition not identified. The title updated after Worldcat [OCLC  	312055461].,nbk0012164,Considerations chretiennes,,"","","",Pseudo,Pirate edition. Edition details as in source data. Source data does not provide publication details.,0.8076923076923077,0.9637388493048533
nbk0018066,Pradon [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016870,Pontas [unidentified work],"Pontas, Jean (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,0.8076923076923077,0.960768922830523
nbk0017885,Dictionnaire des mines,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0017184,Dictionnaire des fontaines,,"","","",Pseudo,Title unidentified; source data gives title and number of volumes.,0.8076923076923077,0.957427107756338
nbk0017885,Dictionnaire des mines,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0017186,Dictionnaire des fontaines,,"","","",Pseudo,Title unidentified.,0.8076923076923077,0.957427107756338
nbk0018135,Dictionnaire des fontaines,,"","","",Pseudo,Title unidentified.,nbk0017885,Dictionnaire des mines,,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.957427107756338
nbk0016870,Pontas [unidentified work],"Pontas, Jean (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,nbk0016529,Piron [unidentified work],"Piron, Alexis (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.9516619028617731
nbk0016870,Pontas [unidentified work],"Pontas, Jean (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,nbk0016664,Piron [unidentified work],"Piron, Alexis (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.9516619028617731
nbk0019399,Boyer [unidentified title],,"","","",Pseudo,Superbook and edition not identified.,nbk0019006,Celse [unidentified title],Celse (Primary),"","","",Pseudo,Edition not identified. The superbook was not identified.,0.8076923076923077,0.9429278356405684
nbk0019399,Boyer [unidentified title],,"","","",Pseudo,Superbook and edition not identified.,nbk0019007,Celse [unidentified title],Celse (Primary); Crose (Translator),"","","",Pseudo,Edition not identified. The superbook was not identified.,0.8076923076923077,0.9429278356405684
nbk0019166,Storck [unidentified work],"Störck, Anton [von] (Primary)","","","",Pseudo,Superbook not identified.,nbk0016529,Piron [unidentified work],"Piron, Alexis (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.9318356132188195
nbk0019166,Storck [unidentified work],"Störck, Anton [von] (Primary)","","","",Pseudo,Superbook not identified.,nbk0016664,Piron [unidentified work],"Piron, Alexis (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.9318356132188195
nbk0018066,Pradon [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0017821,Saury [unidentified work],"Saury, Jean (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.93050085576319
nbk0018066,Pradon [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016841,Danes [unidentified work],"Danes, Pierre-Louis (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,0.8076923076923077,0.9304804031721452
nbk0018066,Pradon [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016709,Duhan [unidentified work],"Duhan, Laurent (Primary)","","","",Pseudo,Superbook and edition not identified. The author updated after Worldcat.,0.8076923076923077,0.9302605094190635
nbk0016870,Pontas [unidentified work],"Pontas, Jean (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,nbk0016709,Duhan [unidentified work],"Duhan, Laurent (Primary)","","","",Pseudo,Superbook and edition not identified. The author updated after Worldcat.,0.8076923076923077,0.9252126882606607
nbk0019442,Vesal [unidentified work],"Vesalius, Andreas (Primary)","","","",Pseudo,Superbook not identified.,nbk0016870,Pontas [unidentified work],"Pontas, Jean (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,0.8076923076923077,0.9244734516419052
nbk0019166,Storck [unidentified work],"Störck, Anton [von] (Primary)","","","",Pseudo,Superbook not identified.,nbk0018062,Barron [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.9207368843792512
nbk0018062,Barron [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016841,Danes [unidentified work],"Danes, Pierre-Louis (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,0.8076923076923077,0.9102525683205768
nbk0018062,Barron [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016709,Duhan [unidentified work],"Duhan, Laurent (Primary)","","","",Pseudo,Superbook and edition not identified. The author updated after Worldcat.,0.8076923076923077,0.9095880536541954
nbk0017184,Dictionnaire des fontaines,,"","","",Pseudo,Title unidentified; source data gives title and number of volumes.,nbk0012149,Dictionnaire des Portraits,,"","","",Pseudo,Pirate edition. Edition details as in source data. Source data does not provide publication details.,0.8076923076923077,0.9066928292470475
nbk0017186,Dictionnaire des fontaines,,"","","",Pseudo,Title unidentified.,nbk0012149,Dictionnaire des Portraits,,"","","",Pseudo,Pirate edition. Edition details as in source data. Source data does not provide publication details.,0.8076923076923077,0.9066928292470475
nbk0018135,Dictionnaire des fontaines,,"","","",Pseudo,Title unidentified.,nbk0012149,Dictionnaire des Portraits,,"","","",Pseudo,Pirate edition. Edition details as in source data. Source data does not provide publication details.,0.8076923076923077,0.9066928292470475
nbk0017184,Dictionnaire des fontaines,,"","","",Pseudo,Title unidentified; source data gives title and number of volumes.,nbk0012204,Dictionnaire des Portraits,,"","","",Pseudo,Pirate edition. Edition details as in source data. Source data only gives title.,0.8076923076923077,0.9066928292470475
nbk0017186,Dictionnaire des fontaines,,"","","",Pseudo,Title unidentified.,nbk0012204,Dictionnaire des Portraits,,"","","",Pseudo,Pirate edition. Edition details as in source data. Source data only gives title.,0.8076923076923077,0.9066928292470475
nbk0018135,Dictionnaire des fontaines,,"","","",Pseudo,Title unidentified.,nbk0012204,Dictionnaire des Portraits,,"","","",Pseudo,Pirate edition. Edition details as in source data. Source data only gives title.,0.8076923076923077,0.9066928292470475
nbk0018017,Hume [unidentified work],"Hume, David (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016850,Buffon [unidentified work],"Buffon, Georges-Louis Leclerc [comte de] (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,0.8076923076923077,0.90267093384844
nbk0018121,Buffon [unidentified work],"Buffon, Georges-Louis Leclerc [comte de] (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,nbk0018017,Hume [unidentified work],"Hume, David (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.90267093384844
nbk0019000,Tissot [unspecified work],"Tissot, Samuel Auguste André David (Primary)","","","",Pseudo,Superbook not identified.,nbk0016034,Addison [unspecified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.9024621789837646
nbk0017929,Collet [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016870,Pontas [unidentified work],"Pontas, Jean (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,0.8076923076923077,0.8981462390204986
nbk0018017,Hume [unidentified work],"Hume, David (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0017929,Collet [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.8954430086935637
nbk0017929,Collet [unidentified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016841,Danes [unidentified work],"Danes, Pierre-Louis (Primary)","","","",Pseudo,Superbook not identified. All information after source data.,0.8076923076923077,0.8870222717825623
nbk0016479,Bornier [unspecified work],"Bornier, Philippe (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016069,Rousset [unspecified work],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,0.8076923076923077,0.8549090976340066
nbk0016479,Bornier [unspecified work],"Bornier, Philippe (Primary)","","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016222,Rousset [unspecified work],,"","","",Pseudo,Superbook and edition not identified. The number of volumes has been updated for calcultion purposes.,0.8076923076923077,0.8549090976340066
nbk0016994,Histoire d'Angleterre de TArge,"Barrow, John (Primary); Targe, Jean-Baptiste (Translator)","","","",Pseudo,The edition not identified. The number of volumes updated for purposes of calculations.,nbk0016906,Histoire d'Angleterre [de Bede],"Bede, the Venerable Saint (Primary)","","","",Pseudo,Edition not identified. The number of volumes updated for purposes of calculations.,0.8064516129032258,0.9515160403900805
nbk0016146,Histoire des guerres civiles [en italien],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0014767,Histoire des guerres civiles de France,"Davila, Enrico Caterino (Primary)",Louvre,"","",Probable,"The title and author's first name, updated after Worldcat [OCLC 	315826884]. The existence of this particular editor from the Louvre was not verified on Worldcat or Google.",0.8048780487804879,0.9577992669921883
nbk0016146,Histoire des guerres civiles [en italien],,"","","",Pseudo,Superbook and edition not identified. All information after source data.,nbk0016120,Histoire des guerres civiles de France,"Davila, Enrico Caterino (Primary)","","","",Pseudo,Edition not identified.,0.8048780487804879,0.9577992669921883
nbk0012990,Entretiens de devotion sur le St. Sacrement de l'autel par un pere de la Compagnie de Jesus augmentés des prieres pour la Communion et pour Chaque jour de l’octave de la fête du St. Sacrement par M. Gourdan,Gourdan (Primary),Rennes,1733,veuve de N. Audran,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec permission'.  Publisher status:  Imprimeur Libraire.  Publisher address: Place du palais.,nbk0012989,Entretiens de devotion sur le St. Sacrement de l'autel par M. P. de la Compagnie de Jesus augmentés des prieres pour la Communion et pour Chaque jour de l’octave de la fête du St. Sacrement par M. Gourdan,Gourdan (Primary),Amsterdam,1733,Zacharie Chatelain,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec permission'.,1,1
nbk0014670,"Bibliotheque des theatres, contenant le catalogue alphabetique des piéces dramatiques, opera, parodies, et opera comiques; et le tems de leurs représentations",Maupoint (Primary),Paris,1733,Prault,Probable,"The title, author, place, publisher and year, updated after Worldcat [OCLC 797005212].",nbk0014301,"Bibliotheque des theatres, contenant le catalogue alphabetique des piéces dramatiques, opera, parodies, et opera comiques; et le tems de leurs représentations",Maupoint (Primary),Paris,1733,Laurent-François Prault,Certain,"The title, author, place, publisher, date, number of pages and volumes, as well as format, updated after Worldcat [OCLC 807068024]. Also mentioned Pierre Prault, Chardon et Briasson.",1,1
nbk0013953,"Instructions spirituelles et pensées consolantes pour les ames affligées ou timides, ou scrupuleuses, traduites du latin de Louis Blosius abbé de Lessies, avec quelques sentimens d'une ame penitente, nouvelle edition augmentée d’une addition à l’instruction spirituelle sur la préparation à la mort:, par le P. Jean Brignon de la Compag. de Jesus","Blois, Louis de (Primary); Brignon, Jean (Translator)",Nancy,1737,Nicolas Baltazard,Certain,"Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation'.Publisher status: imprimeur du collège, marchand libraire proces les R. P. Jesuittes.",nbk0011947,"Instructions spirituelles et pensées consolantes pour les ames affligées, ou timides, ou scrupuleuses, traduites du latin de Louis Blosius abbé de Lessies, avec quelques sentimens d'une ame penitente. Nouvelle edition augmentée d’une addition à l’instruction spirituelle sur la preparation à la mort: par le Père Jean Brignon de la Compagnie de Jesu","Blois, Louis de (Primary); Brignon, Jean (Translator)",Nancy,1737,Nicolas Baltazard,Certain,Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation'.,1,1
nbk0017487,Defense des propheties de la religion chrétienne,"Baltus, Jean-François (Primary)",Paris,1737,Didot,Probable,"The title, stated place/year/publisher/ number of volumes updated after Worldcat [OCLC  	997472581].",nbk0014534,Defense des propheties de la religion chrétienne,"Baltus, Jean-François (Primary)",Paris,1737,Didot,Probable,"The full title, place, publisher, year, number of pages and volumes, updated after Worldcat [OCLC  	45868796]. Worldcat says 't. 1-2. Contre Grotius --t. 3. Contre m. Simon'.",1,1
nbk0016756,Ducatiana ou Remarques de feu M. Le Duchat sur divers sujets d'histoire et de littérature,"Le Duchat, Jacob (Primary)",Amsterdam,1738,Pierre Humbert,Probable,"The title, author, place, publisher and year, updated after Worldcat [OCLC  	799350156].",nbk0016755,Ducatiana ou Remarques de feu M. Le Duchat sur divers sujets d'histoire et de littérature,"Le Duchat, Jacob (Primary)",Amsterdam,1738,Pierre Humbert,Probable,"The title, author, place, publisher and year, updated after Worldcat [OCLC  	799350156].",1,1
nbk0015802,Imitation (de l') de Notre-Seigneur Jésus-Christ,"Pallu, Martin (Primary)",Paris,1738,Marc Bordelet,Certain,"The author, place, year, number of volumes and format, updated after Google Books (Catalogue des livres qui se trouvent chez Desventes de la Doué (…) 1775). The full title, publisher and number of pages subsequently updated after Worldcat [OCLC : 	470521810].",nbk0014101,"Imitation (de l') de Notre-Seigneur Jésus-Christ: Par le R.P. Pallu, de la Compagnie de Jesus","Pallu, Martin (Primary)",Paris,1738,Marc Bordelet,Certain,"The title, place, publisher, year, updated after Worldcat [OCLC  470521810]. Worldcat suggests two formats in-8 and in-12. Worldcat says 'Avec approbation et privilege du roy'.",0.96,0.9937702084244181
nbk0016737,Institutes (les) de l'empereur Justinien conferées avec le droit françois,"Boutaric, François de (Primary)",Toulouse,1740,Gaspard Henault; Jean Francois Forest,Probable,"The title, place, publisher, year, number of volumes/ pages, updated after Worldcat [OCLC 491948544].
Worldcat says ' 	Privile?ge royal accorde? a? Forest pour 6 ans, le 5 avril 1737.'.",nbk0013757,Institutes (les) de l'Empereur Justinien conferées avec le droit francois par noble francois de Boutaric professeur en droit francois dans l'université de Toulouse,"Justinian (Primary); Boutaric, François de (Secondary)",Toulouse,1740,Gaspard Henault; Jean Francois Forest,Certain,"Pirate edition. Edition details as in source data.  May be a false imprint.  Claims to be published ‘avec approbation et privilege du roi’. Publisher status: Imprimeur libraire (Henault), Libraire (Forest).  Publisher address: rue des changes (Henault), rue St Rome (Forest).  Page nos. updated after Worldcat (OCLC 491948544).",0.98,0.9957626114361721
