agent_1	name_1	title_and_desig_1	notes_1	professions_1	author_of_1	addresses_1	agent_2	name_2	title_and_desig_2	notes_2	professions_2	author_of_2	addresses_2	osa	cos	identical
id004748	"Radet, Jean-Baptiste"	 / 		auteur	"Docteurs modernes (les): comédie-parade, en un acte et en vaudevilles, suivie Du baquet de santé, divertissement analogue, mêlé de couplets  (Paris, Paris)"		id004587	"Labat, Jean-Baptiste"	 / 		rédacteur	"Voyage du chevalier des Marchais en Guinée, Isles voisines et a Cayenne (, )"		0.85	0.923380517	
id009416	Robert[signature #1]	 / 					id008943	Rocher[signature #1]	Mr. / 					0.85	0.920736884	
id009846	Rocher[signature #2]	 / 					id009417	Robert[signature #2]	 / 					0.85	0.920736884	
id007820	"Caron, Jean-Baptiste"	 / 	"Jean-Baptiste Caron (1747-1752), oldest son of Louis-Charles Caron, printer bookseller, known as Caron l'aîné, Caron fils. A reference to Caron fils in the Permissions simple data almost certainly indicates Jean-Baptiste rather than his brother, who from 1781-9 worked for their father and appears in the registers as Caron jeune or Caron-Berquier."	imprimeur; libraire		AMIENS	id001184	"Brun, Jean-Baptiste"	 / 		négociant		LYON	0.85	0.91914503	
id004445	"Manget, Jean-Jacques"	 / 		auteur	"Bibliotheca pharmaceutico-medica (, )"		id000749	"Bonnet, Jean-Jacques"	 / cadet		commissionnaire; expéditionnaires			0.85	0.916666667	
id004445	"Manget, Jean-Jacques"	 / 		auteur	"Bibliotheca pharmaceutico-medica (, )"		id000750	"Bonnet, Jean-Jacques"	 / 		commissionnaire			0.85	0.916666667	
id004445	"Manget, Jean-Jacques"	 / 		auteur	"Bibliotheca pharmaceutico-medica (, )"		id001838	"Paulet, Jean-Jacques"	 / 		auteur; littérateur; médecin		PARIS	0.85	0.916666667	
id010005	"Paulet, Jean-Jacques"	 / 	"Censor for medicine. ID after 'Commentaires de la Faculté de médecine de Paris , 1777 à 1786 : publiés sous les auspices du Conseil de l'Université / Professeur A. Pinard ... H. Varnier ... H. Hartmann ... F. Widal ... G. Steinheil', p. 575, where he is identified as censor ( https://archive.org/stream/b28039221_0001/b28039221_0001_djvu.txt). Paulet was a member of the Faculties of Medicine of the Universities of Montpellier and Paris. His address is given in Almanac royal, 1786 as rue des Poitevins."	censeur royal; professeur de medecine (Professor of Medicine)		PARIS	id004445	"Manget, Jean-Jacques"	 / 		auteur	"Bibliotheca pharmaceutico-medica (, )"		0.85	0.916666667	
id007923	"Robert, Jean-Jacques"	 / 	"Although the younger of two brothers, Jean-Jacques became a printer in 1764, well before his older brother Jean-François. Traded in Toulouse, 1764-c.1789. See Mellot et al. Since multiple forms of evidence suggest that  Jean-François Robert, l'aîné (q.v.), died or retired in favour of his oldest son, the libraire Joseph Robert, in 1783 or 1784, it seems reasonable to conclude that a couple of references to 'Robert, impr[imeur']' in the permission simple records from after this time refer to Jean-Jacques Robert."	imprimeur; libraire		TOULOUSE	id000633	"Bovet, Jean-Jacques"	 / 		justicier		FLEURIER	0.85	0.91538573	
id007923	"Robert, Jean-Jacques"	 / 	"Although the younger of two brothers, Jean-Jacques became a printer in 1764, well before his older brother Jean-François. Traded in Toulouse, 1764-c.1789. See Mellot et al. Since multiple forms of evidence suggest that  Jean-François Robert, l'aîné (q.v.), died or retired in favour of his oldest son, the libraire Joseph Robert, in 1783 or 1784, it seems reasonable to conclude that a couple of references to 'Robert, impr[imeur']' in the permission simple records from after this time refer to Jean-Jacques Robert."	imprimeur; libraire		TOULOUSE	id001555	"Bovet, Jean-Jacques"	 / 		commissionnaire; épicier; négociant			0.85	0.91538573	
id007820	"Caron, Jean-Baptiste"	 / 	"Jean-Baptiste Caron (1747-1752), oldest son of Louis-Charles Caron, printer bookseller, known as Caron l'aîné, Caron fils. A reference to Caron fils in the Permissions simple data almost certainly indicates Jean-Baptiste rather than his brother, who from 1781-9 worked for their father and appears in the registers as Caron jeune or Caron-Berquier."	imprimeur; libraire		AMIENS	id005048	"Targe, Jean-Baptiste"	 / 		auteur; traducteur	"Histoire générale d'Italie, depuis la décadence de l'Empire romain jusqu'au temps présent... par M. Targe (Paris, Paris)"		0.85	0.909508594	
id005485	"Wecker, Johann Jacob"	 / 		auteur	"De secretis (, )"		id005096	"Wepfer, Johann Jakob"	 / 		auteur	"Historiae apoplecticorum (, )"		0.85	0.909508594	
id009854	Roger[signature #2]	 / 	Roger me possibly Royer.				id009416	Robert[signature #1]	 / 					0.85	0.902134222	
id009847	Roger[signature #1]	 / 					id009417	Robert[signature #2]	 / 					0.85	0.902134222	
id009847	Roger[signature #1]	 / 					id009418	Robert[signature #3]	 / 					0.85	0.902134222	
id009854	Roger[signature #2]	 / 	Roger me possibly Royer.				id009418	Robert[signature #3]	 / 					0.85	0.902134222	
id009847	Roger[signature #1]	 / 					id009843	Robert[signature #4]	 / 					0.85	0.902134222	
id009854	Roger[signature #2]	 / 	Roger me possibly Royer.				id009843	Robert[signature #4]	 / 					0.85	0.902134222	
id009854	Roger[signature #2]	 / 	Roger me possibly Royer.				id008943	Rocher[signature #1]	Mr. / 					0.85	0.898146239	
id009847	Roger[signature #1]	 / 					id009846	Rocher[signature #2]	 / 					0.85	0.898146239	
id008203	"Royez, Jean-François"	 / 	"Active c. 1784-1823. birth date approx. after Mellot et al. Only officially received into guild in 1786. Confiscations notes: Jean-François Royer or Royez (or occasionally Royès) was the only Paris-based (or French) bookseller with the me Royer / Royez at this period. CERL says he was active from 1784, when me the starts appearing in confiscations registers frequently (although there is one entry in October 1783). He remained active til 1823. Yet there remain some residual doubts about the author/owner of books in these entries. The only signature that we can attribute beyond reasonable doubt to Jean-François Royez is a chronological outlier, dating from 1781 when he collected a consignment of books for Lamy, to whom he was then apprenticed.  That signature has a distinctive opening R in particular that differs from the later signatures, which could nevertheless have evolved into a lazier version of the same shape. For the most common variant - signature variant 4 in these notes, this seems to be confirmed by the existence of a book with the Royez imprint in one 1789 Royez confiscation: this seems to confirm that Royez was the booksellers. This type 4 signature resembles the 1781 signature in most other features. The other signatures are also broadly similar, but one has a pronounced 'z'. Given the evidence of me variants it is possible that the still youthful Jean-François was experimenting with signatures as well as spellings of his me. This conclusion is supported by several entries marked 'Royez, libraire' in MS 21,935 which bear variant signatures. It remains possible that the Royez signatures represent more than one individual."	libraire		PARIS	id001500	"Borel, Jean-François"	 / 	Additional documents - 2 'factures a.s.' 19/11/1774 & 15/06/1776.	tailleur		Neuchâtel	0.85	0.897085227	
id005303	"Aubry, Jean François"	 / 		auteur	"Oracles (les) de Cos (Paris, Paris)"		id004293	"Sobry, Jean-François"	 / 		auteur	"Mode (le) françois, ou Discours sur les principaux usages de la tion françoise (London, London)"		0.85	0.892857143	
id001838	"Paulet, Jean-Jacques"	 / 		auteur; littérateur; médecin		PARIS	id001108	"Perret, Jean-Jacques"	 / 				"LOCLE, Le"	0.85	0.892217816	
id010005	"Paulet, Jean-Jacques"	 / 	"Censor for medicine. ID after 'Commentaires de la Faculté de médecine de Paris , 1777 à 1786 : publiés sous les auspices du Conseil de l'Université / Professeur A. Pinard ... H. Varnier ... H. Hartmann ... F. Widal ... G. Steinheil', p. 575, where he is identified as censor ( https://archive.org/stream/b28039221_0001/b28039221_0001_djvu.txt). Paulet was a member of the Faculties of Medicine of the Universities of Montpellier and Paris. His address is given in Almanac royal, 1786 as rue des Poitevins."	censeur royal; professeur de medecine (Professor of Medicine)		PARIS	id001108	"Perret, Jean-Jacques"	 / 				"LOCLE, Le"	0.85	0.892217816	
id008207	"Samson, Jean-Jacques"	 / 		libraire		PARIS	id002060	"Sellon, Jean-Jacques"	 / 				SAINT-GALL	0.85	0.882352941	
id009999	"Letourneur, Pierre Prime Félicien"	 / 					id007048	"Tourneur, Pierre-Prime-Félicien"	 / 		traducteur	"jeune fille (la) se?duite, et Le courtisan ermite (Paris, Paris)"		0.848484848	0.942476138	
id007555	Societé Littéraire et Typographique de Yverdon	 / 	Additional documents - 2 'circulaires' 14/10/1775 & 20/12/1777.			YVERDON	id007196	Société Littéraire et Typographique de Kehl	 / 	Additional document - 1 'circulaire' 24/01/1783. Additional document - 1 'circulaire' 24/01/1783.			KEHL	0.847826087	0.962039729	
id009994	"Lalaure, Claude-Nicolas de"	 / 	"Censor for Jurisprudence. ID and presentation of me confirmed by https://data.bnf.fr/fr/10588242/claude_nicolas_lalaure/ and title-page of a 'Recueil d'arrets du Parlement de Paris' (Avignon, 1773) that he helped to compile."	censeur royal			id006519	"Lalaure, Claude Nicolas"	 / 		auteur	"Traité des servitudes (, )"		0.846153846	0.974601469	
id008931	"Rey, [all unidentified]"	M. / 	There is nothing to positively link the four confiscations from Rey(s) one to another.				id008746	"Le Roy, [all unidentified]"	M. / 	"Could be Paris clandestine bookseller, Pierre Le Roy (whose status was finally legalised in 1785), or other Le Roys listed in this database, Amable (from Lyon) or Gilles from Caen. All traded across period. All are listed in CERL. Signature match has linked Le Roy libraire to some signatures where his 'libraire' status is not given."				0.846153846	0.970494959	
id007220	Editeurs de la Feuille d'Avis de Bâle	 / 				BALE	id007219	Editeurs de la Feuille d'Avis de Zurich	 / 				ZURICH	0.846153846	0.961566911	
id005902	"Rose, Louis"	 / 		auteur	"Bonne (la) fermière, ou Eléments économiques utiles aux jeunes personnes destinées à cet état, par M. L. R. (Lille, Lille)"		id001274	"Rosset, Louis"	 / 		commissionnaire; libraire		LYON	0.846153846	0.957841489	
id010043	"Bleuet, [all unidentified]"	 / 					id008374	Brunet [all unidentified]	M. / 	Identity uncertain: several Brunet's in the Paris trade. Only one Brunet confiscation bears owner's signature.				0.846153846	0.957591318	
id003346	"Gosse, Pieter"	 / 		auteur	"Théologie (la) de l'Écriture sainte, ou la Science du salut, comprise dans une ample collection de passages du Vieux et du Nouveau Testament (La Haye, La Haye)"		id000919	"Gosse, Pierre"	 / junior		libraire			0.846153846	0.955533086	
id007219	Editeurs de la Feuille d'Avis de Zurich	 / 				ZURICH	id007192	Editeur de la Feuille d'Avis de Berne	 / 				BERNE	0.846153846	0.955319367	
id008613	"Gerard, [all unidentified]"	M. / 					id008400	"Carré, [all unidentified]"	M. / 					0.846153846	0.95344297	
id008645	"Hebert, [all unidentified]"	M. / 	Spelling from signature.				id008474	Debure [all unidentified]	M. / 	It has been impossible to identify which Debure is intended by these confiscations.	libraire		PARIS	0.846153846	0.953312662	
id008535	"Dubois, [all unidentified]"	M. / 					id008523	"Didot, [all unidentified]"	M. / 	It has been impossible to identify which Didot is intended by these confiscations.	imprimeur		PARIS	0.846153846	0.951860145	
id008931	"Rey, [all unidentified]"	M. / 	There is nothing to positively link the four confiscations from Rey(s) one to another.				id008756	"Le Jay, [all unidentified]"	Mr. / 	Entry could relate to Le Jay pere or Le Jay fils.	libraire		PARIS	0.846153846	0.951648602	
id006425	"Panard, Charles--Franc?ois"	 / 		auteur	"Panard [unidentified title] (, )"		id005274	"Pannard, Charles-François"	 / 		auteur	"Famille (la), comedie en un acte (Vienna, Vienna)"		0.846153846	0.950541641	
id010043	"Bleuet, [all unidentified]"	 / 					id008645	"Hebert, [all unidentified]"	M. / 	Spelling from signature.				0.846153846	0.948683298	
id008939	"Robert, [all unidentified]"	M. / 					id008931	"Rey, [all unidentified]"	M. / 	There is nothing to positively link the four confiscations from Rey(s) one to another.				0.846153846	0.946484724	
id008849	"Noel, [all unidentified]"	M. / 					id008821	"Michel, [all unidentified]"	Mr. / 					0.846153846	0.945108019	
id009810	"Perrot, [all unidentified]"	M. / 	Perrot may be Prévost.				id008613	"Gerard, [all unidentified]"	M. / 					0.846153846	0.94300544	
id009810	"Perrot, [all unidentified]"	M. / 	Perrot may be Prévost.				id008645	"Hebert, [all unidentified]"	M. / 	Spelling from signature.				0.846153846	0.94300544	
id007121	"Bate, George"	 / 		auteur	"Pharmacopœia Batea (, )"		id003289	"Keate, George"	 / 		auteur	"Abrégé de l'histoire de Geneve, et de son gouvernement ancien et moderne (London, London)"		0.846153846	0.942809042	
id010043	"Bleuet, [all unidentified]"	 / 					id008660	"Hoüet, [all unidentified]"	Mr. / 					0.846153846	0.941554471	
id009099	"Bourdon, [unidentified #2]"	 / 					id009097	"Boucher, [unidentified #2]"	 / 					0.846153846	0.940539943	
id006904	"Chenu, Jean"	 / 		auteur	"Oeuvres de Jean Chenu (, )"		id001147	"Chenoux, Jean"	 / 	Stock Sales Notes: Jean in STN database; libraire in STN database	libraire		LUNÉVILLE	0.846153846	0.939336437	
id008639	Guyot [all unidentified]	M. / 	"Confiscation register entries to Guyot probably relate to multiple persons. Perhaps some entries for Guiot / Guyot relate to Laurent Guyot / Guiot (1756-1808), the only person of this surname operating in print trade anywhere at this time according to CERL: an engraver and distributor of prints, bookseller, printer and publisher according to CERL (except perhaps his brother and business partner Charles, who was working with him by 1788). But CERL dates start of his activity to c.1785 on which makes it hard to link him to confiscations in 1770s."				id008545	"Dumont, [all unidentified]"	Mr. / 					0.846153846	0.938083152	
id008854	"Nyon, [all unidentified]"	M. / 	"Items attributed to Nyon [all unidentified] cannot be definitively linked to either 'Nyon jeune' or, via, 'Nyon ainé' to 'Saillant et Nyon' or to other Nyon's in trade, whether through evidence of signatures, agents collecting consignments, or ballot marques. The confiscation registers do not explicitly mention 'Nyon jeune' in any entry (though from shape of signatures, it is possible he signed consistently for Nyon aine's consignments). Agents collecting these unattributed consignments are different from those collecting for Saillant et Nyon or Nyon ainé."	libraire		PARIS	id008545	"Dumont, [all unidentified]"	Mr. / 					0.846153846	0.938083152	
id008939	"Robert, [all unidentified]"	M. / 					id008849	"Noel, [all unidentified]"	M. / 					0.846153846	0.9375	
id008508	Desenne [all unidentified]	Mr. / 	it has not been possible to determine which Desenne these confiscations refer to.				id008474	Debure [all unidentified]	M. / 	It has been impossible to identify which Debure is intended by these confiscations.	libraire		PARIS	0.846153846	0.935810472	
id007933	"Seyer, Pierre"	 / 	"Printer-bookseller at Rouen from 1763 to c. 1808. Worked as a 'prote' (print foreman) for the widow of J.F. Behourt and after 'fictif' apprenticeship with Etienne-Vincent Machuel was allowed to succeed as printer and take over her business (decree of 28 March 1763), which she had resigned in his favour, before marrying her two weeks later."	imprimeur; libraire		ROUEN	id003843	"Boyer, Pierre"	 / 		auteur	"Maximes et avis propres pour conduire un pêcheur à une véritable conversion (Paris, Paris)"		0.846153846	0.933947571	
id008498	Desaint [all unidentified]	M. / 	It has been impossible to identify which Desaint is intended by these confiscations.				id008482	Delarue [all unidentified]	M. / 	No  Delarue in Paris book trade according to CERL.				0.846153846	0.933333333	
id008491	Delisle [all unidentified]	M. / 	It has not been possible to determine which Delisle these confiscations refer to.				id008474	Debure [all unidentified]	M. / 	It has been impossible to identify which Debure is intended by these confiscations.	libraire		PARIS	0.846153846	0.932815247	
id008613	"Gerard, [all unidentified]"	M. / 					id008482	Delarue [all unidentified]	M. / 	No  Delarue in Paris book trade according to CERL.				0.846153846	0.931115089	
id008498	Desaint [all unidentified]	M. / 	It has been impossible to identify which Desaint is intended by these confiscations.				id008321	"Besson, [all unidentified]"	Mr. / 	Besson signature checked against Henry Besson and Jacob Besson. Jacob is a possible match but evidence is unclear.				0.846153846	0.930949336	
id008400	"Carré, [all unidentified]"	M. / 					id007957	Barrois [all unidentified]	 / 	"Not clear which person(s) are intended by entries marked 'Barrois' in records of stock sales of George (1772), Herissant (1775) or Desventes (1776), so this separate entry has been created until and unless a positive identification can be made. Confiscations notes: As the Barrois family collected consignments for one another on several occasions, all Barrois ownership has been treated as unidentified excepts when Barrois ainé or Barrois jeune is explicitly med as owner in the confiscation register, or signature evidence or postal 'marques' [ballot numbers] seem to indicate one brother or other. Permission simple notes: It is not clear which Barrois brother intended; two of which (Barrois aine? [Louis-François] et jeune [Pierre-The?ophile) are listed separately as bookseller in the 1781 Almanach de la Librairie. Source data merely indicated 'Barrois, libr.'. Thus edition linked to just Barrois is linked to a non-specific 'Barrois' client."	libraire		PARIS	0.846153846	0.930260509	
id008559	"Duval, [all unidentified]"	M. / 					id008535	"Dubois, [all unidentified]"	M. / 					0.846153846	0.929340341	
id008559	"Duval, [all unidentified]"	M. / 					id008545	"Dumont, [all unidentified]"	Mr. / 					0.846153846	0.929340341	
id006925	"Jonston, Jan"	 / 		auteur	"Historia turalis animalium (, )"		id003918	"Jouston, Jean"	 / 		auteur	"[Histoire turelle de Jouston] (, )"		0.846153846	0.929320377	
id009810	"Perrot, [all unidentified]"	M. / 	Perrot may be Prévost.				id008577	"Ferry, [All unidentified]"	M. / 					0.846153846	0.928279122	
id008508	Desenne [all unidentified]	Mr. / 	it has not been possible to determine which Desenne these confiscations refer to.				id008321	"Besson, [all unidentified]"	Mr. / 	Besson signature checked against Henry Besson and Jacob Besson. Jacob is a possible match but evidence is unclear.				0.846153846	0.928190962	
id008508	Desenne [all unidentified]	Mr. / 	it has not been possible to determine which Desenne these confiscations refer to.				id008491	Delisle [all unidentified]	M. / 	It has not been possible to determine which Delisle these confiscations refer to.				0.846153846	0.927633657	
id008535	"Dubois, [all unidentified]"	M. / 					id001895	"Turot, [all unidentified]"	 / 	"Additional documents - 1 'circulaire', 1 'prospectus' 23/12/1777. Confiscations notes: Turot was presumably the Paris bookseller of that me who appears in STN data (1777) with address in the rue du Roi de Sicile. On line searches reveal Turot (who described himself as a negociant) in 1778 was receiving subscriptions at this address for 'L'Esprit des journaux', the 'Mercure de France' and the 'Affiches, annonces et avid divers, ran the bureau de correspondance for the 'Journal Encyclopedique' and 'L'Esprit de Journaux'. He was possibly the same person as radical journalist Joseph Turot (died 1825), who is listed in CERL and published 'Gazette tionale' in the 1790s. However, further searches in CERL, Worldcat and online have not elicited reveal further information to confirm Turot's identity, and the confiscation associated with him does not relate to his traffic in periodical literature."	libraire		PARIS	0.846153846	0.927601447	
id009810	"Perrot, [all unidentified]"	M. / 	Perrot may be Prévost.				id008400	"Carré, [all unidentified]"	M. / 					0.846153846	0.927601447	
id008645	"Hebert, [all unidentified]"	M. / 	Spelling from signature.				id008613	"Gerard, [all unidentified]"	M. / 					0.846153846	0.925925926	
id008508	Desenne [all unidentified]	Mr. / 	it has not been possible to determine which Desenne these confiscations refer to.				id008482	Delarue [all unidentified]	M. / 	No  Delarue in Paris book trade according to CERL.				0.846153846	0.9258201	
id008227	"Vallat-la-Chapelle, veuve"	 / 	Active c. 1772-1790. Not in Mellot et al. Imprints appear in her me in Worldcat from 1773-1790. Appears to be the Vallat-la-Chapelle indicated in stock sale of Boudet in 1787. STN correspondence lists apparent partnership Vallat la Chapelle & Vve in correspondence with the STN from 1772-1774. In effect this was presumably a sequential correspondence - veuve Vallat-la-Chapelle published in her own me only from her husband's death; there is no sign of a male relative being involved in the trade. Her daughter Marie-Rozalie Huzard succeeded her. Vve Vallat-la-Chapelle has been recorded as a separate person here. It has also been assumed that Vve La Chapelle invited to Lottin stock sale in 1783 is Vve Vallat La Chapelle. Confiscations notes: Only Vallat la Chapelle active at this period.	libraire		PARIS	id008226	"Vallat-la-Chapelle, Pierre"	 / 	"Active 1759-1772, after Mellot et al.. Son of a tailleur from St Flour."	libraire		PARIS	0.846153846	0.925191476	
id009810	"Perrot, [all unidentified]"	M. / 	Perrot may be Prévost.				id007957	Barrois [all unidentified]	 / 	"Not clear which person(s) are intended by entries marked 'Barrois' in records of stock sales of George (1772), Herissant (1775) or Desventes (1776), so this separate entry has been created until and unless a positive identification can be made. Confiscations notes: As the Barrois family collected consignments for one another on several occasions, all Barrois ownership has been treated as unidentified excepts when Barrois ainé or Barrois jeune is explicitly med as owner in the confiscation register, or signature evidence or postal 'marques' [ballot numbers] seem to indicate one brother or other. Permission simple notes: It is not clear which Barrois brother intended; two of which (Barrois aine? [Louis-François] et jeune [Pierre-The?ophile) are listed separately as bookseller in the 1781 Almanach de la Librairie. Source data merely indicated 'Barrois, libr.'. Thus edition linked to just Barrois is linked to a non-specific 'Barrois' client."	libraire		PARIS	0.846153846	0.921745835	
id008854	"Nyon, [all unidentified]"	M. / 	"Items attributed to Nyon [all unidentified] cannot be definitively linked to either 'Nyon jeune' or, via, 'Nyon ainé' to 'Saillant et Nyon' or to other Nyon's in trade, whether through evidence of signatures, agents collecting consignments, or ballot marques. The confiscation registers do not explicitly mention 'Nyon jeune' in any entry (though from shape of signatures, it is possible he signed consistently for Nyon aine's consignments). Agents collecting these unattributed consignments are different from those collecting for Saillant et Nyon or Nyon ainé."	libraire		PARIS	id008321	"Besson, [all unidentified]"	Mr. / 	Besson signature checked against Henry Besson and Jacob Besson. Jacob is a possible match but evidence is unclear.				0.846153846	0.919866211	
id006332	"Hales, George"	 / 		auteur	"Statique (La) des Végétaux (, )"		id006119	"Sale, George"	 / 		auteur	"Histoire universelle depuis le commencement du monde (, )"		0.846153846	0.91925472	
id007840	"Defay, Pierre"	 / 	"Listed as Printer-Bookseller in Almanach de la Librairie, 1781. Received as printer at Langres by Decree of Council of 29 May 1775 and remained in business til c. 1817. Died 1836. Son of Antoine (II) Defay of Dijon bookseller dynasty. Printer to bishop, chapter, town and college of Langres. See Mellot et al."	imprimeur; libraire		LANGRES	id003137	"Feray, Pierre"	 / 					0.846153846	0.916515139	
id007840	"Defay, Pierre"	 / 	"Listed as Printer-Bookseller in Almanach de la Librairie, 1781. Received as printer at Langres by Decree of Council of 29 May 1775 and remained in business til c. 1817. Died 1836. Son of Antoine (II) Defay of Dijon bookseller dynasty. Printer to bishop, chapter, town and college of Langres. See Mellot et al."	imprimeur; libraire		LANGRES	id007673	"Feray, Pierre"	 / 	Client location after transactions data.			ROUEN	0.846153846	0.916515139	
id007227	"Jaquet, Jean"	 / 	Client location after agent data. Client location after agent data.			VERRIÈRES	id004808	"Bacquet, Jean"	 / 		auteur	"Oeuvres (Les) de Jean Bacquet advocat du roy en la chambre du trésor (Lyon, Lyon)"		0.846153846	0.914659121	
id008613	"Gerard, [all unidentified]"	M. / 					id008577	"Ferry, [All unidentified]"	M. / 					0.846153846	0.913086712	
id009810	"Perrot, [all unidentified]"	M. / 	Perrot may be Prévost.				id008523	"Didot, [all unidentified]"	M. / 	It has been impossible to identify which Didot is intended by these confiscations.	imprimeur		PARIS	0.846153846	0.913008711	
id006082	"Coste, Pierre"	 / 		auteur; traducteur; rédacteur	"Caracteres (les) de Théophraste de la Bruyere, augmenter[?] par M. Coste, nouvelle edition (Paris, Paris)"		id000919	"Gosse, Pierre"	 / junior		libraire			0.846153846	0.91003151	
id004229	La Vaux [de]	 / 		traducteur	"Sigevart, dédié aux âmes sensibles (Basle, Basle)"		id001645	La Chaux [de]	 / 		pasteur		NYONS	0.846153846	0.909508594	
id002894	"Modry, Moïse"	 / 				GENÈVE	id000832	"Maudry, Moïse"	 / 				GENÈVE	0.846153846	0.903696114	
id008746	"Le Roy, [all unidentified]"	M. / 	"Could be Paris clandestine bookseller, Pierre Le Roy (whose status was finally legalised in 1785), or other Le Roys listed in this database, Amable (from Lyon) or Gilles from Caen. All traded across period. All are listed in CERL. Signature match has linked Le Roy libraire to some signatures where his 'libraire' status is not given."				id008321	"Besson, [all unidentified]"	Mr. / 	Besson signature checked against Henry Besson and Jacob Besson. Jacob is a possible match but evidence is unclear.				0.846153846	0.902134222	
id009810	"Perrot, [all unidentified]"	M. / 	Perrot may be Prévost.				id008746	"Le Roy, [all unidentified]"	M. / 	"Could be Paris clandestine bookseller, Pierre Le Roy (whose status was finally legalised in 1785), or other Le Roys listed in this database, Amable (from Lyon) or Gilles from Caen. All traded across period. All are listed in CERL. Signature match has linked Le Roy libraire to some signatures where his 'libraire' status is not given."				0.846153846	0.9	
id006607	"Robert de Vaugondy, Gilles"	 / 		auteur	"[Atlas de Vaugondi] (n.pl., n.pl.)"		id004052	"Robert de Vaugondy, Didier"	 / 		auteur	"Me?moire sur une question de ge?ographie-pratique, si l'applatissement de la terre peut e?tre rendu sensible sur les cartes, et si les ge?ographes peuvent la ne?gliger, sans e?tre taxe?s d'ine?xactitude (Paris, Paris)"		0.846153846	0.895443009	
id003883	"Coxe, William"	 / 		auteur	"[Essai sur l'état présent, turel, civil et politique de la Suisse (vol. 3)] (n.pl., n.pl.)"		id003877	"Cave, William"	 / 		auteur	"Scriptorum ecclesiasticorum historia litteraria a Christo to usque ad saeculum XIV. facili methodo digesta (, )"		0.846153846	0.890263815	
id006311	"Croiset, Jean"	 / 		auteur	"Dévotion (la) au Sacré Cœur de Jesus Christ avec la Bulle de N. S. P. le pape Clement XI.  En faveur de Cette meme devotion etc. Nouvelle Edition revue et corrigée (Paris, Paris)"		id004010	"Crasset, Jean"	 / 		auteur	"Préparation à la mort, par le père Crasset (Dinan, Dinan)"		0.846153846	0.888523317	
id009810	"Perrot, [all unidentified]"	M. / 	Perrot may be Prévost.				id008321	"Besson, [all unidentified]"	Mr. / 	Besson signature checked against Henry Besson and Jacob Besson. Jacob is a possible match but evidence is unclear.				0.846153846	0.882522608	
id007906	"Nicolle, Jean"	 / 	"Responsible for a couple of editions in Bayeux in 1786 - following death of Antoine-Jean Nicolle (1784). Jean is not listed in the 1781 Almanach de la librairie, or Mellot et al."	imprimeur		Bayeux	id003443	"Nicolas, Jean"	 / 		auteur; traducteur	"Nosologie méthodique, ou distribution des maladies en classes, en genres et en especes suivant l'esprit de Sydenham, & la méthode des botaniste par François Boissier de Sauvages... traduite sur la dernière édition latine, par M. Gouvion, docteur en médecine. On a joint à cet ouvrage celui du chev. von Linné, intitulé Genera morborum, avec la traduction française à côté (Lyon, Lyon)"		0.846153846	0.876714008	
id009751	"Dogard, Louis"	 / 					id007148	"Godard, Louis"	 / 		auteur	"Discours oratoire contenant l’éloge de S.E.M. le chevalier André Tron (n.pl., n.pl.)"		0.846153846	0.876714008	
id008220	"Sorin, Michel"	 / 	"Active 1777-1791 Confiscations notes: Michel Sorin, born Troyes 1726, commis to Paris bookseller Antoine Boudet, accepted as bookseller May 1777, bankrupt 1788, active to 1791, died 1799. Signature from 1782 confiscation is not ambiguously same as for two confiscations from 1777. Sorin is sole candidate in CERL in book trade at this time in Paris."	libraire		PARIS	id001291	"Copin, Michel"	 / 		négociant		MADRID	0.846153846	0.866666667	
id004479	Matne de Morville [Mademoiselle]	 / 		traducteur	"egaremens (les) repares, ou histoire de Miss Louise Mildmay (Paris, Paris)"		id003231	"Marné de Morville, Mademoiselle"	 / 		auteur	"Contes nouveaux en prose (n.pl., n.pl.)"		0.84375	0.962110738	
id007423	Société Typographique de Moudon	 / 				MOUDON	id007216	Société Typographique de Londres	 / 	"The Société typographique de Londres, run by the Genevan exile David Boissière, had a commercial alliance with Gosse fils and although never trading directly with the STN, almost certainly received their books via Gosse. Professional data: Boissière's STL was both libraire and editeur but did not have a printshop: see Burrows, Blackmail, Scandal and Revolution. The Société typographique de Londres, run by the Genevan exile David Boissière, had a commercial alliance with Gosse fils and although never trading directly with the STN, almost certainly received their books via Gosse. Professional data: Boissière's STL was both libraire and editeur but did not have a printshop: see Burrows, Blackmail, Scandal and Revolution."			LONDRES	0.84375	0.942180937	
id007221	Société Typographique de ples	 / 				NAPLES	id007216	Société Typographique de Londres	 / 	"The Société typographique de Londres, run by the Genevan exile David Boissière, had a commercial alliance with Gosse fils and although never trading directly with the STN, almost certainly received their books via Gosse. Professional data: Boissière's STL was both libraire and editeur but did not have a printshop: see Burrows, Blackmail, Scandal and Revolution. The Société typographique de Londres, run by the Genevan exile David Boissière, had a commercial alliance with Gosse fils and although never trading directly with the STN, almost certainly received their books via Gosse. Professional data: Boissière's STL was both libraire and editeur but did not have a printshop: see Burrows, Blackmail, Scandal and Revolution."			LONDRES	0.84375	0.923380517	
