place_code,name,alternative_names,town,C18_lower_territory,C18_sovereign_territory,C21_admin,C21_country,geographic_zone,BSR,HRE,EL,IFC,P,HE,HT,WT,PT,PrT,distance_from_neuchatel,notes,geoname,geoname_lat,geoname_lng
pl479,GLARIS,Glarus,GLARIS,Glarus,Swiss confederation,Glarus,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,163,NA,2660594,47.04057,9.06804
pl173,GLAY sous BLAMONT,NULL,GLAY-sous-BLAMONT,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,46,NA,3015826,47.40555555555556,6.889444444444445
pl175,GOETTINGUE,GÃ¶ttingen,GÖTTINGEN,Hanover,Hanover,Lower Saxony,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,0,549,Confirmation: old spelling of Gottingen. Higher education: a Gymnasium created in 1586 gained University status in 1733/7.,2918632,51.53443,9.93228
pl502,GOTHA,NULL,GOTHA,Saxe-Gotha,Saxe-Gotha-Altenburg,Thuringia,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,519,NA,2918752,50.94823,10.70193
pl176,GRANDCOMBE des BOIS,NULL,GRANDCOMBE-des-BOIS,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,20,NA,3015272,47.13737,6.79102
pl177,GRANDCOUR,NULL,GRANDCOUR,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,13,NA,2660537,46.87185,6.9284
pl178,GRANDSON,NULL,GRANDSON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,29,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).,2660529,46.80946,6.646
pl179,GRANGE MARNAND,Granges-près-Marnand,GRANGES-près-MARNAND,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,26,NA,2660526,46.76233,6.88808
pl180,GRENG,NULL,GRENG,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,15,Town administered jointly with Berne until 1798.,8533520,46.91337,7.09397
pl181,GRENOBLE,NULL,GRENOBLE,Grenoble,France,Isère,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,220,Higher education: former university town: the University transferred to Valence in 1565/7.,3014728,45.17155,5.72239
pl183,GUÉRET,NULL,GUÉRET,Moulins,France,Creuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,398,NA,3014383,46.17234,1.87456
pl185,GUÉVAUX,NULL,GUÉVAUX,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,11,Technically this hamlet of 4 houses is split between communes in Vaud and Fribourg (Dictionnaire Historique de la Suisse).,2660454,46.9383,7.05673
pl184,GUEUGNON,NULL,GUEUGNON,Burgundy,France,Saône-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,223,NA,3014334,46.60357,4.06286
pl186,GUISE,NULL,GUISE,Soissons,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,405,NA,3014195,49.90055,3.62801
pl191,HÉRISAU,NULL,HÉRISAU,Appenzell Ausserrhoden,Swiss confederation,Appenzell Ausserrhoden,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,183,NA,2660365,47.38615,9.27916
pl192,HÖFEN,NULL,HÖFEN,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,57,"Identification uncertain. This is the nearest HÃ¶fen to Neuchâtel. Correspondence lacks precise data, but as correspondent is a papetier, he is probably relatively local. Other HÃ¶fens are in Schaffhouse, Zug, Aargau, Thurgau, St Gallen, and there is even two further small Bernese settlemens of the same name at Reichenbach and Ursenbach. Only this HÃ¶fen, HÃ¶fen in Thurgau and Hofen [sic] in Schaffhouse are featured in the DHS, and the latter were both smaller settlements. The others were presumably tiny hamlets, if they existed at all, as they don't feature. Although the correspondent locates his settlement 'pres de Schoffen le Ggris' no place of this or similar names to Schoffen exists in Dictionnaire Historique de la Suisse.",11791359,46.72103,7.56439
pl187,HAMBOURG,Hamburg,HAMBURG,Hamburg,Hamburg,Hamburg,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,761,NA,2911298,53.57532,10.01534
pl188,HANAU,NULL,HANAU,Hesse-Cassel,Hesse-Cassel,Hesse,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,379,NA,2911007,50.13423,8.91418
pl497,HAUTERIVE,NULL,HAUTERIVE,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,4,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",6692332,47.01233,6.97615
pl189,"HAVRE, Le",NULL,"HAVRE, Le",Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,577,NA,3003796,49.4938,0.10767
pl190,"HAYE, La",The Hague,THE HAGUE,Holland,United Provinces,South Holland,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,596,NA,2747373,52.07667,4.29861
pl452,HOFSTETTEN,Hofstetten-bei-Brienz,HOFSTETTEN,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,91,Bernese since 1528 (Dictionnaire Historique de la Suisse).,8335469,46.75351,8.07487
pl193,HOMBOURG,NULL,HOMBOURG,Strasbourg,France,Haut-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,96,NA,3013199,47.7593,7.50691
pl194,HOUTANT,Houtaud,HOUTANT,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,48,"Confirmation: assumed. Houtaud in Doubs by Pontarlier is only similar traced in Google Earth, on-line searches and atlases.",3013053,46.91603,6.31066
pl444,JOINVILLE,NULL,JOINVILLE,Châlons,France,Haute-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,210,NA,3012315,48.44363,5.14144
pl501,JOUGNE,NULL,JOUGNE,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,48,NA,3012211,46.76291,6.38838
pl445,JUSSEY,NULL,JUSSEY,Besançon,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,121,NA,3012026,47.82536,5.90193
pl200,KÖNIGSBERG,Kaliningrad,KÖNIGSBERG,East Prussia,Prussia,Kaliningrad Oblast,Russia,East European,Rest of Europe,0,0,0,0,1,0,0,0,1,1278,Higher education: University founded in 1544. A territorial exclave of Russian Federation since fall of Soviet Union.,554234,54.70649,20.51095
pl196,KEHL,NULL,KEHL,Baden,Baden,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,188,"Opposite Strasbourg; French in 1678, Baden in 1774.",2891951,48.57297,7.81523
pl461,KEHRSATZ,NULL,KEHRSATZ,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,42,NA,2660177,46.91035,7.47096
pl197,KILCHBERG,NULL,KILCHBERG,Zurich,Swiss confederation,Zurich,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,128,"Identification uncertain. Letters go via Morat, but that route could go to either Kilchberg, Basle or Kilchberg,  Zurich. Kilchberg ZH is further but maybe ten times larger.",2660161,47.32438,8.54548
pl198,KIZINGEN,Kizingen-sur-Main,KIZINGEN,Wurzburg,Wurzburg,Bavaria,Germany,German,Rest of Europe,1,1,0,0,0,0,0,0,0,387,NA,2890158,49.73972222222222,10.150555555555556
pl199,KLAGENFURTH,Klagenfurt,KLAGENFURT,Carinthia,Austrian Empire,Carinthia,Austria,Austro-Hungarian,Rest of Europe,1,0,0,0,0,1,0,0,0,564,NA,2774326,46.62472,14.30528
pl512,KREMS,Krems an der Donau,KREMS,Lower Austria,Austrian Empire,Lower Austria,Austria,Austro-Hungarian,Rest of Europe,1,0,0,0,0,1,0,0,0,669,NA,2773549,48.40921,15.61415
pl201,LAIGLE,NULL,LAIGLE,Alençon,France,Orne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,510,NA,3008686,48.76216,0.62746
pl442,"LANCE, La",NULL,"LANCE, La",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,21,1 km NE of Concise; in joint Berne-Fribourg governed territory (Dictionnaire Historique de la Suisse).,NA,NA,NA
pl202,LANDAU,NULL,LANDAU,Strasbourg,France,Rhineland-Palatinate,Germany,German,Bourbon France,0,0,0,0,0,0,0,0,0,260,City occupied by French from 1680-1815.,2881646,49.19844,8.11692
pl203,LANDERON,NULL,LANDERON,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,13,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2659963,47.05702,7.07052
pl204,LANGRES,NULL,LANGRES,Châlons,France,Haute-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,154,NA,3007680,47.86667,5.33333
pl205,LAON,NULL,LAON,Soissons,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,377,Confirmation: historical atlases.,3007477,49.5631,3.62714
pl206,LAUSANNE,NULL,LAUSANNE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,58,NA,2659994,46.516,6.63282
pl207,LAUSEN,NULL,LAUSEN,Basle,Swiss confederation,Basle Landschaft,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,83,NA,2659993,47.47139,7.7603
pl520,LE BÉMONT,"Bémont, Le Bément","BÉMONT, Le",Basle Bishopric,Basle Bishopric,Canton of Jura,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,31,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,8224886,47.26298,7.0152
pl208,LEIPZIG,NULL,LEIPZIG,Saxony,Saxony,Saxony,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,0,625,Higher education: University created in 1409.,2879139,51.33962,12.37129
pl209,LENZBOURG,Lenzburg,LENZBURG,Berne,Swiss confederation,Aargau,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,105,NA,2659952,47.38853,8.17503
pl210,LEYDE,Leiden,LEIDEN,Holland,United Provinces,South Holland,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,602,NA,2751773,52.15833,4.49306
pl211,LIÈGE,NULL,LIÈGE,Liège,Liège,Liège,Belgium,Belgian,Rest of Europe,1,1,0,0,0,0,0,0,0,418,NA,2792413,50.63373,5.56749
pl212,LIESTAL,NULL,LIESTAL,Basle,Swiss confederation,Basle Landschaft,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,82,NA,2659891,47.48455,7.73446
pl213,LIGNIÈRES,NULL,LIGNIÈRES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,15,"Confirmation: part of territory of Lignières. The 'franc-alleu' was under criminal jurisdiction of Berne and Basle-Bishopric: Dictionnaire Historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2659889,47.08331,7.06592
pl472,LIGNY-EN-BARROIS,NULL,LIGNY-en-BARROIS,Nancy,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,224,NA,2998362,48.68861,5.32543
pl214,LILLE,NULL,LILLE,Lille,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,495,NA,2998324,50.63297,3.05858
pl215,LIMOGES,NULL,LIMOGES,Limoges,France,Haute-Vienne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,454,NA,2998286,45.83153,1.25781
pl216,LISBONNE,Lisbon,LISBON,Portugal,Portugal,district of Lisbon,Portugal,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,1598,NA,2267057,38.71667,-9.13333
pl217,LISIEUX,NULL,LISIEUX,Alençon,France,Calvados,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,554,NA,2998150,49.1466,0.22925
pl218,LIVOURNE,"Livorno, Leghorn",LIVORNO,Tuscany,Austrian Italian territories,Tuscany,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,467,"For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.",3174659,43.54427,10.32615
pl219,LOCARNO,NULL,LOCARNO,Occupied territories,Swiss confederation,Ticino,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,170,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659869,46.17086,8.79953
pl220,"LOCLE, Le",NULL,"LOCLE, Le",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,16,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2659960,47.05619,6.74913
pl221,LONDRES,London,LONDON,England,United Kingdom,Greater London,United Kingdom,British,Rest of Europe,0,0,0,0,0,0,0,0,0,717,NA,2643743,51.50853,-0.12574
pl222,LONGCHAUMOIS,NULL,LONGCHAUMOIS,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,96,NA,2997759,46.46228,5.93052
pl223,LONGWY,NULL,LONGWY,Metz,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,294,NA,2997638,49.5217,5.76192
pm529,Lorient,Null,Lorient,Rennes,France,Morbihan,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl224,LOUDUN,NULL,LOUDUN,Tours,France,Vienne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,521,NA,2997457,47.00788,0.08296
pl225,LOUVAIN,Leuven,LEUVEN,Brabant,Austrian Netherlands,Flemish Brabant,Belgium,Belgian,Rest of Europe,1,0,0,0,1,1,0,0,0,462,"For mapping purposes the two enclaves of Malines have been included in the C18 lower territory of Brabant. For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'. Higher education: the University was founded in 1425 but all the faculties except theology were transferred to Brussels in 1788-90 (where the university was suppressed in 1797).",2792482,50.87959,4.70093
pl226,LUBECK,NULL,LUBECK,Lubeck,Lubeck,Schleswig-Holstein,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,810,NA,2875601,53.86893,10.68729
pl227,LUCENS,NULL,LUCENS,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,32,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659840,46.70854,6.83931
pl228,LUCERNE,Luzern,LUCERNE,Lucerne,Swiss confederation,Lucerne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,105,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659811,47.05048,8.30635
pl229,LUGANO,NULL,LUGANO,Occupied territories,Swiss confederation,Ticino,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,190,NA,2659836,46.01008,8.96004
pl230,LUNÉVILLE,NULL,LUNÉVILLE,Nancy,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,181,Confirmation: named as sub-delegation of Nancy in 1737.,2997110,48.6,6.5
pl231,LUXEMBOURG,Luxemburg,LUXEMBOURG,Luxembourg,Austrian Netherlands,City of Luxembourg,Luxembourg,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,299,"For mapping purposes, the C18 lower territory of Luxembourg has absorbed the Austrian province of Limburg (as opposed to the Dutch territory of the same name). For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'.",2960316,49.61167,6.13
pl232,LUXEUIL,Luxeuil-les-Bains,LUXEUIL,Besançon,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,101,Confirmation: only Luxeuil in French atlases consulted.,2996995,47.8171,6.365
pl233,LYON,Lyons,LYONS,Lyon,France,Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,211,NA,2996944,45.74846,4.84671
pl234,MÂCON,NULL,MÂCON,Burgundy,France,Saône-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,178,NA,2996882,46.31407,4.82823
pl250,MÉLIÈRE,"Meslière, Merslières",MÉLIÈRE,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,48,Confirmation: is Meslière or Merslières near Blamont as identified in sources. Confirmation: is Meslière or Merslières near Blamont as identified in sources.,2994259,47.416666666666664,6.889166666666666
pl235,MADRID,NULL,MADRID,Castile-La Mancha,Spain,Madrid,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,1124,NA,3117735,40.4165,-3.70256
pl236,MAESTRICHT,Maastricht,MAESTRICHT,Limburg,United Provinces,Limburg,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,439,NA,2751283,50.84833,5.68889
pl237,MAIENFELD,NULL,MAIENFELD,League of Ten Jurisdictions,Grison Leagues,Grisons,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,198,NA,2659787,47.00472,9.53115
pl238,MALINES,Mechelen,MALINES,Brabant,Austrian Netherlands,Antwerp,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,484,"For mapping purposes the two enclaves of Malines have been included in the C18 lower territory of Brabant. For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'.",2791537,51.02574,4.47762
pl239,MANDEURE,NULL,MANDEURE,Mandeure,Mandeure,Doubs,France,French,Rest of Europe,1,1,0,0,0,0,0,0,0,52,"A tiny enclave of Holy Roman Empire; Protestant population (30 persons) looked for protection to Princes of Montbéliard; Catholic population (300 souls) to Archbishop of Besançon, hence considered Ecclesiastical territory here. 1792 briefly a republic after death of exiled Archbishop; annexed to France with Montbéliard in 1793.",2996251,47.44921,6.80762
pl240,MANNHEIM,NULL,MANNHEIM,Electoral Palatinate,Palatinate,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,300,NA,2873891,49.4891,8.46694
pl241,"MANS, Le",NULL,"MANS, Le",Tours,France,Sarthe,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,519,NA,3003603,48.00039,0.20471
pl242,MANTES,Mantes-la-Jolie,MANTES,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,448,NA,2996148,48.98333,1.71667
pl458,MÜNZ,NULL,MÜNZ,Weid-Neuwied,Weid-Neuwied,Rhineland-Palatinate,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,385,Confirmation: letters from Société typographique de Neuwied and Munz. Has been impossible to identify on map or through Google Earth. Position is assumed beside Neuwied.,NA,NA,NA
pl243,MARIN (La Poissine),Marin-Epagnier,MARIN-EPAGNIER,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,"Identification uncertain: letters only say La Poissine, and archivist notes suggest this means Marin. However, spots known as La Poissine also exists at Grandson and Cortaillod in vicinity of Neuchâtel. Marin later merged with Epagnier to form Marin-Epagnier. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",8468977,47.01017,6.99941
pl244,MARMOUTIER,NULL,MARMOUTIER,Strasbourg,France,Bas-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,192,NA,2995622,48.69005,7.38195
pl245,MARSEILLE,Marseilles,MARSEILLES,Provence,France,Bouches-du-Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,428,NA,2995469,43.29695,5.38107
pl246,"MAS d'AZIL, Le",NULL,"MAS d'AZIL, Le",Perpignan,France,Ariège,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,619,Confirmation: checked. Geonames seems better match.,3003544,43.08033,1.36295
pl247,MAUBEUGE,NULL,MAUBEUGE,Valenciennes,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,426,NA,2995150,50.27875,3.97267
pl248,MAYENCE,Mainz,MAINZ,Mainz,Mainz,Rhineland-Palatinate,Germany,German,Rest of Europe,1,1,0,0,1,0,0,0,0,349,"Higher education: the University, created in 1476, was transferred to Aschaffenburg in 1792 and suppressed in 1798.",2874225,49.98419,8.2791
pl249,MEAUX,NULL,MEAUX,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,373,NA,2994798,48.96014,2.87885
pl251,MELUN,NULL,MELUN,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,363,NA,2994651,48.5457,2.65356
pl252,MENDE,NULL,MENDE,Montpellier,France,Lozère,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,383,NA,2994617,44.51849,3.50372
pl253,METZ,NULL,METZ,Metz,France,Moselle,France,French,Bourbon France,0,0,0,1,0,0,0,0,0,243,NA,2994160,49.11911,6.17269
pl254,MEUDON,NULL,MEUDON,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,405,NA,2994144,48.81381,2.235
pl255,MEYRIA,NULL,MEYRIA,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,150,Confirmation: identified as 'par Nantua'. Meyria is the old name for a hamlet in the commune of Bohas-Meyriat-Rignat in the Ain close to Nantua. Confirmation: identified as 'par Nantua'. Meyria is the old name for a hamlet in the commune of Bohas-Meyriat-Rignat in the Ain close to Nantua.,2994067,46.13666666666666,5.390833333333333
pl256,MILAN,NULL,MILAN,Milan,Austrian Italian territories,Lombardy,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,243,"Higher education: University founded 1556; also Jesuit college with University status. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.",3173435,45.46427,9.18951
pl517,MIRECOURT,NULL,MIRECOURT,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,157,Confirmation: named as sub-delegation of Nancy in 1737.,2993728,48.30089,6.13282
pl257,MISSY,NULL,MISSY,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,13,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,8533359,46.88013,6.97295
pl258,MODÈNE,Modena,MODENA,Modena,Modena,Emilia-Romagna,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,405,Higher education: Studium created in 1682 acquired University status in 1772/3.,3173331,44.64783,10.92539
pl259,MONS,NULL,MONS,Hainaut,Austrian Netherlands,Hainaut,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,443,"Confirmation as Belgium: letters come via Frankfurt and come from son of Boubers the Brussels bookseller. For mapping reasons, the province of Tournai was merged with Hainaut. For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'.",2790869,50.45413,3.95229
pl264,MONTÉLIMAR,NULL,MONTÉLIMAR,Grenoble,France,Drôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,319,NA,2992703,44.55838,4.75094
pl261,MONTARGIS en Gatinois,NULL,MONTARGIS-en-GATINOIS,Orléans,France,Loiret,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,335,NA,2993024,48,2.75
pl262,MONTAUBAN,NULL,MONTAUBAN,Montauban,France,Tarn-et-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,546,NA,2993002,44.01819,1.36432
pl263,MONTBÉLIARD,NULL,MONTBÉLIARD,Principality of Montbéliard,Wurttemberg: Montbéliard,Doubs,France,French,Rest of Europe,1,0,0,0,0,0,1,0,0,59,Annexed to France 1793. Higher education: briefly a University town between 1671 and 1677.,2992938,47.51667,6.8
pl260,MONT-de-MARSAN,NULL,MONT-de-MARSAN,Auch,France,Landes,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,675,NA,2992771,43.89022,-0.49713
pm530,Montdidier,Mondidier,Montdidier,Amiens,France,Somme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,nb. Also a small commune in Moselle,NA,NA,NA
pl265,MONTMIRAIL,NULL,MONTMIRAIL,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,8,"For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",NA,NA,NA
pl266,MONTPELLIER,NULL,MONTPELLIER,Montpellier,France,Hérault,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,445,"Higher education: autonomous universities of law and medicine, faculties of arts and theology founded from the beginning of the thirteenth century were unified into a single institution in 1723. This University was suppressed in 1793.",2992166,43.61092,3.87723
pl267,MORAT,Murten,MORAT,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,16,Town administered jointly with Berne until 1798.,2659529,46.92827,7.11715
pl268,MORET,Moret-sur-Loing,MORET,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,345,Confirmation: no other Moret in French motor atlases and other sources.,2991842,48.37239,2.81713
pl269,MORGES,NULL,MORGES,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,63,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659587,46.51127,6.49854
pl270,MOSCOU,Moscow,MOSCOW,Moscow,Russia,Central Federal District,Russia,East European,Rest of Europe,0,0,0,0,1,0,0,0,0,2324,Higher education: the University was founded in 1755.,524901,55.75222,37.61556
pl443,"MOTHE, La",NULL,"MOTHE, La",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,34,Confirmation: Vugelles-La-Mothe in Google Earth and Dictionnaire historique de la Suisse.,7670242,46.82016,6.56711
pl271,MOTIERS,NULL,MOTIERS,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,26,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2659572,46.91108,6.61111
pl272,MOUDON,NULL,MOUDON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,37,NA,2659569,46.66758,6.79781
pl273,MOULINNEUF,NULL,MOULINNEUF,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,99,Confirmation: identified as (close to) Gex. Confirmation: identified as (close to) Gex. Gex serves as geonames proxy.,3016143,46.333333333333336,6.066666666666666
