,name,alternative_names,town,C18_lower_territory,C18_sovereign_territory,C21_admin,C21_country,geographic_zone,BSR,HRE,EL,IFC,P,HE,HT,WT,PT,PrT,distance_from_neuchatel,latitude,longitude,notes
pl181,GRENOBLE,NULL,GRENOBLE,Grenoble,France,Isère,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,220,45.19425833,5.73161389,Higher education: former university town: the University transferred to Valence in 1565/7.
pl183,GUÉRET,NULL,GUÉRET,Moulins,France,Creuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,398,46.169225,1.868575,NULL
pl185,GUÉVAUX,NULL,GUÉVAUX,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,11,46.93801944,7.05629444,Technically this hamlet of 4 houses is split between communes in Vaud and Fribourg (Dictionnaire Historique de la Suisse).
pl184,GUEUGNON,NULL,GUEUGNON,Burgundy,France,Saône-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,223,46.60019167,4.05945833,NULL
pl186,GUISE,NULL,GUISE,Soissons,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,405,49.899675,3.62778333,NULL
pl191,HÉRISAU,NULL,HÉRISAU,Appenzell Ausserrhoden,Swiss confederation,Appenzell Ausserrhoden,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,183,47.38590833,9.27888056,NULL
pl192,HÖFEN,NULL,HÖFEN,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,57,46.720825,7.56250278,"Identification uncertain. This is the nearest HÃ¶fen to Neuchâtel. Correspondence lacks precise data, but as correspondent is a papetier, he is probably relatively local. Other HÃ¶fens are in Schaffhouse, Zug, Aargau, Thurgau, St Gallen, and there is even two further small Bernese settlemens of the same name at Reichenbach and Ursenbach. Only this HÃ¶fen, HÃ¶fen in Thurgau and Hofen [sic] in Schaffhouse are featured in the DHS, and the latter were both smaller settlements. The others were presumably tiny hamlets, if they existed at all, as they don't feature. Although the correspondent locates his settlement 'pres de Schoffen le Ggris' no place of this or similar names to Schoffen exists in Dictionnaire Historique de la Suisse."
pl187,HAMBOURG,Hamburg,HAMBURG,Hamburg,Hamburg,Hamburg,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,761,53.55340833,9.99219722,NULL
pl188,HANAU,NULL,HANAU,Hesse-Cassel,Hesse-Cassel,Hesse,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,379,50.13540833,8.91512778,NULL
pl497,HAUTERIVE,NULL,HAUTERIVE,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,4,47.01306667,6.97763611,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl189,"HAVRE, Le",NULL,"HAVRE, Le",Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,577,49.49259167,0.10650278,NULL
pl190,"HAYE, La",The Hague,THE HAGUE,Holland,United Provinces,South Holland,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,596,52.07825,4.31365556,NULL
pl452,HOFSTETTEN,Hofstetten-bei-Brienz,HOFSTETTEN,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,91,46.75393333,8.07499444,Bernese since 1528 (Dictionnaire Historique de la Suisse).
pl193,HOMBOURG,NULL,HOMBOURG,Strasbourg,France,Haut-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,96,47.75981111,7.50455278,NULL
pl194,HOUTANT,Houtaud,HOUTANT ,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,48,46.91613056,6.310625,"Confirmation: assumed. Houtaud in Doubs by Pontarlier is only similar traced in Google Earth, on-line searches and atlases."
pl444,JOINVILLE,NULL,JOINVILLE,Châlons,France,Haute-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,210,48.44247778,5.14035,NULL
pl501,JOUGNE,NULL,JOUGNE,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,48,46.762075,6.38875,NULL
pl445,JUSSEY,NULL,JUSSEY,Besançon,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,121,47.824975,5.90209722,NULL
pl200,KÖNIGSBERG,Kaliningrad,KÖNIGSBERG,East Prussia,Prussia,Kaliningrad Oblast,Russia,East European,Rest of Europe,0,0,0,0,1,0,0,0,1,1278,54.70717222,20.46995,Higher education: University founded in 1544. A territorial exclave of Russian Federation since fall of Soviet Union.
pl196,KEHL,NULL,KEHL,Baden,Baden,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,188,48.57247222,7.81326667,"Opposite Strasbourg; French in 1678, Baden in 1774."
pl461,KEHRSATZ,NULL,KEHRSATZ,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,42,46.90973056,7.47074444,NULL
pl197,KILCHBERG,NULL,KILCHBERG,Zurich,Swiss confederation,Zurich,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,128,47.32149722,8.54664722,"Identification uncertain. Letters go via Morat, but that route could go to either Kilchberg, Basle or Kilchberg,  Zurich. Kilchberg ZH is further but maybe ten times larger."
pl198,KIZINGEN,Kizingen-sur-Main,KIZINGEN,Wurzburg,Wurzburg,Bavaria,Germany,German,Rest of Europe,1,1,0,0,0,0,0,0,0,387,49.73809722,10.15536389,NULL
pl199,KLAGENFURTH,Klagenfurt,KLAGENFURT,Carinthia,Austrian Empire,Carinthia,Austria,Austro-Hungarian,Rest of Europe,1,0,0,0,0,1,0,0,0,564,46.62364167,14.30768333,NULL
pl512,KREMS,Krems an der Donau,KREMS,Lower Austria,Austrian Empire,Lower Austria,Austria,Austro-Hungarian,Rest of Europe,1,0,0,0,0,1,0,0,0,669,48.40996944,15.60386667,NULL
pl201,LAIGLE,NULL,LAIGLE ,Alençon,France,Orne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,510,48.76485278,0.62834722,NULL
pl442,"LANCE, La",NULL,"LANCE, La",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,21,46.85818889,6.72976389,1 km NE of Concise; in joint Berne-Fribourg governed territory (Dictionnaire Historique de la Suisse).
pl202,LANDAU,NULL,LANDAU,Strasbourg,France,Rhineland-Palatinate,Germany,German,Bourbon France,0,0,0,0,0,0,0,0,0,260,49.19350833,8.11288056,City occupied by French from 1680-1815.
pl203,LANDERON,NULL,LANDERON,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,13,47.05550833,7.06685,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl204,LANGRES,NULL,LANGRES,Châlons,France,Haute-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,154,47.862975,5.33411111,NULL
pl205,LAON,NULL,LAON,Soissons,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,377,49.56474722,3.62424444,Confirmation: historical atlases.
pl206,LAUSANNE,NULL,LAUSANNE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,58,46.51958889,6.63211667,NULL
pl207,LAUSEN,NULL,LAUSEN,Basle,Swiss confederation,Basle Landschaft,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,83,47.46887778,7.76554444,NULL
pl520,LE BÉMONT,"Bémont, Le Bément","BÉMONT, Le",Basle Bishopric,Basle Bishopric,Canton of Jura,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,31,47.26353889,7.012625,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl208,LEIPZIG,NULL,LEIPZIG,Saxony,Saxony,Saxony,Germany,German,Rest of Europe,1,0,0,0,1,0,0,0,0,625,51.34151389,12.38670278,Higher education: University created in 1409.
pl209,LENZBOURG,Lenzburg,LENZBURG,Berne,Swiss confederation,Aargau,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,105,47.38781667,8.179825,NULL
pl210,LEYDE,Leiden,LEIDEN,Holland,United Provinces,South Holland,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,602,52.16108611,4.49015278,NULL
pl211,LIÈGE,NULL,LIÈGE,Liège,Liège,Liège,Belgium,Belgian,Rest of Europe,1,1,0,0,0,0,0,0,0,418,50.633333,5.566667,NULL
pl212,LIESTAL,NULL,LIESTAL,Basle,Swiss confederation,Basle Landschaft,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,82,47.48255278,7.73660833,NULL
pl213,LIGNIÈRES,NULL,LIGNIÈRES,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,15,47.08288611,7.06460278,"Confirmation: part of territory of Lignières. The 'franc-alleu' was under criminal jurisdiction of Berne and Basle-Bishopric: Dictionnaire Historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl472,LIGNY-EN-BARROIS,NULL,LIGNY-en-BARROIS,Nancy,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,224,48.68840833,5.32288333,NULL
pl214,LILLE,NULL,LILLE,Lille,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,495,50.63718333,3.06301667,NULL
pl215,LIMOGES,NULL,LIMOGES,Limoges,France,Haute-Vienne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,454,45.82852222,1.26174722,NULL
pl216,LISBONNE,Lisbon,LISBON,Portugal,Portugal,district of Lisbon,Portugal,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,1598,38.72,-9.14,NULL
pl217,LISIEUX,NULL,LISIEUX,Alençon,France,Calvados,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,554,49.14658889,0.22927222,NULL
pl218,LIVOURNE,"Livorno, Leghorn",LIVORNO,Tuscany,Austrian Italian territories,Tuscany,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,467,43.551875,10.30801111,"For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'."
pl219,LOCARNO,NULL,LOCARNO,Occupied territories,Swiss confederation,Ticino,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,170,46.170475,8.794525,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl220,"LOCLE, Le",NULL,"LOCLE, Le",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,16,47.0563,6.74685,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl221,LONDRES,London,LONDON,England,United Kingdom,Greater London,United Kingdom,British,Rest of Europe,0,0,0,0,0,0,0,0,0,717,51.50793056,-0.12805556,NULL
pl222,LONGCHAUMOIS,NULL,LONGCHAUMOIS,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,96,46.46169722,5.93265556,NULL
pl223,LONGWY,NULL,LONGWY,Metz,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,294,49.51452778,5.76926389,NULL
pm529,Lorient,Null,Lorient,Rennes,France,Morbihan,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,47° 45? 0? N,3° 21? 36? W,
pl224,LOUDUN,NULL,LOUDUN,Tours,France,Vienne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,521,47.0092,0.08190278,NULL
pl225,LOUVAIN,Leuven,LEUVEN,Brabant,Austrian Netherlands,Flemish Brabant,Belgium,Belgian,Rest of Europe,1,0,0,0,1,1,0,0,0,462,50.87926667,4.70213889,"For mapping purposes the two enclaves of Malines have been included in the C18 lower territory of Brabant. For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'. Higher education: the University was founded in 1425 but all the faculties except theology were transferred to Brussels in 1788-90 (where the university was suppressed in 1797)."
pl226,LUBECK,NULL,LUBECK,Lubeck,Lubeck,Schleswig-Holstein,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,810,53.86956389,10.68757778,NULL
pl227,LUCENS,NULL,LUCENS,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,32,46.70971389,6.83981111,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl228,LUCERNE,Luzern,LUCERNE,Lucerne,Swiss confederation,Lucerne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,105,47.04565556,8.30823611,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl229,LUGANO,NULL,LUGANO,Occupied territories,Swiss confederation,Ticino,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,190,46.00359167,8.95339722,NULL
pl230,LUNÉVILLE,NULL,LUNÉVILLE,Nancy,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,181,48.59135,6.49081944,Confirmation: named as sub-delegation of Nancy in 1737.
pl231,LUXEMBOURG,Luxemburg,LUXEMBOURG,Luxembourg,Austrian Netherlands,City of Luxembourg,Luxembourg,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,299,49.61999722,6.12,"For mapping purposes, the C18 lower territory of Luxembourg has absorbed the Austrian province of Limburg (as opposed to the Dutch territory of the same name). For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'."
pl232,LUXEUIL,Luxeuil-les-Bains,LUXEUIL,Besançon,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,101,47.81784444,6.38013611,Confirmation: only Luxeuil in French atlases consulted.
pl233,LYON,Lyons,LYONS,Lyon,France,Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,211,45.75782222,4.83509722,NULL
pl234,MÂCON,NULL,MÂCON,Burgundy,France,Saône-et-Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,178,46.306325,4.82918611,NULL
pl250,MÉLIÈRE,"Meslière, Merslières",MÉLIÈRE,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,48,47.41698333,6.88873889,Confirmation: is Meslière or Merslières near Blamont as identified in sources.
pl235,MADRID,NULL,MADRID,Castile-La Mancha,Spain,Madrid,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,1124,40.41671111,-3.70326667,NULL
pl236,MAESTRICHT,Maastricht,MAESTRICHT,Limburg,United Provinces,Limburg,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,439,50.85774167,5.70087222,NULL
pl237,MAIENFELD,NULL,MAIENFELD,League of Ten Jurisdictions,Grison Leagues,Grisons,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,198,47.00768333,9.53113056,NULL
pl238,MALINES,Mechelen,MALINES,Brabant,Austrian Netherlands,Antwerp,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,484,51.02891944,4.47807222,"For mapping purposes the two enclaves of Malines have been included in the C18 lower territory of Brabant. For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'."
pl239,MANDEURE,NULL,MANDEURE,Mandeure,Mandeure,Doubs,France,French,Rest of Europe,1,1,0,0,0,0,0,0,0,52,47.4525,6.807475,"A tiny enclave of Holy Roman Empire; Protestant population (30 persons) looked for protection to Princes of Montbéliard; Catholic population (300 souls) to Archbishop of Besançon, hence considered Ecclesiastical territory here. 1792 briefly a republic after death of exiled Archbishop; annexed to France with Montbéliard in 1793."
pl240,MANNHEIM,NULL,MANNHEIM,Electoral Palatinate,Palatinate,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,300,49.48454167,8.47671111,NULL
pl241,"MANS, Le",NULL,"MANS, Le",Tours,France,Sarthe,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,519,48.00768611,0.19864444,NULL
pl242,MANTES,Mantes-la-Jolie,MANTES,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,448,48.99035556,1.71936389,NULL
pl458,MÜNZ,NULL,MÜNZ,Weid-Neuwied,Weid-Neuwied,Rhineland-Palatinate,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,385,50.43333889,7.47178333,Confirmation: letters from Société typographique de Neuwied and Munz. Has been impossible to identify on map or through Google Earth. Position is assumed beside Neuwied.
pl243,MARIN (La Poissine),Marin-Epagnier,MARIN-EPAGNIER,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,6,47.00925833,7.001675,"Identification uncertain: letters only say La Poissine, and archivist notes suggest this means Marin. However, spots known as La Poissine also exists at Grandson and Cortaillod in vicinity of Neuchâtel. Marin later merged with Epagnier to form Marin-Epagnier. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl244,MARMOUTIER,NULL,MARMOUTIER,Strasbourg,France,Bas-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,192,48.69104167,7.38090278,NULL
pl245,MARSEILLE,Marseilles,MARSEILLES,Provence,France,Bouches-du-Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,428,43.29834444,5.38322222,NULL
pl246,"MAS d'AZIL, Le",NULL,"MAS d'AZIL, Le ",Perpignan,France,Ariège,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,619,43.01285,1.42743889,NULL
pl247,MAUBEUGE,NULL,MAUBEUGE,Valenciennes,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,426,50.2787,3.972825,NULL
pl248,MAYENCE,Mainz,MAINZ,Mainz,Mainz,Rhineland-Palatinate,Germany,German,Rest of Europe,1,1,0,0,1,0,0,0,0,349,49.99572778,8.267675,"Higher education: the University, created in 1476, was transferred to Aschaffenburg in 1792 and suppressed in 1798."
pl249,MEAUX,NULL,MEAUX,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,373,48.95769444,2.88181944,NULL
pl251,MELUN,NULL,MELUN,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,363,48.54145833,2.66029167,NULL
pl252,MENDE,NULL,MENDE,Montpellier,France,Lozère,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,383,44.51800556,3.498525,NULL
pl253,METZ,NULL,METZ,Metz,France,Moselle,France,French,Bourbon France,0,0,0,1,0,0,0,0,0,243,49.11612778,6.17269444,NULL
pl254,MEUDON,NULL,MEUDON,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,405,48.81225,2.23830556,NULL
pl255,MEYRIA,NULL,MEYRIA,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,150,46.15844167,5.39171944,Confirmation: identified as 'par Nantua'. Meyria is the old name for a hamlet in the commune of Bohas-Meyriat-Rignat in the Ain close to Nantua.
pl256,MILAN,NULL,MILAN,Milan,Austrian Italian territories,Lombardy,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,243,45.46366944,9.188125,"Higher education: University founded 1556; also Jesuit college with University status. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'."
pl517,MIRECOURT,NULL,MIRECOURT,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,157,48.30009167,6.134125,Confirmation: named as sub-delegation of Nancy in 1737.
pl257,MISSY,NULL,MISSY,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,13,46.88038056,6.970575,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl258,MODÈNE,Modena,MODENA,Modena,Modena,Emilia-Romagna,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,405,44.64707778,10.92521944,Higher education: Studium created in 1682 acquired University status in 1772/3.
pl259,MONS,NULL,MONS,Hainaut,Austrian Netherlands,Hainaut,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,443,50.45333333,3.94873611,"Confirmation as Belgium: letters come via Frankfurt and come from son of Boubers the Brussels bookseller. For mapping reasons, the province of Tournai was merged with Hainaut. For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'."
pl264,MONTÉLIMAR,NULL,MONTÉLIMAR,Grenoble,France,Drôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,319,44.55868889,4.75093056,NULL
pl261,MONTARGIS en Gatinois,NULL,MONTARGIS-en-GATINOIS,Orléans,France,Loiret,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,335,47.99609722,2.73268611,NULL
pl262,MONTAUBAN,NULL,MONTAUBAN,Montauban,France,Tarn-et-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,546,44.017575,1.35891389,NULL
pl263,MONTBÉLIARD,NULL,MONTBÉLIARD,Principality of Montbéliard,Wurttemberg: Montbéliard,Doubs,France,French,Rest of Europe,1,0,0,0,0,0,1,0,0,59,47.51187222,6.79971389,Annexed to France 1793. Higher education: briefly a University town between 1671 and 1677.
pl260,MONT-de-MARSAN,NULL,MONT-de-MARSAN,Auch,France,Landes,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,675,43.89096944,-0.49790278,NULL
pm530,Montdidier,Mondidier,Montdidier,Amiens,France,Somme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,49° 38? 54.96? N,2° 34? 14.88? E,nb. Also a small commune in Moselle
pl265,MONTMIRAIL,NULL,MONTMIRAIL,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,8,47.01713333,7.02537778,"For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl266,MONTPELLIER,NULL,MONTPELLIER,Montpellier,France,Hérault,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,445,43.60850278,3.87920833,"Higher education: autonomous universities of law and medicine, faculties of arts and theology founded from the beginning of the thirteenth century were unified into a single institution in 1723. This University was suppressed in 1793. "
pl267,MORAT,Murten,MORAT,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,16,46.92865278,7.11769444,Town administered jointly with Berne until 1798.
pl268,MORET,Moret-sur-Loing,MORET,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,345,48.37239167,2.82095,Confirmation: no other Moret in French motor atlases and other sources.
pl269,MORGES,NULL,MORGES,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,63,46.51109722,6.49995556,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl270,MOSCOU,Moscow,MOSCOW,Moscow,Russia,Central Federal District,Russia,East European,Rest of Europe,0,0,0,0,1,0,0,0,0,2324,55.75,37.61999722,Higher education: the University was founded in 1755.
pl443,"MOTHE, La",NULL,"MOTHE, La",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,34,46.81886111,6.56640556,Confirmation: Vugelles-La-Mothe in Google Earth and Dictionnaire historique de la Suisse.
pl271,MOTIERS,NULL,MOTIERS,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,26,46.91103333,6.61103056,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl272,MOUDON,NULL,MOUDON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,37,46.67201667,6.79695833,NULL
pl273,MOULINNEUF,NULL,MOULINNEUF,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,99,46.33218611,6.05789722,Confirmation: identified as (close to) Gex.
pl274,MULHOUSE,NULL,MULHOUSE,Mulhouse,Mulhouse,Haut-Rhin,France,French,Rest of Europe,1,0,0,0,0,0,0,0,0,90,47.74949167,7.33978056,"Associate member of Swiss Confederation annexed by France in 1798. Also technically an independent republic and Imperial Free City. For mapping reasons, Mulhouse soverreign territory was set to 'Mulhouse' and not 'Swiss Confederation'. This does not affect sales figures as there were no sales or purchases to or from Mulhouse in the database."
pl275,MUNICH,NULL,MUNICH,Bavaria,Bavaria,Bavaria,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,372,48.139125,11.58021389,NULL
pl276,MUNSTER en Westf,Münster,MÜNSTER,Münster,Münster,North Rhine-Westphalia,Germany,German,Rest of Europe,1,1,0,0,1,0,0,0,0,555,51.96471111,7.62849722,Higher education: a University founded in 1771 finally opened in 1780. A much earlier Jesuit foundation failed to get off the ground.
pl281,NÈGREPELISSE,NULL,NÈGREPELISSE,Montauban,France,Tarn-et-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,532,44.07535,1.52236667,NULL
pl277,NAILHOUX,Nailloux,NAILLOUX ,Toulouse,France,Haute-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,580,43.35617222,1.62309167,NULL
pl278,NANCY,NULL,NANCY,Nancy,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,197,48.69078889,6.18250278,Higher education: a University town from 1768 when the University of Pont-Ã -Mousson transferred to Nancy. The university was suppressed in 1793. 
pl279,NANTES,NULL,NANTES,Rennes,France,Loire Atlantique,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,644,47.21684167,-1.55674444,Higher education: the University was founded in 1460 and suppressed in 1793. 
pl280,NAPLES,NULL,NAPLES,Naples,Kingdom of Two Sicilies,Campania,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,901,40.83976667,14.25275556,"Higher education: University created 1224, re-established in 1465 and fully re-established in 1507. "
pl282,NEU-BREISACH,Neuf-Brisach,NEUF-BRISACH,Strasbourg,France,Haut-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,123,48.01840278,7.528875,NULL
pl283,Neuchâtel,Neuchâtel,Neuchâtel,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,0,46.98999444,6.92895556,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl284,NEUFCHATEAU,NULL,NEUFCHATEAU,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,178,48.35490833,5.69262222,Confirmation: named as sub-delegation of Nancy in 1737.
