stn_abbreviated_title,edition,number_of_volumes,author_name,copies_ordered,date,full_book_title,darnton_record_id,client_name,client_code,total_number_of_volumes
Nouveaux secours pour le coup [ar--],12,NA,Jean-André Venel,2,1773-01-15,"Nouveaux secours pour les corps arrêtés dans l'oesophage, ou Description de quatre instrumens plus propres qu'aucun des anciens moyens à retirer ces corps par la bouche",2488,Robert&Gauthier,cl0353,NA
Messaline tragédie,4,NA,Alexis Piron,6,1772-06-12,"Nouvelle (La) Messaline, tragédie en un acte par Pyron dit Prepucius",2489,Robert&Gauthier,cl0353,NA
Découvertes des russes traduit de l’anglais,8,2,William Coxe,2,1783-07-24,"Nouvelles découvertes des Russes entre l'Asie et l'Amérique ; avec L'histoire de la conquête de la Sibérie & du commerce des Russes & des Chinois, ouvrage traduit de l'anglois de M. Coxe",2490,Robert&Gauthier,cl0353,4
Observation sur l’agriculture,8,NA,Formanoir Palteau,2,1773-01-15,Observations et expériences sur diverses parties de l'agriculture,2491,Robert&Gauthier,cl0353,NA
Observations sur les turcs,NA,NA,James Porter,1,1783-07-24,"Observations sur la religion, les loix, le gouvernement et les moeurs des Turcs, traduites de l’anglois de M. Porter, Ministre plénip. de sa M. Britannique à Constantinople, nouvelle édition, considérablement augmentée de notes faites par un voyageur qui a fait un séjour en Turquie",2492,Robert&Gauthier,cl0353,NA
Réfutation du système de la nature par M. Castillon,8,NA,Jean Castillon,2,1772-06-20,Observations sur le livre intitulé Système de la nature,2493,Robert&Gauthier,cl0353,NA
Observation de Castillon,8,NA,Jean Castillon,2,1773-01-15,Observations sur le livre intitulé Système de la nature,2494,Robert&Gauthier,cl0353,NA
Œuvres complètes de [Fueret],8,2,Nicolas Fréret,2,1772-09-29,Œuvres complètes,2495,Robert&Gauthier,cl0353,4
Œuvres complètes de Fielding,12,14,Henry Fielding,1,1783-07-24,Œuvres de Fielding,2496,Robert&Gauthier,cl0353,14
Bibliothèque angloise,NA,NA,Henry Fielding,1,1783-07-24,Œuvres de Fielding,2497,Robert&Gauthier,cl0353,NA
Bibliothèque des romans anglois,NA,NA,Henry Fielding,1,1783-09-26,Œuvres de Fielding,2498,Robert&Gauthier,cl0353,NA
L’Esprit des lois de Montesquieu 6 vols et ses œuvres,12,6,"Charles-Louis de Secondat, baron de la Brède et de Montesquieu",2,1772-12-21,Œuvres de M. de Montesquieu,2499,Robert&Gauthier,cl0353,12
Œuvres diverses de chevalier Rutlidge,8,2,James Rutledge,1,1783-07-24,"Oeuvres diverses de M. le chev. Rutlidge, contenant ses poésies et quelques dissertations",2500,Robert&Gauthier,cl0353,2
Œuvres mêlées de Madame Le Prince de Beaumont,8,6,Jeanne-Marie Leprince de Beaumont,2,1783-09-26,"Oeuvres mêlées de Mme Le Prince de Beaumont, extraites des journaux et Feuilles périodiques qui ont paru en Angleterre pendant le séjour qu'elle y a fait, rassemblées & imprimées pour la première fois en forme de recueil",2501,Robert&Gauthier,cl0353,12
Œuvres mêlées de Madame Le Prince de Beaumont,8,6,Jeanne-Marie Leprince de Beaumont,1,1783-07-24,"Œuvres mêlées de Mme Le Prince de Beaumont, extraites des journaux et Feuilles périodiques qui ont paru en Angleterre pendant le séjour qu'elle y a fait, rassemblées & imprimées pour la première fois en forme de recueil",2502,Robert&Gauthier,cl0353,6
Œuvres mêlées du père André,8,2,Yves-Marie André,2,1773-01-15,Œuvres mêlées du P. André,2503,Robert&Gauthier,cl0353,4
L’Onanisme de Tissot,NA,NA,Samuel Auguste André David Tissot,3,1783-07-24,"Onanisme (l'), dissertation sur les maladies produites par la masturbation",2504,Robert&Gauthier,cl0353,NA
Éloge de Henry le Grand,NA,NA,Jean-Baptiste-Pierre Bacon,4,1772-12-21,"Panégyrique de Henri le Grand ou éloge historique de Henri IV, roi de France et de Navarre",2505,Robert&Gauthier,cl0353,NA
Patriote français,NA,NA,Antoine Court,2,1773-01-15,"Patriote françois et impartial ou réponse à la lettre de Mr. l'évêque d'Agen à Mr. le contrôleur général, contre la tolérance des huguenots en datte du 1. mai 1751",2506,Robert&Gauthier,cl0353,NA
Pensées d’Young,12,NA,Edward Young,6,1773-01-15,Pensées angloises sur divers sujets de religion et de morale,2507,Robert&Gauthier,cl0353,NA
Pensées générales contre le déisme de Rosset,8,NA,Jean-Alph Rosset,2,1773-01-15,Pensées générales sur le déisme,2508,Robert&Gauthier,cl0353,NA
Philosophe du port au bled,4,NA,Jacques Necker,6,1783-07-24,Philosophe (Le) du port-au-bled,2509,Robert&Gauthier,cl0353,NA
Pièces curieuses concernant la famille de Callas,NA,NA,François-Marie Arouet dit Voltaire,12,1773-01-15,"Pièces curieuses et intéressantes, concernant la famille Calas, qui ont été fournies par Mr. de Voltaire",2510,Robert&Gauthier,cl0353,NA
Pièces intéressantes,12,NA,Pierre Antoine de la Place,6,1781-06-20,Pièces intéressantes et peu connues pour servir à l'histoire et à la littérature,2511,Robert&Gauthier,cl0353,NA
Plaisirs secrets d'Angélique,12,NA,"Attribué à l'Abbé Delsuc, par M. de Saulmy et à l'Abbé de La Suze, par d'Hémery (voir notice BnF)",4,1772-06-12,"Plaisirs secrets d'Angélique, ou ses voyages au bout du monde",2512,Robert&Gauthier,cl0353,NA
Portraits des rois de France,8,4,Louis-Sébastien Mercier,13,1783-09-26,Portraits (Les) des rois de France,2513,Robert&Gauthier,cl0353,52
Principe d’agriculture par Hume,NA,NA,Francis Home,2,1773-01-15,Principes (Les) de l'agriculture et de la végétation,2514,Robert&Gauthier,cl0353,NA
Grammaire de Restant,8,NA,Pierre Restaut,2,1783-07-24,"Principes généraux et raisonnés de la grammaire françoise : avec des observations sur l'orthographe, les accents, la ponctuation & la prononciation ; & un Abrégé des règles de la versification françoise",2515,Robert&Gauthier,cl0353,NA
Pucelle,8,NA,François-Marie Arouet dit Voltaire,2,1772-06-12,"Pucelle (La) d'Orléans : poëme héroï-comique, en dix-huit chants",2516,Robert&Gauthier,cl0353,NA
Pucelle,12,NA,François-Marie Arouet dit Voltaire,4,1772-06-12,"Pucelle (La) d'Orléans, poème héroï-comique, en vingt-et-un chants",2517,Robert&Gauthier,cl0353,NA
Recettes pour les maladies des chevaux,8,NA,Chevalier Harpur,6,1773-01-15,"Recettes pour les maladies des chevaux, recueillies des meilleurs écuyers & maréchaux ferraux d'Italie, par M. de Harpur, chevalier anglois",2518,Robert&Gauthier,cl0353,NA
Recueil d’antiquité de la [Suse],NA,NA,Friedrich Johann von Schmidt,1,1773-01-15,"Recueil d'antiquités trouvées à Avenches, à Culm et en d'autres lieux de la Suisse, par Mr. Schmidt, correspondant de l'Académie r. des Inscript. & B. L. de Paris, membre de l'Acad. de Bavière, de Luques, & de la Société des antiquaires de Londres",2519,Robert&Gauthier,cl0353,NA
Histoire de l’abbé Raynal,8,2,Guillaume-Thomas-François Raynal (1713-1796),1,1783-07-24,"Recueil de diverses pièces, servant de supplément à l'Histoire philosophique et politique des établissements et du commerce des Européens dans les deux Indes",2520,Robert&Gauthier,cl0353,2
Recueil des lettres de Haller,NA,NA,Albert de Haller,2,1773-01-15,Recueil de lettres écrites par différens savans de l'Europe à M. de Haller,2521,Robert&Gauthier,cl0353,NA
Pièces fugitives de Voltaire,8,3,François-Marie Arouet dit Voltaire,12,1772-06-12,Recueil de nouvelles pièces fugitives de Mr. de Voltaire,2522,Robert&Gauthier,cl0353,36
Recueil de quelques pièces de finances,NA,NA,anonyme,2,1773-01-15,Recueil de quelques pièces relatives aux finances et au commerce de l'Angleterre,2523,Robert&Gauthier,cl0353,NA
Réflexions du système par Holland,8,2,Georg Jonathan von Holland,2,1773-01-15,"Réflexions philosophiques sur le système de la nature, par M. Holland",2524,Robert&Gauthier,cl0353,4
Relations des 4 matelots russes,NA,NA,P. L. Le Roy,2,1773-01-15,Relation des aventures arrivées à quatre matelots russes jettés par une tempête près de l'isle déserte d'Ost-Spitzenberg,2525,Robert&Gauthier,cl0353,NA
Romans moraux,NA,NA,André-Guillaume Contant d'Orville,2,1773-01-15,"Romans moraux pour servir de supplément à la ""Bibliothèque de campagne""",2526,Robert&Gauthier,cl0353,NA
Les sens poème,8,NA,Barnabé Farmian de Rosoy,6,1773-01-15,"Sens (Les), poëme en six chants",2527,Robert&Gauthier,cl0353,NA
Sermons nouveaux sur divers textes,NA,NA,François-Jacques Durand,4,1773-01-15,Sermons nouveaux sur divers textes de l'Ecriture sainte ; Sermons nouveaux sur les principales solemnités chrétiennes,2528,Robert&Gauthier,cl0353,NA
Sermons de Durand,NA,NA,François-Jacques Durand,1,1773-01-15,Sermons nouveaux sur divers textes de l'Ecriture sainte ; Sermons nouveaux sur les principales solemnités chrétiennes,2529,Robert&Gauthier,cl0353,NA
Sermons prêchés à Petersbourg,NA,NA,NA,1,1773-01-15,Sermons prêchés à St. Pétersbourg,2530,Robert&Gauthier,cl0353,NA
Sermons de Rochemont,8,NA,Daniel de Rochemont,1,1773-01-15,Sermons sur différens textes de l'Ecriture Sainte,2531,Robert&Gauthier,cl0353,NA
Sermons de Laget,8,NA,Guillaume Laget,1,1773-01-15,"Sermons sur divers sujets importants, par feu M. Guillaume Laget",2532,Robert&Gauthier,cl0353,NA
Sermons de Guillard,NA,NA,Gaspard Caillard,1,1773-01-15,Sermons sur divers textes de l'Ecriture sainte,2533,Robert&Gauthier,cl0353,NA
Sermons de Lullin,8,2,Ami Lullin (1695-1756),1,1773-01-15,"Sermons sur divers textes de l'Ecriture Sainte, par Mr. Amédée Lullin, pasteur et professeur en histoire ecclésiastique à Genève",2534,Robert&Gauthier,cl0353,2
Solitaire du mont jura,12,2,Elie Bertrand,12,1782-09-29,Solitaire (Le) du Mont-Jura: ou récréations d'un philosophe,2535,Robert&Gauthier,cl0353,24
Les sonnettes ou mémoires du marquis de,NA,NA,Jean B. Guiard de Servigné ?,4,1772-06-12,Sonnettes ou mémoires de Monsieur le marquis d'***,2536,Robert&Gauthier,cl0353,NA
Splanologie de Flurand,12,2,Claude Flurant,2,1773-01-15,"Splanchnologie raisonnée, rédigée en démonstrations, où l’on traite de l’anatomie et du mécanisme des viscères du corps humain",2537,Robert&Gauthier,cl0353,4
Supplément au voyage de Bougainville,8,NA,Joseph Banks,4,1773-01-15,"Supplément au voyage de Bougainville ou Journal d'un voyage autour du monde fait par MM. Banks & Solander, Anglois, en 1768, 1769, 1770, 1771, traduit de l'anglois par M. de Fréville",2538,Robert&Gauthier,cl0353,NA
Réflexions sur le système de la nature,8,2,"Paul Henri Dietrich, baron d'Holbach (1723-1789)",4,1772-06-20,"Système de la nature ou des lois du monde physique ou Des loix du monde physique & du monde moral, par le Baron d'Holbach [sous le nom de Mirabaud]",2539,Robert&Gauthier,cl0353,8
Systèmes de la nature,8,2,"Paul Henri Dietrich, baron d'Holbach (1723-1789)",12,1772-09-29,"Système de la nature ou des lois du monde physique ou Des loix du monde physique & du monde moral, par le Baron d'Holbach [sous le nom de Mirabaud]",2540,Robert&Gauthier,cl0353,24
Tableau de Paris,8,3,Louis-Sébastien Mercier,13,1781-06-20,Tableau de Paris,2541,Robert&Gauthier,cl0353,39
Tableau de Paris,8,3,Louis-Sébastien Mercier,1,1782-09-29,Tableau de Paris,2542,Robert&Gauthier,cl0353,3
Théâtre de Madame de Genlis [aux] âge de jeune personne,8,4,"Caroline du Crest, Comtesse de Genlis",6,1781-06-01,Théâtre d'éducation à l'usage des jeunes personnes,2543,Robert&Gauthier,cl0353,24
Théâtre de Genlis,8,4,"Caroline du Crest, Comtesse de Genlis",6,1781-06-20,Théâtre d'éducation à l'usage des jeunes personnes,2544,Robert&Gauthier,cl0353,24
Théâtre de société,8,2,Stéphanie-Félicité de Genlis,2,1783-09-26,"Théâtre de société, par l'auteur du Théâtre à l'usage des jeunes personnes",2545,Robert&Gauthier,cl0353,4
Tom Jones,12,3,Henry Fielding,1,1783-07-24,Tom Jones ou l'enfant trouvé,2546,Robert&Gauthier,cl0353,3
Tom Jones,12,3,Henry Fielding,1,1783-09-26,Tom Jones ou l'enfant trouvé,2547,Robert&Gauthier,cl0353,3
Traité de l’Épilepsie,NA,NA,Samuel Auguste André David Tissot,12,1773-01-15,Traité de l'épilepsie,2548,Robert&Gauthier,cl0353,NA
Traité de l’homme par le père André,8,2,Yves-Marie André,2,1773-01-15,"Traité de l'homme, selon les différentes merveilles qui le composent",2549,Robert&Gauthier,cl0353,4
Traité des nerfs par M. Tissot,NA,NA,Samuel Auguste André David Tissot,25,1772-06-20,Traité des nerfs et de leurs maladies,2550,Robert&Gauthier,cl0353,NA
Usong par M. Haller,NA,NA,Albert de Haller,6,1772-06-20,"Usong : histoire orientale, par Mr. le baron de Haller ; traduit de l'allemand",2551,Robert&Gauthier,cl0353,NA
Vie des sens commun,8,NA,James Rutledge,1,1783-09-26,Vie et aventures de sens commun : histoire allégorique,2552,Robert&Gauthier,cl0353,NA
Vocabulaire français,8,NA,Jean Goulin,1,1773-01-15,"Vocabulaire français, ou Abrégé du Dictionnaire de l'Académie française, auquel on a ajouté une nomenclature géographique fort étendue: ouvrage utile aux François, aux étrangers, et aux jeunes gens de l'un et de l'autre sexe",2553,Robert&Gauthier,cl0353,NA
Dictionnaire de l’académie,8,NA,Jean Goulin,3,1783-07-24,"Vocabulaire français, ou Abrégé du Dictionnaire de l'Académie française, auquel on a ajouté une nomenclature géographique fort étendue: ouvrage utile aux François, aux étrangers, et aux jeunes gens de l'un et de l'autre sexe",2554,Robert&Gauthier,cl0353,NA
Voyage de Bougainville,8,2,Louis-Antoine de Bougainville,6,1772-06-20,"Voyage autour du monde, par la frégate du Roi ""La Boudeuse"" et la flûte ""L'Etoile"", en 1766, 1767, 1768 & 1769",2555,Robert&Gauthier,cl0353,12
Voyage d’un français en Italie par la lande,8,8,Joseph-Jérôme Le François de Lalande (1732-1807),1,1773-01-15,"Voyage d'un François en Italie fait dans les années 1765 et 1766 : contenant l'histoire et les anecdotes les plus singulières de l'Italie et sa description : les mœurs, les usages, le gouvernement, le commerce, la littérature, les arts, l'histoire naturelle et les antiquités",2556,Robert&Gauthier,cl0353,8
Voyage d’Olof dans les Indes,8,3,Johan Lucas  Niecamp,28,1772-06-20,"Voyages dans les Indes Orientales, contenant une description exacte des coutumes de ce pays, des moeurs, du climat, des habillemens, etc., par les missionnaires danois, traduit de l'allemand",2557,Robert&Gauthier,cl0353,84
Voyage aux Indes,8,3,Johan Lucas  Niecamp,3,1773-01-15,"Voyages dans les Indes Orientales, contenant une description exacte des coutumes de ce pays, des moeurs, du climat, des habillemens, etc., par les missionnaires danois, traduit de l'allemand",2558,Robert&Gauthier,cl0353,9
Voyage dans la mer de l’Inde,8,NA,Guillaume Joseph Hyacinthe Jean Baptiste Legentil de la Galaisière,2,1783-07-24,"Voyage dans les mers de l'Inde, fait par ordre du roi à l'occasion du passage de Vénus sur le disque du soleil le 6 juin 1761, & le 3 du même mois 1769",2559,Robert&Gauthier,cl0353,NA
Voyage en Arabie,8,NA,Carsten Niebuhr,1,1783-07-24,"Voyage en Arabie & en d'autres pays circonvoisins, par Niebuhr, ouvrage orné de cartes & de figures",2560,Robert&Gauthier,cl0353,NA
Voyage en Portugal,8,2,Richard Twiss,1,1783-07-24,"Voyage en Portugal & en Espagne, fait en 1772 & 1773 par Richard Twiss, gentilhomme anglois, &c, &c, avec une carte des deux royaumes",2561,Robert&Gauthier,cl0353,2
Voyage en Sicile et dans la grande Grèce,12,NA,Johann Hermann von Riedesel,3,1773-01-15,"Voyage en Sicile et dans la grande Grèce, adressé par l'auteur à son ami Mr. Winckelmann, traduit de l'allemand, accompagné de notes du traducteur et d'autres additions intéressantes",2562,Robert&Gauthier,cl0353,NA
Voyage historique littéraire dans la Suisse,8,2,Jean-Rodolphe Sinner,1,1783-07-24,"Voyage historique et littéraire dans la Suisse occidentale, par M. Sinner de Balaigue",2563,Robert&Gauthier,cl0353,2
"Voyage de Pockocke, 6 vol.",12,6,Richard Pockocke,2,1773-01-15,"Voyages de Richard Pockocke, membre de la Société royale, et de celle des antiquités de Londres, etc. en Orient, dans l'Egypte, l'Arabie, la Palestine, la Syrie, la Grèce, la Thrace, etc. etc,  Nouvelle édition soigneusement corrigée & augmentée de quelques notes",2564,Robert&Gauthier,cl0353,12
Voyage en Dalmatie par Fotis,8,2,Alberto Fortis,1,1783-07-24,Voyages en Dalmatie,2565,Robert&Gauthier,cl0353,2
Sclopédie tragédie de Voltaire,NA,NA,François-Marie Arouet dit Voltaire,12,1772-06-12,NA,2566,Robert&Gauthier,cl0353,NA
Science du bordel,NA,NA,NA,4,1772-06-12,NA,2567,Robert&Gauthier,cl0353,NA
Ciparide et Urgade,NA,NA,NA,2,1772-06-12,NA,2568,Robert&Gauthier,cl0353,NA
Correspondances,NA,NA,NA,6,1772-09-29,NA,2569,Robert&Gauthier,cl0353,NA
[---] de [Voltaire] 8o,NA,NA,François-Marie Arouet dit Voltaire,2,1772-12-21,NA,2570,Robert&Gauthier,cl0353,NA
Ecclésiastique traduit de l’allemand,NA,NA,NA,1,1772-12-21,NA,2571,Robert&Gauthier,cl0353,NA
[Re--] tragédie,NA,NA,NA,5,1773-01-15,NA,2572,Robert&Gauthier,cl0353,NA
Observation sur la culture de les [parents] et du St. [Four],NA,NA,NA,12,1773-01-15,NA,2573,Robert&Gauthier,cl0353,NA
Morales de l’abbé Roze,NA,NA,NA,2,1773-01-15,NA,2574,Robert&Gauthier,cl0353,NA
Lettres à m.m. de [hau] 3 vols.,NA,NA,NA,6,1773-01-15,NA,2575,Robert&Gauthier,cl0353,NA
[En---] bourgeoise,NA,NA,NA,2,1781-06-20,NA,2576,Robert&Gauthier,cl0353,NA
Abrégé de l’Histoire universelle pour les Enfants,12,NA,Jacob Vernet,6,1773-06-22,"Abrégé d'histoire universelle : pour la direction des jeunes gens qui commencent cette étude, par V**",2577,Bergeret,cl0335,NA
Abrégé de l’Histoire Ancienne,8,5,Jacques Tailhé,1,1775-02-11,"Abrégé de l'histoire ancienne de Monsieur Rollin, par Monsieur l'abbé Tailhié",2578,Bergeret,cl0335,5
Abrégé de l’Histoire de Genève,8,NA,George Kate,4,1775-02-11,"Abrégé de l'histoire de Genève, et de son gouvernement ancien et moderne, traduit de l'anglois de George Keate, esq. par Mr. A. Lorovich, avec quelques notes du traducteur",2579,Bergeret,cl0335,NA
Abrégé de l’Histoire de la Franc-maçonnerie,NA,NA,Joseph-Jérôme Le François de Lalande (1732-1807),24,1784-02-14,"Abrégé de l'histoire de la franche-maçonnerie, précédée et suivie de quelques pièces en vers et en prose, et d'anecdotes qui la concerne [sic]; d'un Essai sur les mystères et le véritable objet de la Confrérie des francs-maçons, auquel on a joint un recueil complet des chansons dont ils font usage... Rédigé par un membre de cet ordre",2580,Bergeret,cl0335,NA
Abrégé de l’Histoire de la Franc-maçonnerie,NA,NA,Joseph-Jérôme Le François de Lalande (1732-1807),13,1778-12-13,"Abrégé de l'histoire de la franche-maçonnerie, précédée et suivie de quelques pièces en vers et en prose, et d'anecdotes qui la concerne [sic]; d'un Essai sur les mystères et le véritable objet de la Confrérie des francs-maçons, auquel on a joint un recueil complet des chansons dont ils font usage... Rédigé par un membre de cet ordre",2581,Bergeret,cl0335,NA
Histoire Ecclésiastique de Turretin,8,2,Jean-Alphonse Turretini,1,1775-02-11,"Abrégé de l'histoire ecclésiastique depuis la naissance du Christ jusqu'a l'an MDCC, par Jean-Alphonse Turretin, pasteur & professeur en théologie",2582,Bergeret,cl0335,2
Abrégé du Catéchisme d’Ostervald,8,NA,Jean-Frédéric Ostervald,24,NA,"Abrégé de l'histoire sainte, et du catéchisme",2583,Bergeret,cl0335,NA
Abrégé de Restaut,NA,NA,Pierre Raustaut,200,1776-12-03,Abrégé des principes de la grammaire françoise,2584,Bergeret,cl0335,NA
Adèle et Théodore,8,3,"Caroline du Crest, Comtesse de Genlis",12,1783-09-30,"Adèle et Théodore, ou Lettres sur l'éducation",2585,Bergeret,cl0335,36
Adèle et Théodore,8,3,"Caroline du Crest, Comtesse de Genlis",6,1784-02-14,"Adèle et Théodore, ou Lettres sur l'éducation",2586,Bergeret,cl0335,18
Albert Moderne,12,NA,Pons-Augustin Alletz,43,1776-12-03,"Albert moderne (L'), ou recueil de secrets éprouvés & licites, nouvelle édition, augmentée du secret pour détruire le ver solitaire & quelques autres",2587,Bergeret,cl0335,NA
Alfred le Grand,NA,NA,Albert de Haller,6,1775-02-11,"Alfred, roi des Anglo-Saxons, par M. le baron de Haller, taduit de l'allemand",2588,Bergeret,cl0335,NA
Académie des Dames,8,NA,Nicolas Chorier,4,1775-02-11,Aloisia ou l’académie des dames,2589,Bergeret,cl0335,NA
Histoire de David le Simple,12,2,Sarah Fielding,6,NA,"Ami (L') ami véritable, ou vie de David le simple",2590,Bergeret,cl0335,12
Ami des Enfants,NA,NA,Abbé Joseph Reyre,6,1773-06-22,"Ami (L') des enfans, avec des fables convenables à leur âge, par M. l’abbé de ***",2591,Bergeret,cl0335,NA
Amitié après la Mort,8,2,Elisabeth Singer Rowe,6,1773-06-22,"Amitié (L') après la mort, contenant les lettres des morts aux vivans, et les lettres morales et amusantes, traduit de l'anglois",2592,Bergeret,cl0335,12
L’An 2440,8,NA,Louis-Sébastien Mercier,50,1784-02-14,An (L') deux mille quatre cent quarante : rêve s'il en fût jamais,2593,Bergeret,cl0335,NA
L’An 2440,8,NA,Louis-Sébastien Mercier,12,1781-09-29,An (L') deux mille quatre cent quarante : rêve s'il en fût jamais,2594,Bergeret,cl0335,NA
L’An 2440,8,NA,Louis-Sébastien Mercier,12,NA,An (L') deux mille quatre cent quarante : rêve s'il en fût jamais,2595,Bergeret,cl0335,NA
Anarchie médicinale,12,3,Jean-Emmanuel Gilibert,3,1773-06-22,"Anarchie (L') médicinale ou  la médecine considérée comme nuisible à la société / par M. J.E. Gilibert, docteur en médecine de la Faculté de Montpellier, agrégé au Collège des médecins de Lyon, professeur de botanique, d'anatomie & de chirurgie",2596,Bergeret,cl0335,9
Anecdotes de Du Barry,NA,NA,Mathieu-François Pidansat de Mairobert (1727-1779),12,1775-02-11,Anecdotes sur M. la comtesse du Barri,2597,Bergeret,cl0335,NA
Anecdotes de Du Barry,12,NA,Mathieu-François Pidansat de Mairobert (1727-1779),50,1776-12-03,Anecdotes sur M. la comtesse du Barri,2598,Bergeret,cl0335,NA
"Angélique, poème",NA,NA,Andrea Marone,12,1783-09-30,"Angélique, poème",2599,Bergeret,cl0335,NA
"Angélique, poème",NA,NA,Andrea Marone,24,1784-02-14,"Angélique, poème",2600,Bergeret,cl0335,NA
Apologie des Juifs,8,NA,Jean Salchli,6,1773-06-22,"Apologie de l'histoire du peuple juif suivant les orateurs sacrés, ou, Examen du chapitre premier des Mélanges de littérature, d'histoire et de philosophie de M. de Voltaire, avec quelques lettres sur les causes de l'incrédulité, par M. Salchli fils, professeur à Lausanne et Genève",2601,Bergeret,cl0335,NA
L’Art d’Observer,NA,2,Jean Senebier,NA,1784-02-14,Art (L') d'observer,2602,Bergeret,cl0335,NA
"Exper[ience] sur les Vins, par Maupin",8,NA,Agronome Maupin,4,1773-06-22,"Art (L') de faire le vin, ou expériences sur la bonification des vins tant bons que mauvais, lors de la fermentation,  l'usage de tous les vignobles, avec les principes les plus essentiels sur la manière de conserver les vins,  par M. Maupin",2603,Bergeret,cl0335,NA
Art de Faire le Vin,NA,NA,Agronome Maupin,3,1775-02-11,"Art (L') de faire le vin, ou expériences sur la bonification des vins tant bons que mauvais, lors de la fermentation,  l'usage de tous les vignobles, avec les principes les plus essentiels sur la manière de conserver les vins,  par M. Maupin",2604,Bergeret,cl0335,NA
Art de Faire le Vin par Maupin,NA,NA,Agronome Maupin,4,1776-04-19,"Art (L') de faire le vin, ou expériences sur la bonification des vins tant bons que mauvais, lors de la fermentation,  l'usage de tous les vignobles, avec les principes les plus essentiels sur la manière de conserver les vins,  par M. Maupin",2605,Bergeret,cl0335,NA
Art de Faire le Vin,NA,NA,Agronome Maupin,24,1776-12-03,"Art (L') de faire le vin, ou expériences sur la bonification des vins tant bons que mauvais, lors de la fermentation,  l'usage de tous les vignobles, avec les principes les plus essentiels sur la manière de conserver les vins,  par M. Maupin",2606,Bergeret,cl0335,NA
Bonification des Vins,NA,NA,Agronome Maupin,3,1775-02-11,"Art (L') de faire le vin, ou expériences sur la bonification des vins tant bons que mauvais, lors de la fermentation,  l'usage de tous les vignobles, avec les principes les plus essentiels sur la manière de conserver les vins,  par M. Maupin",2607,Bergeret,cl0335,NA
Art de Cultiver la Vigne,8,NA,Agronome Maupin,4,1784-02-14,"Art (L') de la vigne : contenant une nouvelle méthode économique de la cultiver,  par Mr. Maupin",2608,Bergeret,cl0335,NA
Avis au Peuple,12,NA,Samuel Auguste André David Tissot,25,1783-09-30,Avis au peuple sur sa santé,2609,Bergeret,cl0335,NA
"Avis au Peuple, in-12, 1783",12,NA,Samuel Auguste André David Tissot,12,NA,Avis au peuple sur sa santé,2610,Bergeret,cl0335,NA
Avis au Peuple,NA,NA,Samuel Auguste André David Tissot,12,1775-06-30,Avis au peuple sur sa santé,2611,Bergeret,cl0335,NA
"Bible d’Ostervald, in-folio",2,NA,Jean-Frédéric Ostervald,6,1778-10-03,"Bible (La Sainte) d'Ostervald, avec les arguments, les réflexions & les notes du même auteur, son portrait, un frontispice en taille douce, & une bonne carte de la Terre-Sainte, imprimée en gros caractères saint-Augustin",2612,Bergeret,cl0335,NA
Bible d’Ostervald,2,NA,Jean-Frédéric Ostervald,4,1778-11-14,"Bible (La Sainte) d'Ostervald, avec les arguments, les réflexions & les notes du même auteur, son portrait, un frontispice en taille douce, & une bonne carte de la Terre-Sainte, imprimée en gros caractères saint-Augustin",2613,Bergeret,cl0335,NA
Bible d’Ostervald,2,NA,Jean-Frédéric Ostervald,2,1778-12-13,"Bible (La Sainte) d'Ostervald, avec les arguments, les réflexions & les notes du même auteur, son portrait, un frontispice en taille douce, & une bonne carte de la Terre-Sainte, imprimée en gros caractères saint-Augustin",2614,Bergeret,cl0335,NA
Bibliographie de Los Rios,8,NA,Jean-François de Los Rios,2,1778-10-03,"Bibliographie instructive, ou Notice de quelques livres rares, singuliers et difficiles à trouver, avec des notes historiques, pour connoître et distinguer les différentes éditions, et leur valeur dans le commerce / disposée par François de Los-Rios",2615,Bergeret,cl0335,NA
Bibliographie de Los Rios,8,NA,Jean-François de Los Rios,2,1778-11-14,"Bibliographie instructive, ou Notice de quelques livres rares, singuliers et difficiles à trouver, avec des notes historiques, pour connoître et distinguer les différentes éditions, et leur valeur dans le commerce / disposée par François de Los-Rios",2616,Bergeret,cl0335,NA
Bibliothèque Philosophique,NA,NA,Jacques-Pierre Brissot de Warville (1754-1793),12,1783-06-28,"Bibliothèque philosophique du législateur, du politique, du jurisconsulte ou Choix des meilleurs discours, dissertations, essais, fragmens, composés sur la législation criminelle par les plus célèbres écrivains, en françois, anglois, italien, allemand, espagnol, &c. pour parvenir à la réforme des loix pénales dans tous les pays, traduits & accompagnés de notes & d'observations historiques par J.P. Brissot de Warville, auteur de la Théorie des loix criminelles",2617,Bergeret,cl0335,NA
Bibliothèque Criminelle de Warville,NA,NA,Jacques-Pierre Brissot de Warville (1754-1793),12,1783-09-30,"Bibliothèque philosophique du législateur, du politique, du jurisconsulte ou Choix des meilleurs discours, dissertations, essais, fragmens, composés sur la législation criminelle par les plus célèbres écrivains, en françois, anglois, italien, allemand, espagnol, &c. pour parvenir à la réforme des loix pénales dans tous les pays, traduits & accompagnés de notes & d'observations historiques par J.P. Brissot de Warville, auteur de la Théorie des loix criminelles",2618,Bergeret,cl0335,NA
