ID,full_book_title,author_name,stated_publication_years,stated_publication_places,book_code
NA,Consolation du Chretien,"Roissard, Nicolas",,,nbk0012171
NA,Histoire universelle,NA,,,nbk0012172
NA,Discours sur l'histoire ecclesiastique,"Fleury, Claude",,,nbk0012173
NA,[Histoire moderne],NA,,,nbk0012174
NA,Elemens de l'histoire de France,"Millot, Claude-François-Xavier",,,nbk0012175
NA,Religion chretienne meditée,"Bonnaire, Louis [de]",,,nbk0012176
NA,Elemens de l'histoire d'Angleterre,"Millot, Claude-François-Xavier",,,nbk0012177
NA,Principes de Litt.,NA,,,nbk0012178
NA,Traité des servitudes,"Lalaure, Claude Nicolas",,,nbk0012179
NA,Contract de mariage,NA,,,nbk0012180
NA,Question de Rodier,"Rodier, Marc Antoine",,,nbk0012181
NA,Histoire moderne,NA,,,nbk0012182
NA,Conferences d’Angers actes hum. Pechés & Etats,NA,,,nbk0012183
NA,Conferences d’Angers actes hum. Pechés & Etats,NA,,,nbk0012184
NA,Oeuvres de Furgole,"Furgole, Jean-Baptiste",,,nbk0012185
NA,Traité des successions de Le Brun,"Espiard de Saux, François-Bernard",,,nbk0012186
NA,Matiere medicale,NA,,,nbk0012187
NA,Oeuvres de Piron,"Piron, Alexis",,,nbk0012188
NA,Oeuvres de Gresset,"Gresset, Jean Baptiste Louis",,,nbk0012189
NA,Geographie de Buffier,"Buffier, Claude",,,nbk0012190
NA,Presidiaux,NA,,,nbk0012191
NA,Lettres de ganganelly,Clément XIV,,,nbk0012192
NA,Moeurs des chretiens,NA,,,nbk0012193
NA,Henriade de Voltaire,"Voltaire, François Marie Arouet",,,nbk0012194
NA,Esperance chretienne,NA,,,nbk0012195
NA,Histoire des Empereurs,NA,,,nbk0012196
NA,Contract de mariage,NA,,,nbk0012197
NA,Sermons de Massillon,"Massillon, Jean-Baptiste",,,nbk0012198
NA,Conferences d'Angers,NA,,,nbk0012199
NA,Doctrine chretienne,NA,,,nbk0012200
NA,Histoire moderne,NA,,,nbk0012201
NA,Erreurs de Voltaire,"Nonnotte, Claude-François",,,nbk0012202
NA,Examen du materialisme,NA,,,nbk0012203
NA,Dictionnaire des Portraits,NA,,,nbk0012204
NA,Cuisiniere Bourgeoise,Menon,,,nbk0012205
NA,Traité de la communauté,NA,,,nbk0012206
NA,Traité des etudes,NA,,,nbk0012207
NA,Traité des obligations,NA,,,nbk0012208
NA,Jerusalem delivrée,"Tasso, Torquato",,,nbk0012209
NA,Office divin,NA,,,nbk0012210
NA,Grammaire de Restaut,"Restaut, Pierre",,,nbk0012211
NA,Sermons La tour Dupin,"La Tour Du Pin de La Charce, Jacques-François-René [de]",,,nbk0012212
NA,Dict. apostolique,"Montargon, Hyacinthe de, Augustin",,,nbk0012213
NA,Contracts aleatoires,NA,,,nbk0012214
NA,Traité du douaire,NA,,,nbk0012215
NA,Crebillon,NA,,,nbk0012216
NA,Anatomie de Winslow,"Winslow, Jakob Benigus",,,nbk0012217
NA,Pensées de Bourdaloue,"Bourdaloue, Louis",,,nbk0012218
NA,Histoire des Emp. Romains,NA,,,nbk0012219
NA,Operations de Dionis,"Dionis, Pierre",,,nbk0012220
NA,Geog. de Buffier,"Buffier, Claude",,,nbk0012221
NA,Morale de Caulet,NA,,,nbk0012223
NA,Stile des saisies,NA,,,nbk0012224
NA,Harmonie des Pseaumes,[Bible],,,nbk0012225
NA,Droits seigneuriaux,NA,,,nbk0012226
NA,"Eraste, ou l'Ami de la jeunesse","Fillassier, Jean-Jacques",,,nbk0012227
NA,Parfait marechal de Garsault,"Garsault, François Alexandre Pierre de",,,nbk0012229
NA,Maison rustique,"Liger, Louis",,,nbk0012230
NA,Loix Ecclesiastiques de Dericour,NA,,,nbk0012231
NA,Dictionnaire des Cultes Religieux,"La Croix, Jean-François [de]",,,nbk0012232
NA,Le Comte de Valmont ou les Egaremens de la raison,"Gérard, Philippe Louis",,,nbk0012233
NA,Mémoires politiques et militaires de l’abbé Millot,"Millot, Claude-François-Xavier",,,nbk0012234
NA,Traité complet d'anatomie de Sabatier,"Sabatier, Raphaël Bienvenu",,,nbk0012235
NA,Instructions générales en forme de catechisme de Montpellier,NA,,,nbk0012236
NA,Histoire ancienne de Rollin,"Rollin, Charles",,,nbk0012237
NA,Catechisme de Montpellier,NA,,,nbk0012238
NA,Dévotion au sacré coeur,"Croiset, Jean",,,nbk0012239
NA,Traité de Chimie de Beaumé,"Baumé, Antoine",,,nbk0012240
NA,Histoire des Empereurs R. de Crevier,"Crevier, Jean Baptiste Louis",,,nbk0012241
NA,Cours de prones,NA,,,nbk0012242
NA,Matiere medicale de Lieutaud,"Lieutaud, Joseph",,,nbk0012243
NA,Vie des saints pour tous les jours du mois,NA,,,nbk0012244
NA,Conferences d'Angers sur les Commandements de Dieu,NA,,,nbk0012245
NA,Conferences d'Angers sur les etats,NA,,,nbk0012247
NA,Manière (de la) d'enseigner les belles lettres,"Rollin, Charles",,,nbk0012248
NA,L'Art d'accoucher,NA,,,nbk0012249
NA,Receuil de Bretonnier,Bretonnier,,,nbk0012250
NA,Dictionnaire de la langue française,NA,,,nbk0012251
NA,Spectacle de la nature,NA,,,nbk0012252
NA,Traité de la paix interieure,Ambroise de Lombez,,,nbk0012253
NA,Les Fondements de la foy,NA,,,nbk0012254
NA,Essay d'exhortations par Blanchard,"Blanchard, Antoine",,,nbk0012255
NA,Memoires pour servir à l’histoire des Egarements de l’esprit humain,NA,,,nbk0012256
NA,Oeuvres de Bossuet,"Bossuet, Jacques Bénigne",,,nbk0012257
NA,Abrégé de l'histoire ancienne,NA,,,nbk0012258
NA,Abrégé de l’histoire greque et Romaine,NA,,,nbk0012259
NA,Annales de Tacite,"Tacitus, Publius Cornelius",,,nbk0012260
NA,Anti-Lucretius,"Polignac, Melchior",,,nbk0012261
NA,Graduel Romain,NA,,,nbk0012262
NA,Anecdotes interessantes du regne de Louis XIV,NA,,,nbk0012263
NA,L'ane d'or d'Apuleé,Apuleius,,,nbk0012264
NA,Americaines (les) ou la Preuve de la religion chretienne,"Le Prince de Beaumont, Marie",,,nbk0012265
NA,La jeune aleidiane,NA,,,nbk0012266
NA,Les Amusements de la Campagne,NA,,,nbk0012267
NA,Ange conducteur,NA,,,nbk0012268
NA,Traité des servitudes d’Astruc,"Astruc, Louis",,,nbk0012269
NA,Lectures pour les enfants,NA,,,nbk0012270
NA,Petit journée du Chretien,NA,,,nbk0012271
NA,Le Negociant Universel,NA,,,nbk0012272
NA,"Vapeurs (les) et maladies nerveuses, traduit de l'anglais de Whyt avec figures","Whytt, Robert",,,nbk0012273
NA,"Instructions generalles en forme de catechisme, par M  Joachim Colbert, Eveque de Montpellier","Pouget, François Aimé",,,nbk0012274
NA,"Instructions generalles en forme de catechisme, par M  Joachim Colbert, Eveque de Montpellier","Colbert, Charles Joachim",,,nbk0012274
NA,Elémens des phisiologie composée en faveur de ceux qui commencent à Etudier en Medecine par M. *** docteur en Medecine,NA,,,nbk0012275
NA,Cours d'etude par M. l'abbé de Condillac,"Condillac, Etienne Bonnot [de]",,,nbk0012276
NA,Oeuvres de Voltaire,"Voltaire, François Marie Arouet",,,nbk0012277
NA,Précis de medicine practique de Lieutaud,"Lieutaud, Joseph",,,nbk0012278
NA,Traité de l'orthographe françoise,NA,,,nbk0012279
NA,"Le spectacle de la nature ou Entretiens sur les particularités de l'histoire naturelle qui ont parû les plus propres a? rendre les jeunes gens curieux, etc.","Pluche, Noe?l Antoine",,,nbk0012280
NA,Decisions de Jurisprudence Par Denizart,"Denisart, J. B.",,,nbk0012281
NA,L'Albert Moderne,"Alletz, Pons Augustin",,,nbk0012282
NA,Avis au peuple sur sa santé par Tissot,"Tissot, Samuel Auguste André David",,,nbk0012283
NA,Art (l') de se traiter soy meme dans les maladies veneriennes,"Bourru, Edme-Claude",,,nbk0012284
NA,Dictionnaire de chirurgie,NA,,,nbk0012285
NA,Dictionnaire des grands hommes,NA,,,nbk0012286
NA,Oeuvres de Dorat,"Dorat, Claude Joseph",,,nbk0012287
NA,Traité des maladies des femmes par Astruc,"Astruc, Jean",,,nbk0012288
NA,Oeuvres de Piron,"Piron, Alexis",,,nbk0012289
NA,Le deisme refuté par luy même de Bergier,"Bergier, Nicolas-Sylvestre",,,nbk0012290
NA,Dictionnaire de chymie par Macquer,"Macquer, Pierre-Joseph",,,nbk0012291
NA,Geographie moderne,NA,,,nbk0012292
NA,"Essai sur le beau par le pere Andre?; avec un Discours preliminaire et des reflexions sur le gout, par Formey","Andre?, Yves Marie",1767,Amsterdam,nbk0012293
NA,"Dictionnaire portatif de cuisine, d'office et de distillation",NA,1767,Paris,nbk0012294
NA,Le nouveau parfait marechal,"Garsault, François Alexandre Pierre de",,,nbk0012295
NA,Ame (l') élevée à dieu par les reflexions et les sentiments pour chaque jour du mois.  Seconde edition,"Baudrand, Barthélemi",1775,Lyon,nbk0012296
NA,Livres d'assortissement / Miscellaneous books,NA,,,nbk0012297
NA,Lettres interessantes pour les medecins de profession utile aux ecclesiatiques qui veulent s'appliquer a? la medecine et curieuses pour tout lecteur,"Ardène, Jean-Paul de Rome [d']",1759,Avignon,nbk0012298
NA,"Les passions de l'Ame.  Le monde, ou, Traite? de la lumiere et La geometrie par René Descartes","Descartes, René",1726,Paris,nbk0012299
NA,Jerusalem delivrée.  Poeme du Tasse.  Nouvelle edition,"Tasso, Torquato",1777,Paris,nbk0012300
NA,Lettres interessantes du Pape Clément 14 (ganganelli) traduite de l'italien et du latin.  Troisieme edition,Clément XIV,1776,Paris,nbk0012301
NA,"Oeuvres poetiques de M. Imbert.  Nouvelle edition revue, corrigée et augmentée","Imbert, Barthélemy",1777,La Haye,nbk0012302
NA,"Nouveau commentaire sur les ordonnances des mois d'août 1669 et mars 1673. Ensemble sur l'edit du mois de mars 1673 touchant les épices: par M***, conseiller au presidial d'Orléans.  Nouvelle edition, corrigée et augmentée","Jousse, Daniel",1775,Paris,nbk0012303
NA,"Institution au droit françois par M. Argou, avocat au Parlement","Argou, Gabriel",1773,Paris,nbk0012304
NA,"Memoires politiques et militaires, pour servir à l'histoire de Louis 14 et de Louis 15, composé sur les pièces originales recueillies par Adrien-Maurice, duc de Noailles, marechal de France et maistre d’etat par M. l’abbé Millot de l’academie de Lyon et de Nancy","Millot, Claude-François-Xavier",1777,Paris,nbk0012305
NA,Recueil complet des idylles de M. Berquin auquel on a joint Pygmalion de J.J. Rousseau mis en vers.  Derniere edition,"Berquin, Arnaud",1776,London,nbk0012306
NA,"Lettres du pape Cle?ment 14 (ganganelli) traduite de l'italien et du latin avec des discours panegyriques et autres pieces interessantes de ce pape nouvellement recueillies, on y a joint des particularités sur sa vie et des anecdotes, traduites de l'italien avec un eloge de ce meme pape, imprime? en latin, a? Rome.  Tome 3 premiere partie",Clément XIV,1777,Paris,nbk0012307
NA,De la connoissance de Jesus-Christ,Caussel,1771,Paris,nbk0012308
NA,"Histoire du vieux et du nouveau testament avec des explications edifiante  tire?es des S. S. peres pour regler les moeurs dans toutes sortes de conditions de?die? a? Monseigneur le Dauphin par feu M. Le Maitre de Saci, sous le nom du Sieur de Royaumont prieur de Sombreval.  Nouvelle edition, revue et corrigée","Le Maistre de Sacy, Louis Isaac",,Paris,nbk0012309
NA,"Les Chefs-d'oeuvres dramatiques de Messieurs Corneille, avec le jugement des savants à la suite de chaque pièce.  Nouvelle edition","Corneille, Pierre",1770,Oxfort,nbk0012310
NA,"Les Chefs-d'oeuvres dramatiques de Messieurs Corneille, avec le jugement des savants à la suite de chaque pièce.  Nouvelle edition","Corneille, Thomas",1770,Oxfort,nbk0012310
NA,"Dictionnaire raisonné universel des arts et metiers contenant l'histoire, la description, la police des fabriques et manufactures de France et des pays etrangers.  Ouvrage utile à tous les citoyens.  Nouvelle edition corrigée et considerablement augmentée d'apre?s les memoires et les procedés des artistes; revue et mise en ordre par M. l'abbe? Jaubert de l’academie de Bordeaux",Macquer,1773,Paris,nbk0012311
NA,"Principes de la littérature par M. l'Abbé Batteux, professeur royal, de l'Académie franc?oise et de celle des Inscriptions et belles-lettres. Nouvelle edition","Batteux, Charles",1775,Paris,nbk0012312
NA,La Cuisiniere Bourgeoise suivie l’office à l’usage de ceus qui se melens des depenses des maisons.  Nouvelle edition,Menon,1774,Bruxelles,nbk0012313
NA,"Arithmetique (l') en sa perfection par F. Legendre, arithmeticien.  Derniere edition corrigée et augmentée d’une nouvelle regle d’aillage","Le Gendre, François",1754,Paris,nbk0012314
NA,Methode nouvelle pour apprendre parfaitement les regles du plain-chant,"La Feille?e, Franc?ois de",1775,Poitiers,nbk0012315
NA,Les chef-d'oeuvres de the?atre de M. Dancourt.  Nouvelle édition revue et corrigée,"Dancourt, Florent Carton",1773,Paris,nbk0012316
NA,L'academie universelle des jeux,"Hoyle, Edmond",1773,Amsterdam,nbk0012317
NA,L'academie universelle des jeux,"Philidor, F. D.",1773,Amsterdam,nbk0012317
NA,Magasin de adolescentes,NA,1760,Londres,nbk0012318
NA,Memoires et plaidoyers de Linguet avocat à Paris,"Linguet, Simon-Nicolas-Henri",1773,Amsterdam,nbk0012319
NA,Journées (les) amusantes par Madame de Gomez.  Huitieme edition,"Gomez, Madeleine-Angélique Poisson Gabriel [de]",1772,Amsterdam,nbk0012320
NA,Albert (l') moderne,"Alletz, Pons Augustin",1775,Paris,nbk0012321
NA,Albert (l') moderne,"Guy, Pierre",1775,Paris,nbk0012321
NA,Memoires pour servir a? l'histoire des egaremens de l'esprit humain par rapport a? la religion chre?tienne ou dictionnaire des heresies,"Pluquet, François-André-Adrien",1776,Paris,nbk0012322
NA,"Traité de la confiance en la misericorde de Dieu, par M. l’eveque de Soissons","Languet de La Villeneuve de Gergy, Jean Joseph",1772,Avignon,nbk0012323
NA,Histoire des variations des eglises protestantes,"Bossuet, Jacques Bénigne",1772,Paris,nbk0012324
NA,Voyages de Gulliver en divers pays eloignés,"Swift, Jonathan",1773,La Haye,nbk0012325
NA,"Virginie, ou la Vierge chrétienne par le M. A. Marin","Marin, Michel-Ange",1768,Avignon,nbk0012326
NA,Oeuvres de Monseigneur le chancelier d'Aguesseau,"Aguesseau, Henri François [d']",1775,Verdun,nbk0012327
NA,"Sermons du pere Charles Frey de Neuville.  Nouvelle edition, revue et corrigée par M. l’abbé de Querbeuf","Frey de Neuville, Pierre-Claude",1776,Paris,nbk0012328
NA,"Oeuvres poetiques de M. Imbert.  Nouvelle edition revue, corrigée et augmentée","Imbert, Barthélemy",1777,La Haye,nbk0012329
NA,"Lettres angloises, ou, Histoire de Miss Clarisse Harlove.  Nouvelle edition, augmentée de l’eloge de Richardson, des lettres posthumes et de testament de Clarisse avec figures","Richardson, Samuel",1774,Paris,nbk0012330
NA,nouvelle édition plus correcte que les précedentes et augmentée du temple de gnide,"Montesquieu, Charles Louis de Secondat",1759,Londres,nbk0012331
NA,Abregé de la grammaire françoise par M. de Wailly.  Septième edition revue et augmentée,"Wailly, Noël François [de]",1773,Paris,nbk0012332
NA,"Code ecclesiastique ou questions importantes, et observations sur l'edit du mois d'avril 1695","Coudert, J. B.",1770,Rouen,nbk0012333
NA,L’Arithmétique du Sieur Barême ou le livre facile pour aprendre l’arithmetique de soi même et sans maitre par M. Bareme,"Barrême, François Bertrand de",1773,Paris,nbk0012334
NA,Les Oeuvres de virgile traduite en françois par M. l'abbé des fontaines avec des notes,Publius Vergilius Maro,1775,Amsterdam,nbk0012335
NA,Théatre de Pierre Corneille avec le commentaire de M. de Voltaire,"Corneille, Pierre",1775,Geneva,nbk0012336
NA,"Lettres nouvelles, ou nouvellement recouvrée de la Marquise de Sévigné et de la Marquise de Simiane, sa petite-fille","Sévigné, Marie de Rabutin-Chantal",1775,Amsterdam,nbk0012337
NA,"Oeuvres de Racine, avec des commentaires par M. Luneau de Boisjermain","Racine, Jean",1769,Paris,nbk0012338
NA,"Collection de decisions nouvelles, et de notions relatives à la jurisprudence actuelle: par M. J. B. Denisart, Procureur au Chatelet de Paris.  Neuvieme edition revue et considerablement augmentée","Denisart, J. B.",1775,Paris,nbk0012339
NA,Histoire du vicomte de Turenne par l'abbé Maguenet,"Ramsay, Andrew Michael",1772,Amsterdam,nbk0012340
NA,Elemens de pharmacie,NA,1769,Paris,nbk0012341
NA,Fables choisies de la fontaine avec un nouveau commentaire par M. Coste,"La Fontaine, Jean de",1768,Paris,nbk0012342
NA,Apologie de la religion chretienne par M. Bergier,"Bergier, Nicolas-Sylvestre",1771,Paris,nbk0012343
NA,Aventures de telemaque,"Fénelon, François de Salignac de La Mothe",1775,Paris,nbk0012344
NA,Comptes faits ou tarif general des monnoies.  Nouvelle edition,"Barrême, François Bertrand de",1772,Paris,nbk0012345
NA,"Discours philosophiques, tirés des Livres Saints: avec des odes chretiennes et philosophiques","Le Franc Pompignan, J. J.",1772,Paris,nbk0012346
NA,"Recueil des oraisons funebres prononcés par feu messire Jacques-Benigne Bossuet, Eveque de Meaux","Bossuet, Jacques Bénigne",1774,Paris,nbk0012347
NA,Manuel des pasteurs par M. l'abbé Dinouart,"Dinouart, Joseph-Antoine-Toussaint",,,nbk0012348
NA,"Le philosophe moderne, ou l'incre?dule condamne? au tribunal de la raison par M. l’abbé M. D. G.","Le Masson des Granges, Daniel",1767,en Normandie,nbk0012349
NA,"Instruction sur l'histoire de France et romaine, par M. Le Ragois","Le Ragois, Claude",1755,Paris,nbk0012350
NA,Epitres et evangiles,[Bible],1778,Paris,nbk0012351
NA,Cours d'etude pour l'instruction du prince de Parme par M. de Condillac,"Condillac, Etienne Bonnot [de]",1776,Londres,nbk0012352
NA,L'academie des jeux,"Hoyle, Edmond",1777,Amsterdam,nbk0012353
NA,L'academie des jeux,"Philidor, F. D.",1777,Amsterdam,nbk0012353
NA,Oeuvres de Boileau Despreaux.  Nouvelle edition,"Boileau, Nicholas",1768,Utrecht,nbk0012354
NA,Instruction sur l'histoire de France et romaine par M. Le Ragois,"Le Ragois, Claude",1764,Paris,nbk0012355
NA,Histoire de l'admirable don quichote de la manche,"Cervantes Saavedra, Miguel de",1773,La Haye,nbk0012356
NA,Conduite des confesseurs,"Daon, Roger François",1757,Paris,nbk0012357
NA,Essais historiques sur Paris par M. de Saint Foix,"Saint-Foix, Germain-François Poullain [de]",1765,Londres,nbk0012358
NA,Nouveau commentaire sur l'ordonnance criminelle du mois d'aout 1670: avec un abrégé de la justice criminelle par M. *** conseiller au presidial d’Orleans.  Nouvelle edition corrigée et augmentée,"Jousse, Daniel",1769,Paris,nbk0012359
NA,"Nouveau commentaire sur l'ordonnance civille du mois d’avril 1667.  Nouvelle edition, augmentée des idées de la justice civile.  Par M.  Jousse, conseiller au presidial d’Orleans","Jousse, Daniel",1759,Paris,nbk0012360
NA,Justiniani Imperatoris institutionum libri quatuor,NA,1754,Lugduni [Leiden],nbk0012361
NA,C. Julii Caesaris commentarii de bello gallico et civili. cum notis gallia et indice geographico,"Caesar, Caius Julius",1767,Rothomagi [Rouen],nbk0012362
NA,Conduite pour passer saintement le tems de l’avent dediée à la reine: par le p. Avrillon Religieux Minime,"Avrillon, R. B.",1773,Paris,nbk0012363
NA,Oeuvres choisies de M. Rousseau.  Nouvelle edition,"Rousseau, Jean-Baptiste",1762,Amsterdam,nbk0012364
NA,Satyres et oeuvres de Boileau,"Boileau, Nicholas",1756,Amsterdam,nbk0012365
NA,"Conduite pour passer saintement les fetes et les Octaves de la Pentecoste, du Saint Sacrement et de l’assomption par le P. Avrillon Religieux Minime","Avrillon, R. B.",1771,Paris,nbk0012366
NA,Le nouveau testament de notre seigneur par le p. Amelote,[Bible],1773,Bruxelles,nbk0012367
NA,Epitres et evangiles des dimanches et fetes de l'année,[Bible],1774,Paris,nbk0012368
NA,Fables de La Fontaine,"La Fontaine, Jean de",1767,,nbk0012369
NA,Pratique de la confession et de la communion,"Bonnefons, Amable",1759,Paris,nbk0012370
NA,"Phaedri Fabulae, et P. Syri Mimi Sententiae","Phaedrus, Caius Julius",1725,Hague Comitum [La Haye],nbk0012371
NA,Le Theatre de P. Corneille.  Nouvelle edition,"Corneille, Pierre",1759,Paris,nbk0012372
NA,Oeuvres dramatique de Nericault Destouches,"Destouches, Philippe Néricault",1772,Paris,nbk0012373
NA,Oeuvres de Gresset.  Nouvelle edition,"Gresset, Jean Baptiste Louis",1758,Londres,nbk0012374
NA,Oeuvres de Crebillon.  Nouvelle edition,"Crébillon, Prosper Jolyot de",1772,Paris,nbk0012375
NA,L'art de desopiler la rate,"Panckoucke, André-Joseph",1773,Venise,nbk0012376
NA,Le Poete des enfans,NA,,Liège,nbk0012377
NA,Fastes (les) de la Grande-Bretagne,"Contant d'Orville, André-Guillaume",,Paris,nbk0012378
NA,La Henriade poeme heroique,"Voltaire, François Marie Arouet",1769,Francfort,nbk0012379
NA,"Discours sur l'histoire universelle, de Bossuet","Bossuet, Jacques Bénigne",1763,Paris,nbk0012380
NA,Grammaire de Vailly,"Wailly, Noël François [de]",1772,Paris,nbk0012381
NA,Dictionnaire des proverbes francois,"Panckoucke, André-Joseph",1750,Francfort; Mayence,nbk0012382
NA,Ange (l') conducteur,"Coret, Jacques",1774,Lille,nbk0012383
NA,Devotion au sacré coeur de Jésus,"Croiset, Jean",1770,Limoges,nbk0012384
NA,Fables choisies de La Fontaine,"La Fontaine, Jean de",1765,Paris,nbk0012385
NA,La Cuisiniere Bourgeoise,Menon,1776,Paris,nbk0012386
NA,Tibere ou les six premiers livres de tacite par M.,"Tacitus, Publius Cornelius",1768,Amsterdam,nbk0012387
NA,Histoire de Guzman d'Alfarache,"Alemán, Mateo",1777,Amsterdam,nbk0012388
NA,Pharmacopée universelle,"Lemery, Nicolas",1769,Paris,nbk0012389
NA,Le parfait marechal,"Solleysel, Jacques de",1775,Paris,nbk0012390
NA,Guide du marechal,"Lafosse, Philippe-Etienne",1771,Paris,nbk0012391
NA,La nature philosophe par M. Moissy,"Moissy, Alexandre-Guillaume [de]",1776,La Haye,nbk0012392
NA,Traité de l'orthographe françoise,"Le Roy, Charles Georges",1770,Poitiers,nbk0012393
NA,Traité de l'orthographe françoise,"Restaut, Pierre",1770,Poitiers,nbk0012393
NA,Epîtres et evangiles,[Bible],1768,Paris,nbk0012394
NA,Onanisme (l'),"Tissot, Samuel Auguste André David",1774,Amsterdam,nbk0012395
NA,Essai sur le beau par le pere Andre?,"Andre?, Yves Marie",1767,Amsterdam,nbk0012396
NA,Géographie moderne,"Lacroix, Louis-Antoine Nicolle [de]",1773,Londres,nbk0012397
NA,Sermons de Massillon,"Massillon, Jean-Baptiste",1769,Paris,nbk0012398
NA,La Consolation du chretien ou motifs de confiance en dieu dans les diverses circonstances de la vie par M. l’abbé Roissard,"Roissard, Nicolas",1775,Paris,nbk0012399
NA,"Eloge historique de Michel de L'Hopîtal, chancelier de France par un vieux avocat retire? du service","Bourgeois, Nicolas-Louis",1776,Edinburgh,nbk0012400
NA,Heures nouvelles dédiées au roi,NA,1775,Paris,nbk0012401
NA,Les sages entretiens d'une ame devote et desireuse de son salut,"Guisain, Jacques",1772,Limoges,nbk0012402
NA,La journée du chretien sanctifiée par la prière et la meditation,NA,1773,Paris,nbk0012403
NA,Entretiens de Jesu Christ dans le sacrement de l'autel par un religieux Benedictin de la congregation de St. Maur,"Dusault, Jean Paul",1772,Paris,nbk0012404
NA,Epitres et evangiles des dimanches et fêtes de toute l'année,[Bible],1777,Paris,nbk0012405
NA,"Nouveau commentaire sur l'ordonnance criminelle du mois d'aoust 1670 avec un abregé de la justice criminelle par M. *** conseiller au presidial d'Orleans.  Nouvelle edition, corrigée et augmentée","Jousse, Daniel",1772,Paris,nbk0012406
NA,Oeuvres complettes de M. Bernard,"Bernard, Pierre Joseph",1775,Londres,nbk0012407
NA,"Le philosophe anglois, ou histoire de Monsieur Cleveland, fils naturel de Cromwel, ecrite par lui-même, et traduite de l'anglois par l'Auteur des memoires d'un homme de qualité","Prévost, Antoine François",1770,Amsterdam,nbk0012408
NA,"Saisons (les), poëme","Saint-Lambert, Jean-François [de]",1769,Amsterdam,nbk0012409
NA,"Erreurs (les) de Voltaire.  Sixième edition, par M. l’abbé Nonnotte","Nonnotte, Claude-François",1774,Lyon,nbk0012410
NA,"Les Incas; ou la destruction de l'empire du Pérou: par M. de Marmontel historiographe de France, l’un des quarante de l’academie française","Marmontel, Jean-François",1777,Paris,nbk0012411
NA,"Memoires et aventures d'un homme de qualité, qui s'est retiré du monde.  Nouvelle edition","Prévost, Antoine François",1772,La Haye,nbk0012412
NA,Memoire de Monsieur Duguay Trouin,"Duguay-Trouin, René",1773,Amsterdam,nbk0012413
NA,"Jerusalem delivrée, poëme heroïque du Tasse","Tasso, Torquato",1767,Amsterdam,nbk0012414
NA,Oeuvres de La Chaussée,"La Chaussée, Pierre-Claude",1757,Amsterdam,nbk0012415
NA,Roland furieux poème heroïque de l'Arioste,"Ariosto, Lodovico",1771,Amsterdam,nbk0012416
NA,Oeuvres de M. Gresset de l’academie francoise.  Nouvelle edition,"Gresset, Jean Baptiste Louis",1772,Londres,nbk0012417
NA,Légende de Montesquieu,NA,1760,Amsterdam,nbk0012418
NA,"Pensées de M. Le comte d'oxenstirn sur divers sujets avec les reflexions morales du meme auteur, nouvelle edition revue corrige?e tant pour le style que pour les citations par M. de L. M.","Oxenstierna, Johan Turesson",1764,La Haye,nbk0012419
NA,"Oeuvres de M. Destouches de l'academie françoise,  Nouvelle édition","Destouches, Philippe Néricault",1763,Amsterdam; Leipzig,nbk0012420
NA,"L'art d'accoucher réduit a? ses principles par J. Astruc, professeur royal de medecine et medecin consultant du roi","Astruc, Jean",1771,Paris,nbk0012421
NA,"Introduction à la vie devote de Saint François de Sales, eveque et prince de geneve fondateur de l’ordre de la visitation de sainte marie, nouvellement revue",Francis de Sales,1696,Paris,nbk0012422
NA,"Abregé de l'histoire et de la morale de l’ancien testament, ou l'on a conserve? autant qu'il a été possible, les propres paroles de l'ecriture sainte; avec des eclaircissemens et des reflexions",[Bible],1770,Paris,nbk0012423
NA,"Instructions generales en forme de catechisme: ou l'on explique en abrege par l'ecriture-sainte et par la tradition, l'histoire et les dogmes de la religion, la morale chretienne, les sacrements, les prieres, les ceremonies et les usages de l'eglise imprime?e par ordre de Messire Charles Joachim Colbert, eveque de Montpellier, à l'usage des anciens et des nouveaux catholiques de son diocese et de tous ceux qui sont chargés de leur instruction avec deux catechismes à l’usage des enfans.  Nouvelle edition revue et augmentée","Pouget, François Aimé",1769,Bruxelles,nbk0012424
NA,Sermons du pere Frey de la Neuville,"Frey de Neuville, Pierre-Claude",1776,Paris,nbk0012425
NA,"Ange (l') conducteur, avec des reflexions morales",NA,1769,Avignon,nbk0012426
NA,Les oeuvres de Moliere avec des figures en tailles douces,"Molière, Jean-Baptiste Poquelin",1761,,nbk0012427
NA,"Clevand, ou Histoire du Philosophe anglois","Prévost, Antoine François",1771,Lausanne,nbk0012428
NA,Epitres Evangiles,[Bible],1764,Paris,nbk0012429
NA,Pensées chrétiennes,NA,1774,Paris,nbk0012430
NA,Comptes et calculs faits par Barrême,"Barrême, François Bertrand de",1771,Paris,nbk0012431
NA,Les Idylles de Berquin,"Berquin, Arnaud",1776,London,nbk0012432
NA,L'art d'aimer de Bernard,"Bernard, Pierre Joseph",1776,Londres,nbk0012433
NA,"Commentaire sur l'ordonnance civile de 1667 par M***, conseiller au presidial d'Orleans","Jousse, Daniel",,Paris,nbk0012434
NA,Epitres Evangiles,[Bible],,Paris,nbk0012435
NA,Comptes faits par Barreme,"Barrême, François Bertrand de",1775,Paris,nbk0012436
NA,Exercise de pieté,NA,1770,Paris,nbk0012437
NA,"Catechisme historique, contenant en abregé l’histoire Sainte et la doctrine chretienne par demander et par reponces, par M. Fleury","Fleury, Claude",,Rouen; Chartres,nbk0012438
