,ID,full_book_title,author_name,stated_publication_years,stated_publication_places,book_code,cluster,confidence
5544,,Livre (le) du chrétien,"Tricalet, Pierre-Joseph",1781,Rouen,bk0011295,,
5545,,Paradis (le) des âmes xtiennes [chrétiennes],"Merler, Jacob",1778,Rouen,bk0011296,885.0,7.113501194339067e-12
5546,,Paradis (le) des âmes xtiennes [chrétiennes],"Merler, Jacob",1779,Lille,bk0011297,885.0,7.113501194339067e-12
5547,,"Voyage (le) du pasteur de la nuit de noël, par dom Jean Palafoy, Evêq.e [évêque]","Palafox y Mendoza, Juan de",1782,Marseille,bk0011298,,
5548,,"Lettres familières (les) de Cicéron, avec les lettres de Pline, lat. et fran.","Cicero, Marcus Tullius",1778,Douai,bk0011299,,
5549,,Règles (les) de la bienséance et de la civilité chrétienne,"La Salle, Jean Baptiste de",1778,Nancy,bk0011300,,
5550,,Regles (les) de la bienséance et de la civilité chrétienne: divisées en deux parties. A l'usage des ecoles chrétiennes des filles,"La Salle, Jean Baptiste de",1778,Rouen,bk0011301,,
5551,,Règles (les) de la bienséance et de la civilité chrétienne Par M. de La Salle,"La Salle, Jean Baptiste de",1779,Rheims,bk0011302,,
5552,,Règles (les) de la bienséance et de la civilité chrétienne,"La Salle, Jean Baptiste de",1779,Rouen,bk0011303,,
5553,,Règles (les) de la bienséance et de la civilité chrétienne,"La Salle, Jean Baptiste de",1783,Rouen,bk0011304,,
5554,,Règles (les) de la bienséance et de la civilité chrétienne,"La Salle, Jean Baptiste de",1786,Amiens,bk0011305,,
5555,,Règles (les) de la bienséance et de la civilité chrétienne: divisées en deux parties,"La Salle, Jean Baptiste de",1788,Nancy,bk0011306,886.0,7.303046004381031e-05
5556,,Règles (les) de la bienséance et de la civilité chrétienne: divisées en deux parties : a? l'usage des écoles chrétiennes des garçons,"La Salle, Jean Baptiste de",1788,Vannes,bk0011307,886.0,7.303046004381031e-05
5557,,Sages entretiens (les) d'une âme qui aime son salut,"Guisain, Jacques",1779,Rouen,bk0011308,,
5558,,Sages (les) entretiens d'une âme qui désire sincèrement son salut,"Guisain, Jacques",1779,Rouen,bk0011309,,
5559,,Sages entretiens (les) d'une âme qui aime son salut,"Guisain, Jacques",1779,Saint-Brieuc,bk0011310,,
5560,,Sages entretiens (les) d'une âme qui aime son salut,"Guisain, Jacques",1780,Amiens,bk0011311,,
5561,,Sages entretiens (les) d'une âme qui aime son salut,"Guisain, Jacques",1782,Nancy,bk0011312,,
5562,,Sages (les) entretiens d'une âme qui désire sincèrement son salut,"Guisain, Jacques",1782,Rouen,bk0011313,,
5563,,Sages entretiens (les) d'une âme qui aime son salut,"Guisain, Jacques",1783,Nantes,bk0011314,,
5564,,Sages (les) entretiens d'une âme qui désire sincèrement son salut,"Guisain, Jacques",1786,Rouen,bk0011315,,
5565,,Sages entretiens (les) d'une âme qui aime son salut,"Guisain, Jacques",1786,Rouen,bk0011316,,
5566,,Sages entretiens (les) d'une âme qui aime son salut,"Guisain, Jacques",1788,Albi,bk0011317,,
5567,,Sages entretiens (les) d'une âme qui aime son salut,"Guisain, Jacques",1788,Toulouse,bk0011318,,
5568,,Sages entretiens (les) d'une âme qui aime son salut,"Guisain, Jacques",1789,Albi,bk0011319,,
5569,,Saisons (les) de Thompson,"Thomson, James",1780,Rheims,bk0011320,,
5570,,Saisons (les) de Thompson,"Thomson, James",1781,Orléans,bk0011321,,
5571,,Saisons (les) de Thompson,"Thomson, James",1786,Rouen,bk0011322,,
5572,,"Lettres de Cicéron a? Atticus, avec des remarques et le texte latin de l'édition de Graevius, par l'abbé Mongault,... Nouvelle édition, revue et corrigée","Cicero, Marcus Tullius",1786,Paris,bk0011323,,
5573,,Lettres historiques et galantes de madame Du Noyer,"Dunoyer, Anne Marguerite Petit",1788,Paris,bk0011324,887.0,0.7097417116165161
5574,,"Hypocrite (l') démasqué, ou Félix et Colombe","Maimieux, Joseph de",1786,Toulouse,bk0011325,,
5575,,"Illustre malheureuse (l'), ou la Comtesse de Jannissanta","Olivier, J",1780,Rouen,bk0011326,,
5576,,Imitation (l') de la trés sainte vierge,"Dérouville, Alexandre-Joseph",1788,Rouen,bk0011327,,
5577,,"Italia (l') liberata da['] Goti, poema del Giangiorgio Trissino","Trissino, Giovanni Giorgio",1784,Orléans,bk0011328,,
5578,,"Lois des bâtiments suivant la coutume de Paris, par Desgodets, avec les notes de Goupy","Desgodets, Antoine Babuty",1786,Lyon,bk0011334,,
5579,,"Loix des bâtiments (les), suivant la coutume de Paris, traitant de ce qui concerne les servitudes réelles, les rapports des jure?s-experts, les réparations locatives, douairieres, usufruitieres, bénéficiales, &c. Enseignées par M. Desgodets, ... Avec les notes de M. Goupy, ... Ouvrage utile a? toutes personnes chargées de la construction, aux propriétaires & locataires, aux juges qui en connoissent","Desgodets, Antoine Babuty",1786,Rouen,bk0011335,,
5580,,"Lois des bâtiments suivant la coutume de Paris, par Desgodets, avec les notes de Goupy","Desgodets, Antoine Babuty",1786,Rouen,bk0011336,,
5581,,"Lois des bâtiments suivant la coutume de Paris, par Desgodets, avec les notes de Goupy","Desgodets, Antoine Babuty",1787,Beaune,bk0011337,,
5582,,Lucain,"Lucanus, Marcus Annaeus",1779,Nîmes,bk0011338,,
5583,,Luciani opera,Lucian of Samosata,1779,Rouen,bk0011339,,
5584,,"Ludovici Dureti Segusiani Interpretationes Et Enarrationes In Magni Hippocratis Coacas Praenotiones: Opus admirabile in tres Libros tributum, Ad Henricum III. Galliae Et Poloniae Regem Christianissimum, Cum Indice rerum memorabilium amplissimo",Hippocrates,1784,Lugduni,bk0011340,,
5585,,Manuel des grammairiens,"Mercier, Nicolas",1779,Rouen,bk0011346,,
5586,,"Maximes pour se conduire dans le monde, par l'abbé Clément","Clément, Denis Xavier",1781,Rouen,bk0011349,889.0,7.298988435877618e-08
5587,,"Maximes pour se conduire dans le monde, par l'abbé Clément","Clément, Denis Xavier",1785,Rouen,bk0011350,889.0,7.298988435877618e-08
5588,,Médecine et chirurgie des pauvres,"Dubé, Paul",1779,Rouen,bk0011355,,
5589,,Médecine et chirurgie des pauvres,"Dubé, Paul",1782,Rouen,bk0011356,,
5590,,Médecine et chirurgie des pauvres,"Dubé, Paul",1786,Rouen,bk0011357,,
5591,,Mémoires chronologiques et dogmatiques: pour servir a? l'histoire ecclésiastique depuis 1600 jusqu'en 1716 avec des réflexions & des remarques critiques,"Robillard d'Avrigny, Hyacinthe",1781,Nîmes,bk0011358,,
5592,,"Mémoires de Cécile, par M. de La Place","Guichard, Elénore",1787,Rouen,bk0011359,,
5593,,"Mémoires de Gram[m]ont, par Hamilton","Hamilton, Anthony",1786,Paris,bk0011360,,
5594,,"Mémoires de miladi Varmonti, comtesse de Barneshau, traduit et imité de l'anglais","Gain de Montagnac, Louis Laurent Joseph",1781,Toulouse,bk0011361,,
5595,,"Mémoires Pour Servir A L'Histoire Universelle De L'Europe: Depuis 1600, jusqu'en 1716. Avec Des Réflexions & Remarques critiques","Robillard d'Avrigny, Hyacinthe",1781,Nîmes,bk0011362,,
5596,,"Méthode pour apprendre facilement à parler, lire et écrire l'anglais, par Berry","Berry, Thomas",1779,Marseilles,bk0011364,864.0,1.9959049604029167e-12
5597,,Méthode pour converser avec dieu,"Boutauld, Michel",1783,Bruyères,bk0011365,890.0,0.3304028809070587
5598,,Méthode pour converser avec dieu,"Boutauld, Michel",1788,Rouen,bk0011366,890.0,0.3304028809070587
5599,,"Mille et un quart d'heure, contes tartares","Gueullette, Thomas Simon",1782,Lille,bk0011368,891.0,0.532306507229805
5600,,"Mille et un quart d'heure, contes tartares","Gueullette, Thomas Simon",1785,Lille,bk0011369,891.0,0.532306507229805
5601,,"Mille et une heure, contes péruviens","Gueullette, Thomas Simon",1782,Lille,bk0011370,,
5602,,"Mille et une heure, contes péruviens","Gueullette, Thomas Simon",1783,Lille,bk0011371,,
5603,,"Mille et une soirées (Les ), contes mogols","Gueullette, Thomas Simon",1781,Lille,bk0011372,,
5604,,"Morceaux d'Homère, d'Anacréon et d'Issocrate",Homer,1778,Douai,bk0011379,,
5605,,"Morceaux d'Homère, d'Anacréon et d'Issocrate",Anacreon,1778,Douai,bk0011379,,
5606,,"Morceaux d'Homère, d'Anacréon et d'Issocrate",Isocrates,1778,Douai,bk0011379,,
5607,,"Moyens (Les) de connaître la vérité dans l'église, etc, imprimé par ordre de Mgr. l'archévêque de Sens en 1649","Languet de La Villeneuve de Gergy, Jean Joseph",1781,Toulouse,bk0011380,,
5608,,"Nouveau testament de N.S.J.C. [notre seigneur Jésus Christ] tradt [traduit] en français sur la vulgate, par de Huré, imprimé avec la permission de M. le Cal [cardinal] de Noailles",[Bible],1781,Neufchâteau,bk0011381,893.0,5.853431769912683e-15
5609,,"Nouveau testament de N.S.J.C. [notre seigneur Jésus Christ] tradt [traduit] en français sur la vulgate, par de Huré, imprimé avec la permission de M. le Cal [cardinal] de Noailles",[Bible],1786,Toulouse,bk0011382,893.0,5.853431769912683e-15
5610,,"Nouveau testament en français, par Sacy",[Bible],1783,Rouen,bk0011383,,
5611,,Nouveau (Le) Testament ... Traduit en franc?ois sur la Vulgate. (L'Ordinaire de la Sainte Messe.),[Bible],1788,Rouen,bk0011384,,
5612,,Nouveau traité de la civilité chrétienne,"Courtin, Antoine de",1780,Saint-Mihiel,bk0011393,,
5613,,"Nouvelle méthode, ou Particules à l'usage des collèges","Tricot, Laurent",1780,Pamiers,bk0011402,,
5614,,Oeuvres choisies,"Graffigny, Françoise d'Issembourg d'Happoncourt ",1783,Londres,bk0011403,894.0,3.2916849584604946e-13
5615,,"Oeuvres choisies de La Fontaine, sans les fables","La Fontaine, Jean de",1782,Rheims,bk0011404,,
5616,,Oeuvres choisies de madame Deshoulières,"Deshoulières, Antoinette Du Ligier de La Garde",1784,Versailles,bk0011405,,
5617,,Oeuvres choisies,"Piron, Alexis",1782,Rheims,bk0011406,894.0,3.2916849584604946e-13
5618,,Oeuvres de Bossuet. Edition de Liège,"Bossuet, Jacques Bénigne",1786,Paris,bk0011407,,
5619,,"Oeuvres de Charles Dumoulin, augmentées des notes de Rassicot","Dumoulin, Charles",1783,Toulouse,bk0011408,,
5620,,Oeuvres complettes de madame Graffigny,"Graffigny, Françoise d'Issembourg d'Happoncourt ",1788,Paris,bk0011409,,
5621,,"Œuvres de messire Jacques-Be?nigne Bossuet, e?ve?que de Meaux... Nouvelle e?dition. Revue sur les manuscrits originaux & les e?ditions les plus correctes; enrichie d'un grand nombre d'ouvrages de l'illustre auteur non encore imprime?s","Bossuet, Jacques Bénigne",1788,Paris,bk0011410,,
5622,,"Oeuvres de messire J. B. Bossuet, contenant ses traités historiques, littéraires, moraux, etc. On a donné les corrections et améliorations faites par ce prélat lui-même, et ses différens ouvrages non-imprimés","Bossuet, Jacques Bénigne",1788,Paris,bk0011411,,
5623,,Oeuvres de Regnard,"Regnard, Jean François",1780,Rouen,bk0011412,715.0,0.2838967204093933
5624,,"Oeuvres de Regnard; Nouvelle edition revue, exactement corrigée et conforme à la representation","Regnard, Jean François",1786,Paris,bk0011413,,
5625,,Oeuvres de Regnard,"Regnard, Jean François",1788,Paris,bk0011414,715.0,0.2838967204093933
5626,,Oeuvres de Ricard,"Ricard, Jean-Marie",1781,Riom,bk0011415,,
5627,,"Oeuvres du chancelier Bacon, précédées de sa vie","Bacon, Francis",1786,Paris,bk0011416,,
5628,,Oeuvres spirituelles du père Vincent Huby de la compagnie de Jésus,"Huby, Vincent",1785,Rouen,bk0011417,,
5629,,Orationes ex Livio selectiones ad usum alumnorum,Tite-Live,1786,Toulouse,bk0011439,,
5630,,"Orationes ex Sallustii, Livii, Curtii et Taciti historiis collectae",Quinte-Curce,1778,Toul,bk0011440,,
5631,,"Orationes ex Sallustii, Livii, Curtii et Taciti historiis collectae",Salluste,1778,Toul,bk0011440,844.0,0.19343334436416626
5632,,"Orationes ex Sallustii, Livii, Curtii et Taciti historiis collectae",Tite-Live,1778,Toul,bk0011440,,
5633,,"Orationes ex Sallustii, Livii, Curtii et Taciti historiis collectae","Tacitus, Publius Cornelius",1778,Toul,bk0011440,844.0,0.19343334436416626
5634,,"Orationes ex Sallustii, Livii, Curtii et Taciti historiis collectae",Quinte-Curce,1779,Rouen,bk0011441,,
5635,,"Orationes ex Sallustii, Livii, Curtii et Taciti historiis collectae",Salluste,1779,Rouen,bk0011441,845.0,0.19343334436416626
5636,,"Orationes ex Sallustii, Livii, Curtii et Taciti historiis collectae",Tite-Live,1779,Rouen,bk0011441,,
5637,,"Orationes ex Sallustii, Livii, Curtii et Taciti historiis collectae","Tacitus, Publius Cornelius",1779,Rouen,bk0011441,845.0,0.19343334436416626
5638,,"Ordonnance des testamens, donations et substitutions commentées par Serres",Serres,1782,Nîmes,bk0011444,,
5639,,"Orlando in[n]amorato, di Matteo Mario Boiardo, rifato da Fr. Berni","Boiardo, Matteo Maria",1784,Orléans,bk0011447,,
5640,,"Les ornemens de la me?moire, ou les traits brillans des poe?tes franc?ais","Alletz, Pons Augustin",1787,Rouen,bk0011448,,
5641,,"Explication de l'ouvrage des six jours. Nouvelle e?dition. Augmente?e du second sens du Pseaume CIII, & d'une Table des Matie?res. Par Messieurs les Abbe?s Duguet & d'Asfeld","Bidal d'Asfeld, Jacques-Vincent",1779,Toulouse,bk0011449,,
5642,,"Ovidii flosculi, Choix de poésies d'Ovide",Ovide,1779,Rouen,bk0011450,,
5643,,Ovidii opera,Ovide,1778,Douai,bk0011451,895.0,7.113501194339067e-12
5644,,Ovidii opera,Ovide,1779,Nîmes,bk0011452,895.0,7.113501194339067e-12
5645,,Panégérique de La Rue et Oraisons funèbres,"La Rue, Charles de",1781,Toulouse,bk0011454,,
5646,,Particules de Bistac,"Bistac, François",1778,Toul,bk0011459,896.0,0.00038827353273518384
5647,,Particules de Bistac,"Bistac, François",1779,Toulon,bk0011460,896.0,0.00038827353273518384
5648,,Paterculus (Caïus Velleius),"Paterculus, Caius Velleius",1778,Nancy [Toul],bk0011463,,
5649,,"Prières du pêcheur pénitent et du pécheur réconcilié, avec des Maximes sur la pénitence et sur la communion","Rousseau, Jean-François",1787,Paris,bk0011464,,
5650,,Pensées sur les plus importantes vérités de la religion et sur les principaux devoirs du Christianisme,"Humbert, Pierre Hubert",1780,Besançon,bk0011470,,
5651,,Pensées sur les plus importantes vérités de la religion et sur les principaux devoirs du Christianisme,"Humbert, Pierre Hubert",1780,Bruyères,bk0011471,,
5652,,Pensées sur les plus importantes vérités de la religion et sur les principaux devoirs du Christianisme,"Humbert, Pierre Hubert",1781,Epinal,bk0011472,,
5653,,"Pense?es sur les plus importantes ve?rite?s de la religion et sur les principaux devoirs du christianisme par Humbert, Pre?tre","Humbert, Pierre Hubert",1784,Besançon,bk0011473,,
5654,,Pensées sur les plus importantes vérités de la religion et sur les principaux devoirs du Christianisme,"Humbert, Pierre Hubert",1788,Bruyères,bk0011474,,
5655,,Pensées sur les plus importantes vérités de la religion et sur les principaux devoirs du Christianisme,"Humbert, Pierre Hubert",1788,Nancy,bk0011475,,
5656,,Pensées sur les principales vérités de la religion,"Humbert, Pierre Hubert",1779,Nancy,bk0011476,897.0,2.590446557753463e-15
5657,,Pensées sur les principales vérités de la religion,"Humbert, Pierre Hubert",1784,Bruyères,bk0011477,897.0,2.590446557753463e-15
5658,,Pense?es sur les plus importantes ve?rite?s de la religion: et sur les principaux devoirs du christianisme,"Humbert, Pierre Hubert",1786,Bruyères,bk0011478,,
5659,,Pensez-y bien,"Baudrand, Barthélemi",1782,Bruyères,bk0011479,,
5660,,Pensez-y bien,"Baudrand, Barthélemi",1782,Nancy,bk0011480,898.0,0.901211142539978
5661,,Pensez-y bien,"Baudrand, Barthélemi",1782,Nancy,bk0011481,898.0,0.901211142539978
5662,,Pensez-y bien,"Baudrand, Barthélemi",1782,Pamiers,bk0011482,,
5663,,Pensez-y bien,"Baudrand, Barthélemi",1783,Toul,bk0011483,,
5664,,Pensez-y bien,"Baudrand, Barthélemi",1786,Amiens,bk0011484,,
5665,,Pensez-y bien,"Baudrand, Barthélemi",1789,Bruyères,bk0011485,,
5666,,Petit dictionnaire de Joubert,"Joubert, Joseph",1779,Castres,bk0011487,,
5667,,Petit dictionnaire de Joubert,"Joubert, Joseph",1779,Toulouse,bk0011488,899.0,0.901211142539978
5668,,Petit dictionnaire de Joubert,"Joubert, Joseph",1779,Toulouse,bk0011489,899.0,0.901211142539978
5669,,Petit dictionnaire de Joubert,"Joubert, Joseph",1780,Pamiers,bk0011490,,
5670,,Petit dictionnaire de Joubert,"Joubert, Joseph",1782,Castres,bk0011491,,
5671,,Petit dictionnaire de Joubert,"Joubert, Joseph",1787,Castres,bk0011492,,
5672,,"Phaedri, Augusti Caesaris Liberti, fabularum Aesopiarum libri quinque","Phaedrus, Caius Julius",1778,Toulon,bk0011513,900.0,0.8128198385238647
5673,,"Phaedri, Augusti Caesaris Liberti, fabularum Aesopiarum libri quinque","Phaedrus, Caius Julius",1778,Toul,bk0011514,900.0,0.8128198385238647
5674,,"Phaedri, Augusti Caesaris Liberti, fabularum Aesopiarum libri quinque","Phaedrus, Caius Julius",1779,Nîmes,bk0011515,,
5675,,"Phaedri, Augusti Caesaris Liberti, fabularum Aesopiarum libri quinque","Phaedrus, Caius Julius",1780,Nancy,bk0011516,,
5676,,"Phaedri,... Fabularum aesopiarum libri quinque. Nova editio, cui accesserunt notae gallicae ad usum collegiorum accommodatae","Phaedrus, Caius Julius",1780,Nancy,bk0011517,,
5677,,"Phaedri, Augusti Caesaris Liberti, fabularum Aesopiarum libri quinque","Phaedrus, Caius Julius",1784,Caen,bk0011518,,
5678,,"Phaedri, Augusti Caesaris Liberti, Fabularum libri quinque, nitori pristino restituti, nec-non mendis pene innumeris, caeteras editiones foedantibus, expurgati. Ad usum collegiorum","Phaedrus, Caius Julius",1787,Toulouse,bk0011519,,
5679,,Plinii Caecilii Secundi novocomensis panegyricus Nervae Trajano Augusto dictus,Plinius Caecilius Secundus,1778,Nancy [Toul],bk0011521,,
5680,,Plinii secundi de viri illustribus,Plinius Caecilius Secundus,1779,Rouen,bk0011522,,
5681,,"Plutarchi Apothegmata [Apophtegmata], selecta loca illustrium romanorum","Plutarchus, Lucius Mestrius",1779,Rouen,bk0011523,,
5682,,Poesie drammatiche di Apostolo Zeno,"Zeno, Apostolo",1784,Orléans,bk0011524,,
5683,,Poésies de Sapho,Sappho,1780,Rheims,bk0011525,,
5684,,Pomponius Mela,"Mela, Pomponius",1779,Rouen,bk0011526,,
5685,,Praeceptiones rhetoricae par Crevier,"Crevier, Jean Baptiste Louis",1779,Rouen,bk0011527,,
5686,,Pratique judiciaire de Lorraine avec les additions,Lefebvre,1784,Nancy,bk0011529,901.0,8.872284524841234e-07
5687,,Pratique judiciaire de Lorraine avec les additions,Lefebvre,1787,Nancy,bk0011530,901.0,8.872284524841234e-07
5688,,"Précis de la matière médicale: contenant ce qu'il importe de savoir sur la nature, les propriétés & les doses des médicaments, tant simples qu'officinaux ; avec un grand nombre de formules","Lieutaud, Joseph",1786,Rouen,bk0011531,,
5689,,"Précis de la médicine practique, par Lieutaud","Lieutaud, Joseph",1786,Rouen,bk0011532,,
5690,,"Précis des ordonnances, édits, déclarations, lettres patentes, [statuts et règlements dont les dispositions sont le plus souvent en usage dans le ressort du parlement de Provence…], etc., par M. de Montvallon","Montvallon, André Barrigue de",1782,Toulouse,bk0011533,902.0,6.875225389002537e-10
5691,,"Précis des ordonnances, édits déclarations, lettres patentes, [statuts et règlements dont les dispositions sont le plus souvent en usage dans le ressort du parlement de Provence…], etc., par M. de Montvallon","Montvallon, André Barrigue de",1788,Toulouse,bk0011534,902.0,6.875225389002537e-10
5692,,"Préfaces et dissertations sur la Bible, par dom calmet","Calmet, dom Augustin",1780,Nîmes,bk0011535,,
5693,,"Préparation à la mort, par le père Crasset","Crasset, Jean",1782,Dinan,bk0011536,,
5694,,"Prières à l'usage des écolières pensionnaires et externes que l'on instruit chez les religieuses de la Congrégation de notre dame, etc","Fourier, Pierre",1781,Bruyères,bk0011537,903.0,1.1054408499688861e-09
5695,,"Prières à l'usage des écolières pensionnaires et externes que l'on instruit chez les religieuses de la Congrégation de notre dame, etc","Fourier, Pierre",1787,Bruyères,bk0011538,903.0,1.1054408499688861e-09
5696,,Prières et instructions chrétiennes: pour bien commencer ... sacremens de pénitence & d'eucharistie,"Sanadon, Nicolas",1779,Lille,bk0011541,,
5697,,Prières de Sanadon,"Sanadon, Nicolas",1779,Rouen,bk0011542,,
5698,,Prières et instructions chrétiennes pour bien commencer et bien finir la journée... de Nicolas S. J. Sanadon,"Sanadon, Nicolas",1787,Rouen,bk0011543,,
5699,,Prières du pécheur pénitent,"Rousseau, Jean-François",1779,Toulouse,bk0011544,,
5700,,"Principes de la grammaire, par Gaudin","Gaudin, Jean",1779,Poitiers,bk0011547,,
5701,,"Principes de la pénitence et de la conversion, ou vie des pénitens","Besoigne, Jérôme",1780,Toulouse,bk0011553,,
5702,,"Principes de la pénitence, ou Vie des pénitens, principes de la justice chne [chrétienne], ou vie des justes","Besoigne, Jérôme",1781,Lyon,bk0011554,,
5703,,"Principes de la pénitence, ou Vie des pénitens, principes de la justice chne [chrétienne], ou vie des justes","Besoigne, Jérôme",1781,Toulouse,bk0011555,904.0,0.901211142539978
5704,,"Principes de la pénitence, ou Vie des pénitens, principes de la justice chne [chrétienne], ou vie des justes","Besoigne, Jérôme",1781,Toulouse,bk0011556,904.0,0.901211142539978
5705,,Principes de la vie spirituelle pour l'instruction de la jeunesse,"Saulger, Robert",1781,Rouen,bk0011557,,
5706,,"Prônes pour tous les dimanches de l'année avec une méthode pour les faire servir à un dessein de Mission, par M Chevassu, ancien curé du Diocese de S. Claude","Chevassu, Joseph",1782,Rouen,bk0011560,,
5707,,"Prônes pour tous les dimanches de l'année avec une méthode pour les faire servir au dessein des missions, par M Chevassu, ancien curé","Chevassu, Joseph",1784,Castres,bk0011561,,
5708,,Prosodia latina regulis brevissime comprehensa,"Dangalières, Antoine",1778,Toul,bk0011562,,
5709,,Prosodie latine du P. l'abbé,"Labbe, Philippe",1779,Rouen,bk0011564,,
5710,,Publii Terentii comoedius expurgata,Térence,1786,Toulouse,bk0011565,,
5711,,"Questions notable[s] du droit décidées par plusieurs arrêt[s] du parlement de Toulouse, par d'Olive","Olive du Mesnil, Simon d'",1780,Toulouse,bk0011569,,
5712,,"Questions sur l'ordonnance de 1667, par Rhodier","Rodier, Marc Antoine",1783,Nîmes,bk0011570,905.0,2.923705778812291e-06
5713,,"Questions sur l'ordonnance de 1667, par Rhodier","Rodier, Marc Antoine",1783,Toulouse,bk0011571,905.0,2.923705778812291e-06
5714,,"Racines grecques, par le P. Pomey","Pomey, François",1779,Rouen,bk0011572,,
5715,,Tissu mucueux de Bordeu,"Bordeu, Théophile de",1787,Toulouse,bk0011573,,
5716,,"Essai sur le tissu muqueux, par Bordeu","Bordeu, Théophile de",1789,Toulouse,bk0011574,,
5717,,Recueil de diverses pratiques de piété auxquelles on a ajouté quelques remarques sur les vices dominants de notre siècle et des résolutions qui renferment en abrégé les principes et les règles de la vie chrétienne,"Moye, Jean-Martin",1786,Bruyères,bk0011575,,
5718,,"Recueil de la noblesse de Bourgogne, Limbourg, Luxembourg, Gueldres, Flandres, Artois, Haynau, Hollande, Zeelande, Namur, Malines et autres provinces","Le Roux, Jean",1783,Douai,bk0011576,,
5719,,"Règlement de la vie, ou Pratique pour mener une vie réglée dans le monde, etc","Nepveu, François",1789,Clermont-Ferrand,bk0011580,,
5720,,Règles de la bienséance et de la civilité chrétienne,"La Salle, Jean Baptiste de",1779,Vannes,bk0011581,,
5721,,Regrets d'une âme touchée d'avoir abusé de la sainteté du 'pater',Proust,1780,Carcassonne,bk0011583,,
5722,,"Regulae accentuum, par le père l'abbé","Labbe, Philippe",1779,Rouen,bk0011585,,
5723,,"Retraite sur les vertus de notre Sgr, J.C. [seigneur Jésus Christ], par le père Ballingrant",Ballingrant,1780,Rennes,bk0011586,,
5724,,Retraite du père La Borde,"La Borde, Vivien de",1779,Toulouse,bk0011587,,
5725,,Le rime di Francesco Petrarca,Pétrarque,1785,Orléans,bk0011588,,
5726,,"Il Petrarca: Con Note Brevissime, Ma Bastevoli Per L'Intelligenza Del Testo",Pétrarque,1787,Orléans,bk0011589,906.0,0.7097417116165161
5727,,"Roman de la Rose, avec une préface et des notes","Lorris, Guillaume de",1779,Saint-Omer,bk0011591,,
5728,,"Rudiments de la langue latine, par Bistac","Bistac, François",1778,Orléans,bk0011599,,
5729,,"Rudiments de la langue latine, par Bistac","Bistac, François",1778,Toul,bk0011600,,
5730,,"Rudiments de la langue latine, par Bistac","Bistac, François",1787,Vesoul,bk0011601,,
5731,,"Rudiments de la langue latine, par Bistac","Bistac, François",1789,Nancy,bk0011602,,
5732,,"De la Sagesse, par Charron","Charron, Pierre",1782,Paris,bk0011603,907.0,0.7097417116165161
5733,,"Saint évangile de J.C. [Jesus Christ] expliqué en méditations pour chaque jour de l'année, par le père Boissieu","Boissieu, Antoine",1783,Lyon,bk0011605,,
5734,,Sallustii (Caii) opera,Salluste,1778,Douai,bk0011607,,
5735,,Sallustii (Caii) opera,Salluste,1778,Toulon,bk0011608,908.0,0.590101420879364
5736,,Sallustii (Caii) opera,Salluste,1778,Toul,bk0011609,908.0,0.8347095549106598
5737,,Sallustii (Caii) opera,Salluste,1779,Rouen,bk0011610,,
5738,,Sallustii (Caii) opera,Salluste,?,Toulouse,bk0011611,908.0,0.6119911372661591
5739,,"Selecta Ciceroniis precepta, avec notes","Cicero, Marcus Tullius",1779,Rouen,bk0011614,,
5740,,Selecta latini sermonis exemplaria é scriptoribus probatissimis excerpta,"Chompré, Pierre",1778,Toul,bk0011615,909.0,1.0929537097581488e-07
5741,,Selecta latini sermonis exemplaria é scriptoribus probatissimis excerpta,"Chompré, Pierre",1779,Rouen,bk0011616,909.0,1.0929537097581488e-07
5742,,Selectae é novo testamento historiae,[Bible],1778,Toul,bk0011617,,
5743,,Selectae é novo testamento historiae,[Bible],1786,Nancy,bk0011618,,
5744,,Senecae naturalium questionum,"Seneca, Lucius Annaeus",1779,Rouen,bk0011620,,
5745,,Sentiments de piété par le P. Cheminais,"Cheminais de Montaigu, Timoléon",1783,Bruyères,bk0011621,910.0,0.0008153357193805277
5746,,Sentiments de piété par le P. Cheminais,"Cheminais de Montaigu, Timoléon",1784,Bruyères,bk0011622,910.0,0.0008153357193805277
5747,,Sermons de Bourdaloue,"Bourdaloue, Louis",1786?,Toulouse,bk0011625,911.0,0.30418583324977333
5748,,Sermons de Bretonneau,"Bretonneau, François de Paule",1781,Toulouse,bk0011626,,
5749,,Sermons de Cheminais,"Cheminais de Montaigu, Timoléon",1781,Toulouse,bk0011627,912.0,0.7097417116165161
5750,,Sermons de Gaspard Terrasson,"Terrasson, Gaspard",1781,Toulouse,bk0011628,,
5751,,"Sermons pour le carême, par le P. Giroust. Nouvelle édition","Giroust, Jacques",1781,Toulouse,bk0011629,,
5752,,Sermons de La Boissière,"La Boissière, Joseph de La Fontaine de",1781,Toulouse,bk0011630,,
5753,,Sermons de La Roche,"La Roche, Jean-Baptiste-Louis",1781,Toulouse,bk0011631,913.0,4.770306087523917e-29
5754,,"Sermons du pere de la rue, de la compagnie de Jesus, pour le caresme","La Rue, Charles de",1781,Toulouse,bk0011632,,
5755,,Sermons du père Hu[m]bert,"Humbert, Pierre Hubert",1781,Toulouse,bk0011633,,
5756,,"Sevigniana, ou Recueil de pense?es inge?nieuses, d'anecdotes litte?raires, historiques et morales","Sévigné, Marie de Rabutin-Chantal",1788,Auxerre,bk0011634,,
