ID,super_book_title,author_name,super_book_code
426,Discours sur cette question: est-il possible d'empecher les peuples de se corrompre et peut-on leur rendre les moeurs lorsqu'ils les ont perdues?,NA,NA
427,Dissertation sur l'histoire ecclesiastique,NA,NA
428,Discours encyclopediques,NA,NA
429,"Dialogue et entretien d'un solitaire et d'une a?me damne?e sur les ve?rite?s effrayantes de l'e?ternite? malheureuse et de ses tourmens, par un pe?re missionnaire",NA,NA
430,Discours de M. Servan ancien avocat general au parlement de Grenoble dans le proces du comte D*** et dans une declaration de grossesse,"Servan, Joseph-Michel-Antoine",NA
431,"Droit (le) naturel, d'un père à son fils","Pillichody, Jean Georges;",NA
433,Examen reforme du vrai penitent,NA,NA
434,Element de piete et de morale,NA,NA
435,Exhortations morales en forme de prieres,NA,NA
436,Enseignement charitable et necessaire pour le temps present,NA,NA
437,"Les Entretiens des Cafe?s de Paris, et les diferens qui y surviennent","Mailly, chevalier de",NA
438,Entretiens des voyageurs sur la Mer,"Flournois, Gedeon",NA
439,Entretiens curieux sur l'art d'aimer,NA,NA
440,Elements (les) ou premieres instructions de la jeunesse,"Blégny, Etienne de",NA
441,Explication des lois qui regardent les contrats par rapport au tribunal de la penitence,NA,NA
442,Essai ou idee de sermons sur differents sujets,NA,NA
443,"Etranger (l') malheureux, histoire veritable",NA,NA
444,Esprit (l') du droit ou jurisprudence raisonnee,NA,NA
445,Eclaircissements generaux sur l'apocalypse,NA,NA
446,Entretiens curieux  sur differentes matieres de religion et de politique,NA,NA
448,Examen des pretentions de l'empereur a la couronne d'Espagne,NA,NA
449,Erreurs (les) du monde dont les aventures du roi coq et de la sage fourmi,NA,NA
450,Entretiens curieux  sur les affaires du temps,NA,NA
451,Esprit (l') de David penitent,"Le Noble, Eustache",NA
452,Esprit (l') de la procedure,NA,NA
453,Explication du chateau de l'ame de Sainte Therese,NA,NA
454,Elevations de coeur sur la vie et les mysteres de Jesus Christ par M. Briquet,NA,NA
455,Exposition historique et apologetique des miracles perpetuels,NA,NA
456,Etat present de l'Angleterre sous la reine Anne,"Chamberlaine, Edouard",NA
457,L'esprit de la doctrine ce?leste de Sainte The?re?se et ses sentimens divins,"Robyns, Johannes Paulus",NA
458,"Entretiens sur la pluralité des mondes, par M. de Fontenelle","Fontenelle, Bernard Le Bovier de;",NA
459,Explication du canon omnis unius cujusque sexus,NA,NA
460,Eloge funebre de Madame la duchesse d'Orleans,NA,NA
461,Etat ancien et moderne de la Lorraine,NA,NA
462,Examen de la penitence de ce siecle,NA,NA
464,Extrait des epitres de Saint Francois de Sales,NA,NA
465,Extraits des ouvrages de plusieurs peres de l'eglise et auteurs modernes sur differents points de morale,"Lalouette, Ambroise",NA
466,Elogia historica virorum illustrium sub leonis nominae,NA,NA
467,Entretien de Philas et de Philosoprine,NA,NA
468,Equite des constitutions demontree contre le livre des exemples,NA,NA
469,Epitre de l'Eglise de Geneve a la Sorbonne au sujet de la constitution Unigenitus,NA,NA
471,Esprit (l') de Guerson,NA,NA
472,Etat present du Royaume de Danemark,"Molesworth Molesworth, Robert",NA
473,Entretien de Philarque et de Polidore,NA,NA
474,Etat politique de l'Europe,NA,NA
475,Entretiens de Loite et de Theophile,NA,NA
477,"Essais sur le genie et le caractere des nations, divises en six livres",NA,NA
478,Essai sur le commerce et sur la marine,"Boureau Deslandes, Andre-Francois",NA
479,Essai sur les philosophes,NA,NA
482,Les ve?rite?s et les devoirs du Christianisme ou essai d'une instruction pour les Indiens,"Wilson, Jacob",NA
483,Essai sur la reunion des theologiens sur la grace,NA,NA
484,Entretiens  sur les voyages de Cyrus,"Guyot Desfontaines, Pierre-Francois",NA
485,Essai d'une analyse de l'heresie,NA,NA
487,Exhortation de saint Chrysostome a la penitence adressee a Theodore tombe dans le peche,NA,NA
488,Essai de metaphysique dans les principes de Bayle,"Bayle, Louis-Ferdinand",NA
489,Entretiens familiers sur l'histoire universelle tirés des plus célèbres auteurs,NA,NA
490,Ecrit en forme de lettres sur l'acceptation de la Bulle,NA,NA
491,Essai de poesie analogique et morale au sujet de la cloche des dames de la misericorde,NA,NA
492,Eloge (l') des Gascons dedie a la verite,NA,NA
493,Eloge historique du pere Simon Gourdey,NA,NA
495,Elements de finance ou idee de ce que doivent savoir ceux qui travaillent aux affaires du Roi,NA,NA
496,Entretien de Pasquin et Marforio sur l'election de Stanislas,NA,NA
497,Exposition pure et simple de la Bulle,NA,NA
498,Epistola ad viros pacificos editores actorum apostolorum,NA,NA
500,Eloge historique de Louis XIV,NA,NA
501,Examen detaille du fait d'Honorius,"Merlin, Charles",NA
502,Epitres a un singe,NA,NA
503,Espion (l') italien ou la vie de toutes sortes de gueux,NA,NA
504,Etrennes des rentiers de l'hotel de ville,NA,NA
505,Examen des Confessions du Comte de *** e?crites par lui-me?me a? un ami,"Soubeiran de Scopon, Jean",NA
506,Eloge de Louise Elisabeth d'Orleans,NA,NA
507,Essai d'un ecrit intitule correspondance des savants,NA,NA
508,Essai sur les philosophes et les egarements de la raison sans la foi,"DuMarsais, Cesar Chesneau; Holbach, Pierre-Henri Thiry d'",NA
509,Extrait des coutumes particulieres de France et des Gaules en ce qui concerne les servitudes,NA,NA
510,Extrait de l'histoire des comtes d'Angers,NA,NA
511,Egarements (les) de l'homme entraine par les passions,NA,NA
512,Esprit (l'),"Montaigne, Michel Eyquem de",NA
513,Examen des principaux passages et emplois pour la justification du pere Quesnel,NA,NA
514,"Essai pour parvenir a? la connaissance de l'homme, de?die? a? Monseigneur le duc d'Orle?ans,","Coutan, N. Ch.",NA
515,Eclaircissement sur le tarif du conseil concernant les droits a percevoir sur les lois,NA,NA
516,Essai sur la profession de procureur,"Groustel, Louis",NA
517,Essai sur l'histoire des druides,NA,NA
518,Esprit (l') de Bourdaloue,"Bourdaloue, Louis",NA
519,Essai de politique sur l'art de regner,NA,NA
520,Eclaircissements sur les principaux faits de l'histoire du 17eme siecle,NA,NA
521,Enchiridion sancti Leonis papae,NA,NA
522,Essai sur la nature des droits et les differents impots,NA,NA
523,Embarras (mon) epitre au bonheur,NA,NA
525,Extrait chronologique de l'histoire sainte et profane,NA,NA
526,"Examen de ce qui concerne le christianisme ... dans les deux premie?res lettres de Mr. J. J. Rousseau, e?criles de la montagne","Vernes, Jacob",NA
527,Essai sur l'etat actuel de la musique de France,NA,NA
528,Essai de la politique de France,NA,NA
529,"Eloge chretien de Monseigneur Louis, Dauphin","Caveirac, abbe de",NA
530,Etrennes perpetuelles ou le miroir des coeurs,NA,NA
531,"Essais politiques d'agriculture, de population, de commerce et de finance",NA,NA
532,"Essai sur l'usage, l'abus et les inconvenients de la tortureEssai sur l'usage, l'abus et les inconve?niens de la torture dans la proce?dure criminelle","Seigneux de Correvon, Gabriel",NA
533,Ecoutez-moi,NA,NA
534,Eloge de Marie princesse de Pologne reine de France,NA,NA
535,Essai sur l'origine et les Progrès de la Pretendue indépendance Génoise,"Von Munsterer, Franz Benno",NA
536,Examen critique de la nouvelle histoire de Henri IV de M. de Bury,"Beaumelle, Laurent Angliviel de",NA
537,Examen theologique de plusieurs questions sur le divorce,NA,NA
538,Examen theologique de plusieurs questions sur le divorce,NA,NA
539,Trois (les) épîtres,"Voltaire, François Marie Arouet;",NA
540,Essai sur la singularite des nations,NA,NA
542,Esprit (l') de Voltaire dans ses écrits,"Nonnotte, Claude-François;",NA
543,Elixir litteraire,"Bastide, Jean-Francois",NA
544,Esprit (l') et la chose,"Marchand, Jean-Henri; Desboulmiers, Jean-Augustin-Julien",NA
545,Extrait d'un nouveau traite de nimes,NA,NA
546,"Epitres, satires, contes, odes, et pieces fugitives","Voltaire, François Marie Arouet;",NA
547,Examen de conscience à l'usage des religieuses de Port-Royal du Saint Sacrement,"Saint Jean Arnauld d'Andilly, Angelique de",NA
548,Essai sur la theorie de l'art militaire,NA,NA
549,Essai sur les opérations de l'entendement humain et sur les maladies qui les dérangent,"Dufour, Jean-Francois",NA
550,Epitres parisiennes sur les ecarts de la nouvelle philosophie,NA,NA
551,Elements du droit de la nature et de la morale naturelle,"Colbert, abbe de",NA
552,"Essai critique sur l'histoire des ordres Royaux, hospitaliers et militaires de Saint Lazare de Jerusalem et de Notre Dame du Mont-Carmel","Desplaces, Laurent-Benoit",NA
553,Examen sur les maladies de l'uretre,NA,NA
554,Examen sur les maladies de l'uretre,NA,NA
555,Elements des lois feodales,NA,NA
556,Entretiens spirituels en forme de prie?res sur les Evangiles des dimanches et des myste?res de toute l'anne?e,"Morel, Robert",NA
557,Examen critique des apologistes de la religion chrétienne,"Burigny, Jean Lévesque [de];",NA
558,Etat present des affaires de Corse,NA,NA
559,"Emile, ou de l'éducation","Rousseau, Jean Jacques;",NA
560,Etrennes voluptueuses dédiées aux Graces par Madame L. M. D. S.,"Chevrier, Francois-Antoine",NA
561,Entretiens des voyageurs,No Author Identifable,NA
562,Epître (l') aux Romains,"Voltaire, François Marie Arouet;",NA
563,Esprit (de l'),"Helvétius, Claude-Adrien;",NA
565,Evangile (l') de la raison,"Voltaire, François Marie Arouet;",NA
566,"L' espion chinois, ou l'envoye? secret de la Cour de Pe?kin","Goudar, Ange",NA
567,Epitres de saint Paul,NA,NA
568,Elementa philosophica de cive,"Hobbes, Thomas",NA
569,Pre?cis de l'Eccle?siaste et du Cantique des cantiques,"Voltaire, Francois-Marie Arouet",NA
570,"L'e?cole de l'homme: ou parallele des portraits du sie?cle,","Genard, Francois",NA
571,"L' École Des Filles, Ou La Philosophie Des Dames","Milot, Michel;",NA
572,Essai sur l'Education de la jeunesse,NA,NA
573,Epiphanies saturnales,NA,NA
574,Essai sur le Senat temporel de Jesus Christ,NA,NA
575,Equation des tributs,"Durival, Claude",NA
576,Essai politique sur la ve?ritable liberte? civile: discours adresse? au peuple d'Angleterre,NA,NA
577,Egoïsme (l'),NA,NA
578,Esprit de Saurin,"Durand, François-Jacques; Saurin, Jacques;",NA
579,Essai général de tactique,"Guibert, Jacques Antoine Hippolyte [de];",NA
580,"Eloge de Franc?ois de Salignac de La Motte-Fenelon, archeve?que-duc de Cambray, pre?cepteur des enfans de France. Discours qui a remporte? le prix de l'Acade?mie franc?oise en 1771","La Harpe, Jean-Francois, de",NA
581,Eloge des Capets et des Bourbons,NA,NA
582,Eloge de Montaigne,NA,NA
583,Ephemerides des vingtièmes du dauphiné,NA,NA
584,Foi (la) catholique de l'eucharistie,NA,NA
585,Fondements (les) de la medecine ancienne et nouvelle,NA,NA
586,Florigerium meretricum sive poemata et epigrammata sacra de nativitale,NA,NA
587,Ferdinandi Castro par le soc. Jesu. opera moralia,NA,NA
588,Fables nouvelles historiques dressees pour l'usage de monseigneur le dauphin,NA,NA
589,Foret (la) de Marli nouvelle du temps,"Bossigny, Louise de, comtesse d'Auneuil",NA
590,Factures (les) concernant les banqueroutes frauduleuses de la Motte,NA,NA
591,Fragment d'histoire et de litterature,NA,NA
592,Fausse (la) Clelie histoire francoise,"Perdou de Subligny, Adrien-Thomas",NA
593,Fleurs (les) des exemples,NA,NA
594,Femme (la) a cent tetes,NA,NA
595,Formulaire de prieres et exercice journalier d'une ame chretienne,NA,NA
596,Fondements (les) de la paix proposee par la reine Anne,NA,NA
597,Francisci silvii theologia doctoris opera,NA,NA
598,Fables nouvelles et galantes,NA,NA
599,Le faut-mourir : et les excuses inutilies qu' on apporte a? cette necessite?,"Jacques, Jacques",NA
600,Femmes (les),NA,NA
601,"Le faux Aristarque reconnu, ou, Lettres critiques sur le dictionnaire ne?ologique, Pantalon-Phœbus",Gayot de Pitaval; Francois,NA
602,"Fleur de lin, conte",NA,NA
603,Fee (la) bibliotheque historiette galante,NA,NA
604,Felicite des francois sous le regne de Louis XV,NA,NA
605,Fille (la) vertueuse malgre elle,NA,NA
606,Fanatisme (le) des philosophes,"Linguet, Simon-Nicolas-Henri",NA
607,Fourbe (le) puni ou les amours romanesques,NA,NA
608,Frere Jean poeme heroicomique,NA,NA
609,"Jeune (la) Francoise ou le triomphe de la vertu, drame",NA,NA
610,Fleaux (les) des campagnes,NA,NA
611,Foi (la) poeme,NA,NA
613,Fragments et instructions pour le prince royal de Prusse,Voltaire; Francois-Marie Arouet,NA
614,Fille (la) de joye,"Cleland, John;",NA
616,Femme (la) de plaisir,"Cleland, John",NA
617,"Histoire de Mademoiselle Cronel dite Fretillon, actrice de la comedie de Rouen","Gaillard de La Bataille, Pierre-Alexandre; Caylus, Anne Claude Philippe, comte de",NA
618,Franc (le) picard,NA,NA
619,Georgii Gabati soc. jesu opera moralia,NA,NA
620,Galant (le) lutin du chateau de Kernosy,NA,NA
621,Galants (les) de Segovese histoire galante,NA,NA
622,Guide (le) des confesseurs,NA,NA
623,Grand (le) et veritable chevalier Caissant,"Bonnet, Joseph",NA
624,Gloire (la) de dieu et la grandeur du roy,NA,NA
625,"Le Grand mystere, ou l'art de mediter sur la garderobe","Swift, Jonathan",NA
626,Gouvernement politique des Romains et celui de notre ville,NA,NA
627,Gaston de Foix 1er du nom,NA,NA
628,Guerrier (le) philosophe,"Jourdan, Jean-Baptiste;",NA
629,Gouvernement (du) civil,"Locke, John",NA
630,"Grenier à sel pour l'esprit, ouvert à quiconque veut s'amuser et s'instruire",Rousselet,NA
631,Generalite (la) des vues de dieu dans l'ordre de la nature et de la grace,NA,NA
632,Guidon (le) du le chef-d'oeuvre de saint Co?me,"Janson, Nicolas de",NA
633,Guide (le) de l'enfer par Belzebuth,NA,NA
634,Georgique (la) harangue,NA,NA
635,Gouvernement (le) du Paraguay sous les jesuites,"Bourguignon d' Anville, Jean-Baptiste",NA
636,Guardini prolegomena ad censuram scriptorum,NA,NA
637,Grelot (le),"Baret, Paul",NA
638,Gouffantor roy des ogres,NA,NA
639,Histoire de la maison ottomane,NA,NA
640,Histoire de Venise ou le siege de Candie,NA,NA
641,Histoire (l') et les aventures du prince Cyriacus,NA,NA
642,Histoire des principales revolutions ou l'amour s'est trouve mele sous la fin du regne de Charles 1er roy d'Angleterre,NA,NA
643,Histoire de la deposition du grand seigneur et de sa mort tragique,NA,NA
644,Histoire du palais et du jardin enchante trouve dans les Alpes,NA,NA
645,Histoire des cinq propositions de Jansenius,"Dumas, Hilaire",NA
646,Histoire de saint Gauderic confesseur,"Fournier, C.",NA
647,Histoire de l'ancien et du nouveau testament,NA,NA
648,Histoire secrete d'Henri II roy d'Angleterre,NA,NA
649,Histoire romaine par figures,NA,NA
650,Histoire de tout ce qui s'est passe en France sous la regence de la reine mere,NA,NA
651,Homme (l') bien instruit avec des notes,NA,NA
652,"Histoire du connetable de Lune, favori de Jean II, Roi de Castille et de Leon",NA,NA
653,Homme (l') détrompé ou le Criticon,"Gracian, Baltasar",NA
654,Histoire et tableau de Brou monastere royal en Bresse,NA,NA
655,Homme (l') dieu dans sa passion,NA,NA
656,Histoire genealogique des faux dieux,NA,NA
657,Histoire abregee du nouveau et de l'ancien testament,NA,NA
658,Histoire de la reine Elisabeth,"Leti, Gregorio",NA
659,Histoire ingenieuse ou l'elite de quelques beaux traits d'esprit,"Rinald, Jacques",NA
660,Histoire des papes,NA,NA
661,Hymnes de l'eglise traduits en vers francois,NA,NA
662,Histoire de la duchesse d'Anjou reine d'Angleterre,NA,NA
663,Histoire de la campagne de M. de Villars,NA,NA
664,Histoire de la Bible,NA,NA
665,Holocauste interieur pendant le sacrifice de la messe,NA,NA
666,"Histoire de la vie de M. Franc?ois de Salignac de la Motte-Fenelon, archeve?que duc de Cambray","Ramsay, Andrew Michael",NA
667,"Histoire de la vie de Saint Sigebert, roy d'Austrasie, troisième du nom","Frizon, Nicolas",NA
668,Histoire ecclesiastique et civile de Lorraine,"Calmet, Augustin",NA
669,Histoire veritable et secrete des vies et des regnes de tous les rois et reines d'Angleterre depuis Guillaume 1er,NA,NA
670,Histoire des arabes et la vie de Mahomet,"Boulainvilliers, Henri de",NA
671,"Histoire de la mere et du fils: c'est à dire de Marie de Médicis, Femme du Grand Henry, et Mère de Louis XIII, Roy de France, et de Navarre","Eudes de Mézeray, Francois",NA
672,"Histoire des favorites, contenant ce qui s'est passe de plus remarquable sous plusieurs regnes","La Roche-Guilhem, Anne de",NA
673,Histoire de Philippe II roi d'Espagne,NA,NA
674,Histoire du 16eme siecle,NA,NA
675,Histoire de Madame la comtesse des Barres,"Choisy, François-Timoléon, abbe de",NA
676,Histoire de la derniere guerre et des negociations pour la paix : enrichie des cartes ne?cessaires pour servir de suite a? l'Histoire de la guerre presente avec la vie du prince Eugene de Savoye,"Massuet, Pierre",NA
677,"Histoire de la guerre presente, contenant tout ce qui s'est passé de plus important en Italie, sur le Rhin, en Pologne, et dans le plupart des Cours de l'Europe, enrichie des principaux plans des sièges et des batailles","Massuet, Pierre",NA
678,"Histoire critique de la philosophie: Ou l'on traite de son origine, de ses progres","Boureau-Deslandes, Andre-Francois",NA
